[0:00:09] su1ryu30: こんちゃー
[6:41:10] Okina_xst: 上ー！？
[6:41:12] かんでら: 位置取りうま
[6:41:15] 煮アナゴ: 緊張してんのかな？ってかんじのはしりおもろいｗ
[6:41:15] matcha612: えぐ
[6:41:16] ぱぬたろ: 上からかぁ
[6:41:18] きなこ117: うまぁ
[6:41:52] 煮アナゴ: あの距離で当ててくるのおそろしいなぁ
[6:41:54] Ciel4949: カバーうまいなー
[6:41:56] AK0678: レベル高いねぇ
[6:42:20] トマト492: えぐぅ
[6:42:22] 380743: 固定砲台おるw
[6:42:28] kuro00000000000000: うっま
[6:42:29] 煮アナゴ: れべるたかすぎる
[6:42:33] Ciel4949: あぺ？w
[6:42:37] bullchaaa: CODみたい
[6:42:44] きなこ117: みんなうますぎる
[6:42:49] ロジーー: ロングレンジが苦手なケインには辛いところねぇ
[6:42:53] suguraddiction1: 平坦で狭い高台は最強…
[6:43:05] トマト492: 遮蔽が全然ないｗ
[6:43:08] _そらら_: ぐにゃあ
[6:43:19] 煮アナゴ: ばにさんに気を取られてると会長がせまってくるのよね
[6:43:45] 380743: あそこエグいw
[6:43:57] suguraddiction1: おー！
[6:43:59] Ciel4949: 面白いwwww
[6:44:16] きなこ117: つっよ
[6:44:18] ロジーー: おそろしいＨＳ
[6:44:20] 煮アナゴ: いい戦い
[6:44:43] suzunone_: おしー
[6:44:43] tukihosi55: バニさんがつよい
[6:44:45] おるぅくん: 全負けしてる！
[6:44:49] きなこ117: GG
[6:45:01] 380743: 4人でやる広さじゃないw
[6:45:01] Ak2837111: バニさんが強い
[6:45:02] うな重うな抜き: 恐ろしいヘッショ
[6:45:04] Ciel4949: おおー
[6:45:05] matcha612: ばにが全勝してるな
[6:45:06] suzunone_: タコは男…？
[6:45:10] matcha612: いいね！
[6:45:11] no85at: ヘビピ対決いいね
[6:45:22] makaroni__31: バニさんが強くて3人横並びくらいなんかな
[6:45:30] 煮アナゴ: タコさんはれでぃやから…
[6:45:30] wjgdgdt: w
[6:45:31] 煮アナゴ: あｗ
[6:45:33] yokiari_: ええw
[6:45:34] トマト492: ん！？
[6:45:34] tukihosi55: ｗｗｗｗ
[6:45:34] suzunone_: あ
[6:45:34] ロジーー: えぐｗｗｗｗ
[6:45:36] Okina_xst: あか！？
[6:45:36] no85at: www
[6:45:37] _そらら_: wwww
[6:45:38] トマト492: ｗｗｗｗｗ
[6:45:39] めるねこし: www
[6:45:40] sie911: wwwwwwwww
[6:45:42] トマト492: えぐいバグｗｗｗ
[6:45:42] しおらいく: 擬態！？ｗｗｗ
[6:45:45] matcha612: www
[6:45:46] 煮アナゴ: ｗｗｗｗ
[6:45:46] 白_白: www
[6:45:48] suzunone_: www
[6:45:49] ロジーー: マフラーｗｗｗｗ
[6:45:50] no___ri: 裸マフラーえぐい
[6:45:50] 薄味さん: 素体になっちゃった
[6:45:50] たなかっち123: ｗｗｗ
[6:45:52] naco_030_: www
[6:45:52] kaito0311nyan: www
[6:45:52] 春ひつじ: マフラーwww
[6:45:56] 煮アナゴ: パンイチマフラーのへんたいｗ
[6:45:56] matcha612: 中身丸見えやん
[6:45:57] sie911: マフラーえぐいｗ
[6:46:01] ぱぬたろ: 裸マフラーwww
[6:46:02] ruca202: 裸マフラーｗ
[6:46:04] オカンでも配信見るんや: うますぎ。。、
[6:46:05] 薄味さん: マフラーwwwww
[6:46:06] かんでら: ｗｗｗｗｗ
[6:46:16] トマト492: マフラーだけあんのヤバいw
[6:46:32] Ciel4949: wwww
[6:46:35] かんでら: 🐙大うけ
[6:46:36] no85at: えぐぅ
[6:46:39] kuro00000000000000: 一人称ローリングとかした後キツそう
[6:46:41] yokiari_: なんでこんなえぐい
[6:46:45] 380743: しっかひHSえぐいw
[6:46:48] 湯がき卵: 一撃まじかw
[6:46:50] 煮アナゴ: ＨＳえげつねぇええ
[6:46:51] かんでら: うめえ
[6:46:55] suzunone_: ヘッショえぐ
[6:46:55] オカンでも配信見るんや: えぐぅ
[6:46:58] 薄味さん: えぐ
[6:47:03] Okina_xst: ヘッショえぐいな
[6:47:03] 煮アナゴ: どんな狙い方してるんやろ
[6:47:07] _そらら_: バニさんの視点見てきたけどヘッドばかすか抜いてる
[6:47:08] 春ひつじ: 会長もやっぱ強いなぁ
[6:47:11] 煮アナゴ: ないすーー
[6:47:11] トマト492: ハゲ頭光ってるのかってくらいHS
[6:47:19] Ciel4949: うまー
[6:47:32] Ciel4949: ひき肉w
[6:47:42] 煮アナゴ: なるほど禿のきらめきがレティクルに
[6:47:45] suguraddiction1: やば！？
[6:47:46] きなこ117: えぐぅ
[6:47:47] めるねこし: つっよw
[6:47:49] 380743: やばすぎwwwwwww
[6:47:49] Okina_xst: やば
[6:47:55] 380743: バニえぐいwwww
[6:48:05] かんでら: 刃弐、完全に世界の中心を理解している
[6:48:16] ロジーー: 差が出てるねぇ
[6:48:21] ロジーー: 苦手だとはいえ・・・
[6:48:43] mamoruall: ないす！
[6:48:44] Ak2837111: 真ん中狙うのむずいな
[6:48:47] 煮アナゴ: ハンドガンだと純粋に狙いのうまさになってくるのか…いい練習になるのかも？
[6:48:54] テイモンさん: つっよ
[6:48:56] Ak2837111: ぼやぼやｗ
[6:49:03] 380743: マジでいい練習になるね
[6:49:11] オカンでも配信見るんや: そういえば刃弐、新拠点でもエイム練習ずっとしてたもんな
[6:49:12] 薄味さん: 昔からキーマウしてたらこんなに上手くなれるんかな……
[6:49:17] 煮アナゴ: ナイスれんけい
[6:49:29] ロジーー: カバー助かったなぁ
[6:49:36] Ciel4949: つよー
[6:49:37] Ak2837111: ！？
[6:49:41] 薄味さん: 音えぐ
[6:49:41] 煮アナゴ: 今の間に2枚抜いたのあのひとは
[6:49:48] _そらら_: 普通にシェリフw
[6:49:55] wjgdgdt: www
[6:49:58] 白_白: wwww
[6:49:59] 煮アナゴ: らんなーおったｗ
[6:49:59] sie911: wwwwww
[6:50:00] Okina_xst: ｗｗｗｗ
[6:50:01] Ak2837111: ｗｗｗｗｗ
[6:50:02] うな重うな抜き: ｗｗｗｗｗｗ
[6:50:04] suzunone_: www
[6:50:05] fukutoto: wwwww
[6:50:06] 薄味さん: 何があったwwww
[6:50:08] 380743: どしたww
[6:50:09] 煮アナゴ: フォレストガンプかな？ｗ
[6:50:11] ロジーー: 何したんや？ｗ
[6:50:13] Okina_xst: なにがあったｗ
[6:50:14] Ciel4949: 一般通過かwwww
[6:50:25] sie911: 違う違うおもろｗ
[6:50:27] オカンでも配信見るんや: これぞ音鳴.exe
[6:50:31] Ciel4949: HSすごーw
[6:50:44] 薄味さん: ちゃんと人間だった
[6:51:04] 煮アナゴ: ほええええ
[6:51:14] 煮アナゴ: ばにさんぼろもうけやんかｗ
[6:51:15] 薄味さん: 最後おしかった
[6:51:20] 380743: バニ全勝してるw
[6:51:42] 煮アナゴ: 楽しくて仕方ないｗ
[6:51:52] 煮アナゴ: トリハピメンバーだｗ
[6:52:01] no85at: ストレスは溜まるからタバコがすごい減るwww
[6:52:12] omoti_sazi: さっきのばにさんのダッシュなんだったんだろうｗ
[6:52:22] 煮アナゴ: ランナーなんだったんだろうねｗ
[6:52:28] suguraddiction1: タバコ屋ここに置いたら儲かりそう…
[6:52:45] 煮アナゴ: ここにタバコ自販機おいてもらおうｗ
[6:52:46] ロジーー: ｗ
[6:52:50] 薄味さん: 名言が出た
[6:52:58] オカンでも配信見るんや: 名言風に言うんだよw
[6:53:03] mentaiko_yamada: wwww
[6:53:05] 煮アナゴ: 嗜好品を嗜好しろとｗ
[6:53:13] matcha612: ここでは帽子取らんのやww
[6:53:31] 煮アナゴ: この帽子還暦祝いのおじいちゃんみたいよね
[6:53:36] おーばちゃん: l
[6:53:44] 薄味さん: 全裸きた
[6:54:01] 煮アナゴ: また高所にｗ
[6:54:46] 煮アナゴ: ひぇえ
[6:55:00] maruko7214: うま
[6:55:17] 380743: ないすー
[6:55:19] しおらいく: ないすー！
[6:55:24] no85at: うまい!
[6:55:40] 煮アナゴ: うまいなぁ
[6:55:42] matcha612: 声掛けいいねー
[6:56:00] suguraddiction1: 報告したら即殻ヤバす
[6:56:15] 煮アナゴ: すやぁ顔がイケメンだ
[6:56:31] トマト492: 全体のレベル高すぎ
[6:56:32] ぺいえだ: ヒットマンのやつやんｗ
[6:56:47] もじろー: おお
[6:56:48] matcha612: ないす！
[6:56:49] 煮アナゴ: ナイス２まいぬき
[6:56:49] suguraddiction1: 反応すご！？2人ともほぼ同時に！？
[6:56:51] ぺいえだ: うまーーーー
[6:56:55] no85at: ないすー！
[6:57:16] miy0u: miy0u subscribed with Prime. 
[6:57:26] _そらら_: いい勝負してんな
[6:57:32] ロジーー: ちょっと頭だしてると負ける
[6:57:40] 煮アナゴ: コノメンバーで練習できるとめちゃくちゃ上達しそうｗ
[6:57:44] ると73: みんな強いわー
[6:58:20] 煮アナゴ: 全員反応はやいし 場所取りもうまいし
[6:58:20] トマト492: ないす
[6:58:21] 煮アナゴ: ないすー
[6:58:26] 380743: ないすー
[6:58:26] suguraddiction1: ナイス！
[6:58:28] ぺいえだ: ないすー
[6:58:28] Okina_xst: ナイスー
[6:58:29] Ak2837111: ないすーー
[6:58:29] めるねこし: なーいす！
[6:58:30] ロジーー: バニさんが強すぎる
[6:58:32] 薄味さん: ないす〜
[6:58:41] トマト492: バニ全勝じゃないか？
[6:58:44] Okina_xst: バニさんマジで強すぎる
[6:58:47] ぺいえだ: バニやばすぎる
[6:58:49] mentaiko_yamada: 女だ
[6:58:50] muru1113: おっと
[6:59:06] suguraddiction1: どの犯罪だろ
[6:59:14] _そらら_: 女きちゃ
[6:59:21] 薄味さん: wwwwwww
[6:59:21] _そらら_: w
[6:59:22] mamoruall: あ
[6:59:24] muru1113: ｗｗｗ
[6:59:24] swift_horse2: ｗ
[6:59:25] トマト492: ｗｗｗｗｗ
[6:59:25] 薄味さん: やさしい
[6:59:25] 白ご飯12: wwwwww
[6:59:25] 白_白: あ
[6:59:25] seiasama: www
[6:59:25] matcha612: いませんwww
[6:59:25] おるぅくん: ｗｗｗｗ
[6:59:26] 煮アナゴ: ｗｗ
[6:59:28] fukutoto: あ
[6:59:30] 白ご飯12: かわいー
[6:59:30] muun_0703: wwww
[6:59:31] yokiari_: はじまっちゃったよw
[6:59:32] 380743: ｗｗｗｗ
[6:59:32] 煮アナゴ: ばにさーん！
[6:59:33] muun_0703: かわいw
[6:59:37] mamoruall: 刃弐かっこよかったのにw
[6:59:37] suguraddiction1: 抜け殻〜
[6:59:40] yoshihikon74: 多分それを守ってくれるって言ってるww
[6:59:40] 380743: これで2やったらエグいw
[6:59:40] トマト492: 魂抜け中守ってくれるのかｗ
[6:59:40] きなこ117: 刃弐さーん！
[6:59:41] Aizawa_U2: 離席中かwww
[6:59:41] shone310: やばいww
[6:59:42] 煮アナゴ: 本気でまもりつづけたらおそろしいｗ
[6:59:46] 薄味さん: 守ってやる▶︎爆走
[6:59:47] nade_413: タイミングwww
[6:59:59] かんでら: ｗｗ
[7:00:02] muun_0703: 爆走おもろいw
[7:00:10] muun_0703: あ
[7:00:11] 煮アナゴ: ちがうちがうっていいつつかけぬけるのねｗ
[7:00:15] Aizawa_U2: 接敵してるwww
[7:00:16] muun_0703: お
[7:00:17] 白ご飯12: おかえり
[7:00:17] suguraddiction1: おかえりー
[7:00:21] muun_0703: おかえりー
[7:00:21] 380743: おかえりー
[7:00:26] 煮アナゴ: おかえりー
[7:00:28] seiasama: おかえりー
[7:00:55] dokukinoko_lily: おかえり
[7:01:02] Nightbot: 出来事や発言はすべてロールプレイで起こったフィクションです!指示コメ禁止!鳩コメ禁止!他視点の情報も禁止見かけてもスルーお願いします!
[7:01:36] Nightbot: Twitter:https://twitter.com/R6S_guilty
[7:01:46] ぺいえだ: うまーー
[7:01:50] veterues_28: ナイスー
[7:01:54] ureeeei: ureeeei subscribed at Tier 1. 
[7:02:02] 煮アナゴ: ぎゃーｗ
[7:02:05] Okina_xst: ナイスー
[7:02:09] veterues_28: うま
[7:02:12] 薄味さん: 今のふたりやったんか
[7:03:07] 煮アナゴ: お酒とカマンベール嗜みながらみるサバゲはうめぇ
[7:03:28] suguraddiction1: 頭一つ上でしたねw
[7:04:08] 煮アナゴ: うらとりの会長 高所のタコさんですな
[7:04:09] 白_白: wwww
[7:04:10] _そらら_: wwww
[7:04:12] 煮アナゴ: ｗｗｗｗ
[7:04:15] swift_horse2: うまってね？ｗｗ
[7:04:19] もじろー: 地底人
[7:04:23] Okina_xst: 地面に埋まってね？
[7:04:34] 煮アナゴ: 違法ダイビング協会ここではっきした？
[7:04:44] suguraddiction1: 読みすご！？
[7:04:47] もじろー: 地中ダイビングｗｗ
[7:04:49] 煮アナゴ: 地中ダイビング協会ｗ
[7:06:04] 煮アナゴ: 地中ダイビング協会だたｗ
[7:06:12] 薄味さん: wwwwww
[7:06:22] 煮アナゴ: うまいねぇ
[7:06:24] mamoruall: 刃弐うまい
[7:06:24] 380743: レベル高かった〜
[7:06:31] marusei_buttersand: これがアジア１位か
[7:06:31] suguraddiction1: いいものみれた！
[7:06:36] 煮アナゴ: ああああｗ
[7:06:37] tanaka_08: WWWWWWWWW
[7:06:38] 薄味さん: ！？
[7:06:39] mentaiko_yamada: wwwww
[7:06:39] もじろー: ええええｗｗ
[7:06:40] ざじお: え？？
[7:06:40] Okina_xst: めちゃくちゃ上手かった
[7:06:41] yukiyukikon: ww
[7:06:43] seiasama: www
[7:06:43] muru1113: ええええええ
[7:06:44] ozp09: えｗｗｗ
[7:06:46] おーばちゃん: wwwwww
[7:06:46] tanaka_08: わろたWWWWWW
[7:06:49] オカンでも配信見るんや: え？！？！
[7:06:50] Okina_xst: wwwww
[7:06:50] れんこんまん: wwwwww
[7:06:57] tanaka_08: やっぱりタダでは終わらないWWW
[7:07:05] 煮アナゴ: いいなぁｗ
[7:07:07] masktaro: masktaro subscribed at Tier 1. 
[7:07:15] 薄味さん: たのしそう
[7:07:18] 煮アナゴ: あてていくｗ
[7:07:24] 煮アナゴ: ああｗ
[7:07:26] mentaiko_yamada: wwwww
[7:07:27] ざじお: ｗｗｗｗ
[7:07:28] yokiari_: www
[7:07:29] fukutoto: wwwww
[7:07:31] Okina_xst: アタックｗｗ
[7:07:36] オカンでも配信見るんや: wwww
[7:07:51] suguraddiction1: コンビニ…？
[7:07:54] seiasama: www
[7:07:55] tanaka_08: 容赦ないWWW
[7:07:59] Ak2837111: コンビニｗｗ
[7:07:59] もじろー: 流れるようにコンビニ強盗ｗｗ
[7:08:00] Okina_xst: 強盗ｗ
[7:08:04] あまちゃちゃ: www
[7:08:06] オカンでも配信見るんや: おつまみみたいにw
[7:08:11] 煮アナゴ: ｗｗｗ
[7:08:19] yukiyukikon: 流れるようにww
[7:08:23] おるぅくん: ｗｗｗｗ
[7:08:24] sie911: おつまみ強盗ｗ
[7:08:24] suuchaaa: www
[7:08:25] shone310: 無関係を通そうww
[7:08:27] 薄味さん: はっや
[7:08:27] もじろー: カバー求めてきたｗ
[7:08:32] Okina_xst: カバーｗ
[7:08:34] wjgdgdt: 家バレするぞw
[7:08:35] tanaka_08: WWWWWW
[7:08:37] 煮アナゴ: おおおお ちゃんともとゲームセンターっぽい
[7:08:43] yukiyukikon: まさかやるのかww
[7:08:47] れんこんまん: カバーくださいまじか
[7:08:47] ritusuku_rt: また家バレしますよ！w
[7:08:47] kumai_san: 家バレはいいのかｗ
[7:08:52] tanaka_08: まじかWWWWWW
[7:08:52] Okina_xst: マジでやるのかｗ
[7:09:01] yukiyukikon: グレ投げる？
[7:09:11] 煮アナゴ: 警察ひまなんか？ｗ
[7:09:11] l_makky: 名前かえたっけ
[7:09:12] きなこ117: www
[7:09:15] shone310: えっw
[7:09:25] tanaka_08: WWWWWWWWWWWW
[7:09:28] mentaiko_yamada: wwww
[7:09:29] tanaka_08: わろた
[7:09:29] takanakanata84: takanakanata84 subscribed with Prime. 
[7:09:29] suuchaaa: 家バレ待ったナシ
[7:09:34] 煮アナゴ: かいさんｗ
[7:09:35] 薄味さん: なにごと？？？wwww
[7:09:36] yukiyukikon: 警察暇なのかww
[7:09:37] tanaka_08: WWWWWWWWWWWWWWWWWW
[7:09:38] もじろー: 逃げろーｗｗ
[7:09:38] しおらいく: ｗｗｗｗｗｗｗ
[7:09:39] 棚から尻もち: wwwwwwwwwww
[7:09:41] Okina_xst: wwwwww
[7:09:41] オカンでも配信見るんや: とられるーw
[7:09:42] おーばちゃん: wwwww
[7:09:42] あまちゃちゃ: www
[7:09:42] mikasa4696: 終わっとる
[7:09:43] ritusuku_rt: にげるんかいw
[7:09:44] sie911: やばいｗ
[7:09:45] 煮アナゴ: ｗｗｗｗ
[7:09:46] はにかむ王子: wwww
[7:09:47] seiasama: wwwwww
[7:09:47] れんこんまん: wwwwww
[7:09:47] みこくま: www
[7:09:48] tanaka_08: 仕方ないこれはWWWWWW
[7:09:51] はむはむ_: 終わってたｗｗ
[7:09:51] しおらいく: まずすぎｗｗｗｗ
[7:09:52] hyumnkel: ｗｗｗｗｗｗ
[7:09:57] れんこんまん: しゃーないww
[7:09:59] ritusuku_rt: www
[7:09:59] うな重うな抜き: 家バレｗｗｗｗ
[7:10:00] fukutoto: サーマルで見られてるし
[7:10:03] yukiyukikon: 家バレww
[7:10:05] 煮アナゴ: 半ぐれなのにｗｗ
[7:10:06] tanaka_08: 目の敵WWWWWW
[7:10:10] shone310: 家バレしたしww
[7:10:27] tanaka_08: WWWWWW
[7:10:31] suguraddiction1: 撃ち合いの成果×轢殺⚪︎
[7:10:33] tanaka_08: おもすぎやろWWWWWW
[7:10:52] ryo_jun1119: 牛丼？
[7:10:55] 或ト: いま出たらマズくない？w
[7:11:01] ももいさん: さすがに警察は悪か……()
[7:11:08] Okina_xst: まだやってるｗ
[7:11:11] tanaka_08: 講習されてたWWWWWW
[7:11:12] maka2736: いるなぁ
[7:11:14] fukutoto: ダメだw
[7:11:15] けんん1203: まだやってんだよｗｗｗ
[7:11:28] 煮アナゴ: あｗ
[7:11:28] 白_白: www
[7:11:33] yukiyukikon: まぁ普通に大型に何回もいたら警戒されるだろww
[7:11:36] shone310: やばいww
[7:11:40] tanaka_08: WWWWWW
[7:11:42] latch18: あれ
[7:11:42] 煮アナゴ: めっちゃ家の入口みてるｗ
[7:11:46] tukihosi55: さぶろうｗｗｗｗ
[7:11:48] 璃喜: 夕コは怒ってるww
[7:11:53] fukutoto: 所持品検査されそう
[7:11:54] 煮アナゴ: げーせんであそんでますっていってこｗ
[7:11:59] れんこんまん: 気まずいて
[7:12:27] Okina_xst: 気まず
[7:12:28] きなこ117: 口プスタート
[7:12:35] tanaka_08: わろた
[7:12:39] tanaka_08: WWWWWWWWW
[7:12:44] suguraddiction1: …？空気から察するに確認もせずにやったのがまずいって感じかな？
[7:12:47] ろな__: バチバチきたー！！！
[7:12:53] 煮アナゴ: ｗｗｗｗ
[7:12:57] 猫ミントン: タコ圧力すげぇw
[7:12:59] あまちゃちゃ: wwwwww
[7:13:02] suuchaaa: 圧www
[7:13:04] 泣井_サソリ: タコ怖いっす…
[7:13:25] れんこんまん: wwwwww
[7:13:30] ろな__: 激アツ
[7:13:34] suguraddiction1: サバゲの残りですぅ…
[7:13:42] tanaka_08: タコの圧WWWWWW
[7:13:48] はにかむ王子: 共犯つけようとしてるのか
[7:14:03] krop1108: 警察もコスいね
[7:14:04] 煮アナゴ: ゲーセンのおもちゃのじゅうですよ？
[7:14:09] tanaka_08: WWWWWWWWWWWW
[7:14:14] しおらいく: いいねｗｗｗ
[7:14:20] もじろー: 会員制のゲーセンだからね？
[7:14:20] yukiyukikon: もう家バレだわww
[7:14:22] 380743: アジトバレはやすぎるw
[7:14:26] tanaka_08: ピンポン鳴らせるゲーセンもあるか()
[7:14:28] Ak2837111: アジトバレはやすぎるｗ
[7:14:30] 煮アナゴ: かわよｗ
[7:14:36] krop1108: なんででてきた?ww
[7:14:39] fukutoto: アジトはもっと前にバレてるはず
[7:14:40] yamato333kaki: こっちの空気一旦緩いか
[7:14:40] nishlapis: アジトバレRTA
[7:14:41] しおらいく: 知り合いのゲーセンなんでｗｗｗ
[7:14:43] さーそー: 5億払ったもんね
[7:14:44] おもい: 一見さんお断りか
[7:14:49] nino_33327: 警察辞めないとなぁ
[7:14:53] shone310: アジトバレはww
[7:14:54] syaruaorte: 何ならケインオーが家主
[7:14:59] すき焼き御膳: 警察辞めたら入れるか・・
[7:15:00] suguraddiction1: 警察は会員になれません、と…
[7:15:00] おるぅくん: ｗｗｗ
[7:15:01] yamato333kaki: ちゅう？
[7:15:07] あまちゃちゃ: 警察辞めないと無理ですってwww
[7:15:12] 煮アナゴ: ｗｗｗ
[7:15:16] tanaka_08: WWWWWW
[7:15:20] 煮アナゴ: おもろいｗ
[7:15:23] はにかむ王子: 今日の警察なんかなー
[7:15:24] wjgdgdt: www
[7:15:32] 煮アナゴ: ちゅー
[7:15:41] ame_sui_ryu_8150: むちゃあるだろｗ
[7:15:43] はむはむ_: ちゅーちゅー
[7:15:44] 1nooosee0507: 詐欺罪www
[7:15:46] おーばちゃん: 一旦面倒臭いか
[7:15:46] yukiyukikon: 声普通にしてて草
[7:15:49] no85at: しらこいwwwwww
[7:15:53] あまちゃちゃ: 嘘やんw
[7:15:55] 煮アナゴ: タコに口ぷでからまれてるｗｗｗ
[7:15:56] mentaiko_yamada: wwwww
[7:15:59] fukutoto: 詐欺罪w
[7:16:13] あまちゃちゃ: 流石に詐欺罪www
[7:16:17] mentaiko_yamada: ホットドッグうめー
[7:16:21] suguraddiction1: ハウジングのストレス発散か…？
[7:16:23] fukutoto: wwwww
[7:16:23] 煮アナゴ: かわよｗ
[7:16:30] seiasama: www
[7:16:32] yamato333kaki: ちゅう〜
[7:16:33] Okina_xst: www
[7:16:36] あまちゃちゃ: ちゅーちゅーねずみwww
[7:16:38] 泣井_サソリ: ちゅう〜
[7:16:41] 煮アナゴ: さぶろーがしずかだ
[7:16:45] tukihosi55: 宝石店にすむネズミさんｗｗｗ
[7:16:45] ろな__: かわいいな
[7:16:51] あまちゃちゃ: www
[7:17:09] no85at: www
[7:17:09] 1amsat0: 宝石大好きちゅーちゅーさん
[7:17:12] 煮アナゴ: ついさっきつかまったのにｗｗｗ
[7:17:13] yukiyukikon: 警察からはそう言われてるww
[7:17:17] tanaka_08: WWWWWW
[7:17:18] おるぅくん: ｗｗｗｗｗｗ
[7:17:20] かんでら: ｗｗｗｗｗ
[7:17:24] あまちゃちゃ: 宝石店に住むねずみさん
[7:17:25] 煮アナゴ: だめかーｗ
[7:17:25] 380743: これ何の時間だw
[7:17:26] manzi_tarou: www
[7:17:30] tanaka_08: 顔は白いWWWWWW
[7:17:31] swift_horse2: ｗｗｗｗ
[7:17:33] fukutoto: wwwww
[7:17:34] 煮アナゴ: 和解してるｗｗｗ
[7:17:34] yamato333kaki: ﾊｨ
[7:17:36] もじろー: 顔は白いがｗｗｗ
[7:17:37] tukihosi55: 宝石が好きそうな顔だなｗｗｗｗ
[7:17:38] かんでら: ゆるいなぁ
[7:17:38] yukiyukikon: wwww
[7:17:40] Aizawa_U2: 後ろwwwww
[7:17:40] 泣井_サソリ: ハイw
[7:17:43] はむはむ_: もうちょっと？？
[7:17:44] jseedv: あ
[7:17:45] tanaka_08: WWWWWW
[7:17:47] suguraddiction1: がんばりまーす
[7:17:50] はにかむ王子: はい、おわりー
[7:17:51] no85at: wwwwww
[7:17:53] 煮アナゴ: はぐしあってたｗｗｗ
[7:17:56] mentaiko_yamada: www
[7:17:56] かんでら: 仲直りｗ
[7:17:59] おーばちゃん: タコ、、つんよw
[7:18:00] tanaka_08: わろたWWWWWW
[7:18:04] あまちゃちゃ: 仲直りしたんかいwww
[7:18:06] tanaka_08: アーケードに帰るの草WWWWWWWWWWWW
[7:18:09] tukihosi55: 目の前で入るんだよwwww
[7:18:10] fukutoto: あぶなw
[7:18:10] 煮アナゴ: かいちょうｗｗｗｗ
[7:18:11] yamato333kaki: 会長？？？？？
[7:18:12] はむはむ_: 会長？？？
[7:18:13] もじろー: ｗｗｗｗｗ
[7:18:13] mentaiko_yamada: かいちょwww
[7:18:13] 白_白: www
[7:18:13] ame_sui_ryu_8150: 会長w
[7:18:13] muru1113: ｗｗｗｗｗｗ
[7:18:13] manzi_tarou: wwwwwww
[7:18:13] Okina_xst: 会長ｗ
[7:18:16] no85at: アーケードに入るんだよwww
[7:18:17] 煮アナゴ: なんでいつもかいちょうだけｗｗ
[7:18:17] Ak2837111: ｗｗｗｗｗ
[7:18:20] ろな__: 会長ww
[7:18:21] tanaka_08: 何があったんやほんまWWW
[7:18:22] 1nooosee0507: アジトバレたなwwww
[7:18:24] shishamooooon: ゲッ☆ダン
[7:18:24] naco_030_: なんで会長www
[7:18:26] かんでら: ｗｗｗｗｗ
[7:18:28] yukiyukikon: アジトバレたねww
[7:18:30] きなこ117: wwwwww
[7:18:31] ろな__: www
[7:18:31] さーそー: 盛大にアジトバレw
[7:18:43] 煮アナゴ: おしゃれすぎんかｗ
[7:18:44] tanaka_08: いいねぇチル
[7:18:46] mentaiko_yamada: いいわぁ
[7:18:49] 煮アナゴ: ばにｗｗｗ
[7:18:51] tanaka_08: 床に寝るの草WWWWWW
[7:18:55] matcha612: ばにかわいい
[7:18:55] mentaiko_yamada: ばにwww
[7:18:58] no85at: 一気にちるい
[7:18:58] 煮アナゴ: こたつがこいしいｗ
[7:19:02] tanaka_08: やる気ないのかわいいなWWWWWW
[7:19:05] yukiyukikon: ねずみさんww
[7:19:08] sie911: www
[7:19:25] suguraddiction1: あ
[7:19:31] きなこ117: みんなヘリない
[7:19:41] 煮アナゴ: めがろヴぁにあ～
[7:19:49] nino_33327: インパウンドさっきのパレトか
[7:20:04] no85at: パランゴ
[7:20:29] 煮アナゴ: ダウンライトかっこいいよなぁいつみても
[7:20:46] suguraddiction1: 夜に紫は映える〜
[7:20:46] もじろー: 会長喉閉まってる？
[7:20:56] 煮アナゴ: え？ｗ
[7:20:57] おるぅくん: これから何する？
[7:21:00] ろな__: え？
[7:21:05] もじろー: ｗｗｗｗ
[7:21:06] 林花1216: 空き巣もしたやろw
[7:21:08] おーばちゃん: 警官殴り殺してたやんw
[7:21:08] きなこ117: wwwwww
[7:21:09] yamato333kaki: 部活みたいな一日
[7:21:10] ろな__: www
[7:21:12] もじろー: 空き巣はノーカウントｗ
[7:21:18] 煮アナゴ: 会長つかまったらリセットされちゃうのかも
[7:21:19] masa_1234567: 薬物生成は犯罪よ
[7:21:19] ろな__: 空き巣はノーカウントかw
[7:21:21] はにかむ王子: 薬売るのも犯罪よー
[7:21:26] sie911: パレト忘れてるｗ
[7:21:29] こたみん: ボブキャは？
[7:21:41] 煮アナゴ: ｗｗｗｗ
[7:21:43] suguraddiction1: …？会長のアレルギー改善のためにリサセン必要かこれ…？
[7:21:43] 煮アナゴ: へろへろｗｗｗ
[7:21:44] l_makky: たのしかったね
[7:21:44] もじろー: その声で？ｗｗｗ
[7:21:49] matcha612: やる気無くなってるやん
[7:21:49] hasuno0211: 疲れてますやん
[7:21:50] きなこ117: ﾍﾟｼｬﾍﾟｼｬwww
[7:21:55] 林花1216: へにょってまへん？
[7:21:55] yamato333kaki: もう今日は、やるかぁ←？
[7:21:58] かんでら: ﾍﾆｮﾍﾆｮ
[7:22:05] オカンでも配信見るんや: 傭兵あるとモチベ上がるんかなぁ
[7:22:07] 煮アナゴ: 元気につかれたーってｗ
[7:22:07] sie911: ぺしょぺしょやん
[7:22:35] 煮アナゴ: あｗ
[7:22:40] 煮アナゴ: おおお
[7:22:41] かんでら: まったりだ～
[7:22:43] Okina_xst: お
[7:22:44] akashiyki: カロリー高かった
[7:22:45] rinrin120811: おおｗ
[7:22:45] ろな__: おお
[7:22:45] 白_白: お
