[0:00:14] ノンデリ: よおおお
[2:22:43] たくみ0928: なしまおるぞーw
[2:23:13] hisagi_jp: wwwwwwwwww
[2:23:16] 奄美迦楼羅: そこはいいんだよｗ
[2:23:16] ネオちー: えらいなｗ
[2:23:17] compass____: wwwwww
[2:23:18] むつっきー: wwwwww
[2:23:18] つっきー3355: wwwww
[2:23:21] torinosu_rainy: www
[2:23:22] 阿吽呼吸: 草
[2:23:25] だるせーにょ: wwwwww
[2:23:33] tanakeeen: かっこいいぞ高木笑
[2:23:50] torinosu_rainy: あ、パンツだ
[2:24:04] 阿吽呼吸: 黒パンツ
[2:24:06] kemamon_: 高木さいこうだよ
[2:24:32] オロポン123: またややこしくなってる
[2:24:49] tooo818: まためんどいこと起こってるw
[2:24:50] noruwei: ややこしいな
[2:24:56] maharu4u: 打ってはなかったと思うけど
[2:25:01] starrysuburbs: 殴っただけだったよな
[2:25:07] たくみ0928: 歪みでややこいことになってるな
[2:25:09] ABC842: 銃で殴ってたね
[2:25:27] オロポン123: 今日災難やな
[2:25:29] yossy_island23: 嘘つくわけないんだけどなこんな事で
[2:25:36] sirasuzyusu: 操作してないって
[2:25:41] れのだお: さっきの宝石強盗でもあったからな
[2:25:42] sirasuzyusu: いえば？
[2:25:42] monmonmona: いちいちめんどいねん
[2:25:50] jackass0012: ｗｗｗｗｗｗ
[2:25:50] 刺身サーモン: 銃で殴っちゃったからかな
[2:25:50] _るるちゃん: BibleThump
[2:25:50] ぼくでぇす: wwwwww
[2:25:51] だるせーにょ: なんでなんwwww
[2:25:51] hisagi_jp: W
[2:25:52] mitsuya115: wwwwww
[2:25:56] hinakoooo_fn: お、気前いいぞ！
[2:25:57] バイオ太郎: アンブレラは気前がいいなあ
[2:25:57] つっきー3355: wwwww
[2:26:00] むつっきー: wwwwww
[2:26:00] moroheyyear: かの有名なね
[2:26:06] ぼくでぇす: 餡ブレラだしなぁ
[2:26:08] darumaiku: 雰囲気良くなった
[2:26:08] 刺身サーモン: アンブレラの好感度爆上がり
[2:26:14] TYdaaa: そんな金ないだろw
[2:26:16] ネオちー: パンツも見せてもらったしな
[2:26:18] むつっきー: 黒パンツ代
[2:26:19] 奄美迦楼羅: アンブレラ連呼マン
[2:26:23] maharu4u: 高木ナイスだ
[2:26:31] 阿吽呼吸: アンブレラだし定期
[2:26:38] なっせー: 高木かっけぇぞ
[2:26:40] torinosu_rainy: いやひのらんのパンツは無料だぞ
[2:26:45] ぼくでぇす: 餡ブレラだしーw
[2:26:51] バイオ太郎: ｗｗ
[2:26:55] 阿吽呼吸: なんか今日は小さい出来事が誇張されるな
[2:26:59] むつっきー: wwww
[2:27:02] jackass0012: バグだししょうがないｗ
[2:27:05] ABC842: ついてないな
[2:27:12] _るるちゃん: そんな日もあるさ
[2:27:41] sirasuzyusu: 見せつけてきたか
[2:28:04] ネオちー: 博士いると落ち着くなあ
[2:28:13] itijou_: なにわろ
[2:28:16] むつっきー: www
[2:28:20] noruwei: 笑うなw
[2:28:34] hisagi_jp: wwwwwwww
[2:28:38] _るるちゃん: 博士号
[2:28:38] noruwei: 推しで笑う
[2:28:46] バイオ太郎: ｗｗ
[2:28:47] jackass0012: ｗｗｗｗｗｗｗ
[2:28:47] TYdaaa: 博士の痛車
[2:29:00] えるねるなるな: 高木も付けよ
[2:29:03] as_desu: wwww
[2:29:46] hisagi_jp: 大変だな〜 takagi8GG
[2:29:55] maharu4u: 確かにw
[2:30:02] itijou_: 博士はほんとにいい人だ
[2:30:03] TYdaaa: でもまだクラフトしてません
[2:30:11] オロポン123: 2人揃ったらポンコツになるのなんや
[2:30:14] むつっきー: わきさんw
[2:30:55] 奄美迦楼羅: コンビニいくべ
[2:31:15] inuemonn: カレー屋行くか
[2:31:21] 非公式お兄さんフニュー: クラフトするか？
[2:31:43] バイオ太郎: えらい
[2:31:48] inuemonn: 偉すぎ
[2:31:51] sakuto3399: 偉すぎる
[2:31:51] mitsuya115: えら
[2:31:51] つっきー3355: えっら
[2:31:52] ぼくでぇす: えらすぎ
[2:31:52] _るるちゃん: きたきたきた〜
[2:31:53] sakuto3399: さすが
[2:31:57] hinakoooo_fn: 偉すぎ
[2:31:57] tanakeeen: 偉い
[2:32:02] 5keys_707: 成長です
[2:32:03] むつっきー: えらー
[2:32:07] ぼくでぇす: さすが餡ブレラ高木だもんな
[2:32:12] TYdaaa: カービンライフルマーク2ね
[2:32:21] えるねるなるな: さすが餡ブレラ
[2:32:24] 奄美迦楼羅: 無線で報告や
[2:32:30] takataka88888: ホウレンソウしよう笑
[2:32:38] pitalex720: 街ブラはどうなった？
[2:32:54] TYdaaa: 違います
[2:32:54] hideonjetttt: ｗｗｗｗｗｗ
[2:32:56] むつっきー: え
[2:32:59] mitsuya115: 色違うくね？
[2:32:59] つっきー3355: wwww
[2:33:00] n_sena514: 一応何作るか言った方がいいんじゃない？
[2:33:10] sirasuzyusu: 違うのでは？
[2:33:45] ぼくでぇす: wwww
[2:33:48] monmonmona: それ
[2:33:56] itijou_: シゴデキ感をね
[2:33:57] ぼくでぇす: ごめんなさい！クラフトしてました！
[2:34:01] 阿吽呼吸: なろう系
[2:35:02] TYdaaa: １回持ち物車に入れといたらいいんでね？
[2:35:37] TYdaaa: 自分がやることでありがたみとか分かるよな
[2:36:35] バイオ太郎: ｗ
[2:36:38] mitsuya115: カービンの高木
[2:36:40] ぼくでぇす: wwww
[2:36:42] 奄美迦楼羅: 刻印しとくか
[2:36:43] バイオ太郎: 高木MK2
[2:36:46] えるねるなるな: w
[2:36:54] おむだお: カッコつけないのがかっこいいけどなw
[2:36:55] ぼくでぇす: wwwwww
[2:37:03] airplayerx: バカッター
[2:37:05] maharu4u: わろた
[2:37:16] ぼくでぇす: かっこいいというよりかわいくなってるよw
[2:37:18] TYdaaa: 作ったの１個だけなのにやること壮大すぎやろw
[2:37:30] mitsuya115: 今気づいたけど眉毛ないw
[2:37:34] compass____: wwwwww
[2:37:36] はりぷ: www
[2:37:39] 花﨑2: いいね
[2:37:40] darumaiku: ww
[2:37:43] つっきー3355: www
[2:37:46] えるねるなるな: w
[2:37:49] akudamann: karubisDoya
[2:37:50] TYdaaa: 馬鹿だw
[2:37:53] tanakadesukedo: バカッターww
[2:37:54] むつっきー: wwww
[2:38:00] おむだお: それを聞けwww
[2:38:11] りんごりらっぱせり: それいってるのと何が違うんだ？ｗ
[2:38:14] inuemonn: 写真共有じゃない
[2:38:14] しにーぴんく777: あげていいかを聞かないと…wwww
[2:38:15] 非公式お兄さんフニュー: それも聞いた方が
[2:38:20] TYdaaa: 当たり前のようにするならツイートしないだろwwww
[2:38:20] むつっきー: やっぱ二人だとポンコツやwww
[2:38:21] anakin_kenobii: ツイートする前に聞けwww
[2:38:23] nmoko: 捕まらない?
[2:38:25] darumaiku: これはかっこいいぞ
[2:38:28] おむだお: 逮捕されますか？これ
[2:38:31] as_desu: 怒られてくれ
[2:39:00] yukoshaaan: こらこらこら
[2:39:09] jdhsjchd: いいのこれ？
[2:39:24] マタオ2: いいだろ
[2:39:32] オロポン123: 多いな
[2:40:00] TYdaaa: 何作ったらいいか聞けばいいのよ
[2:40:03] tanakadesukedo: 警察に見られて逮捕されそうw
[2:40:19] TYdaaa: w
[2:40:20] むつっきー: www
[2:40:23] varuotiti: スケボー全部もってってるよ
[2:41:26] hisagi_jp: wwwwwwwwww
[2:41:27] maharu4u: 自己中すぎるwwww
[2:41:32] ぼくでぇす: wwwwww
[2:41:46] つゆゆん: みんなと同じ事しよう
[2:41:49] dedededaimaou2007: 後からできるくね？
[2:41:51] 奄美迦楼羅: グダるからな
[2:41:55] むつっきー: こいつ本当にやばいwww
[2:42:06] TYdaaa: 銀行強盗より大型の方が組織のためになるしいつでも出来るって訳じゃないしな
[2:42:11] ぼくでぇす: これが葉っぱかるび
[2:42:11] hideonjetttt: ハングれでもできるかｒな
[2:43:13] つっきー3355: wwww
[2:43:15] compass____: 怒られたwww
[2:43:17] TYdaaa: w
[2:43:19] maharu4u: 結局怒られたww
[2:43:22] むつっきー: だよねww
[2:43:23] jyamchi: 聞いてからだったな笑
[2:43:29] itijou_: ハイ
[2:43:37] だるせーにょ: え？
[2:43:45] 奄美迦楼羅: でも昨日ボスがカービンのがいいって言ってたよ
[2:43:46] rarzuuru: ほんとしょーもないなｗ
[2:43:47] tooo818: 何やっても結局怒られるの腹痛いてwwww
[2:43:48] _るるちゃん: 昨日、カービン言われたからね BibleThump
[2:43:49] りんごりらっぱせり: ホウレンソウ
[2:43:51] mitooooh: シンプルに怒られましたとwwwww
[2:43:52] だるせーにょ: 昨日カービンって言ってなかった？
[2:43:53] maruyamaGonzarez: それはカービンで合ってるよ
[2:44:04] オロポン123: またなんかあったんか?
[2:44:04] ぼくでぇす: ママー BabyRage
[2:44:06] つゆゆん: ボスがカービンって言ってたよ昨日
[2:44:07] itijou_: ww
[2:44:08] ウミサン: まずい
[2:44:08] as_desu: www
[2:44:09] noruwei: wwwww
[2:44:11] hasemit: なんだｗ
[2:44:11] maharu4u: 確定です
[2:44:12] mitsuya115: 泣くわ
[2:44:15] バイオ太郎: takagi812
[2:44:15] むつっきー: wwwwwww
[2:44:15] はりぷ: www
[2:44:17] おむだお: く、くる
[2:44:18] airplayerx: またなんかやっちゃいました？^ ^
[2:44:18] マタオ2: もおーwwwwwww
[2:44:19] hinakoooo_fn: 怒られすぎやなんでやwww
[2:44:23] moroheyyear: 今日何回目の説教だw
[2:44:34] むつっきー: おもろすぎwwwww
[2:44:34] hasemit: あｗ
[2:44:39] TYdaaa: そらそうなるよ
[2:44:39] つっきー3355: あ
[2:44:43] maharu4u: 余計なことしなきゃ良かった…
[2:44:45] ぼくでぇす: wwwwww
[2:44:46] hisagi_jp: wwwwwwwwwwwwww
[2:44:46] magical_ba77: wwww
[2:44:50] つっきー3355: wwww
[2:44:53] mitooooh: ガチ説教です。
[2:44:55] ぼくでぇす: おばかwwww
[2:45:00] tooo818: マジでおもろいwww
[2:45:02] オロポン123: やること全てで怒られるw
[2:45:02] mitooooh: wwwwww
[2:45:03] moroheyyear: wwwwww
[2:45:04] yukoshaaan: ほんと子供ムーブ過ぎやんｗｗｗ
[2:45:10] kami_no_manimoni_version2: ニヤニヤするなw
[2:45:10] noruwei: 全部空回り
[2:45:14] ネオちー: 正解引き続けるなｗ
[2:45:15] gonatann: やらかしたときいて
[2:45:15] オロポン123: www
[2:45:16] ネオちー: ｗｗｗｗｗｗｗｗ
[2:45:16] 奄美迦楼羅: ｗｗｗ
[2:45:19] 刺身サーモン: まじか
[2:45:20] maharu4u: くそわろた
[2:45:20] ぼくでぇす: wwwwwwwwwww
[2:45:22] starrysuburbs: ｗｗｗｗｗｗｗｗｗ
[2:45:23] hisagi_jp: スマホが高性能すぎたかぁ^^
[2:45:23] monmonmona: おもろいｗ
[2:45:23] moroheyyear: まじかwwww
[2:45:24] TYdaaa: wwwwww
[2:45:24] 黒夜叉まる: あぁ〜
[2:45:24] kamabokopi5: 空回りしまくりや
[2:45:25] _るるちゃん: www
[2:45:26] 花﨑2: wwwww
[2:45:26] nano_onigiri: ほんまおもろい
[2:45:26] itijou_: 運悪www
[2:45:28] noruwei: wwwwwwww
[2:45:28] ネオちー: おもろいやんｗ
[2:45:28] つっきー3355: まじかよwww
[2:45:29] アバラボブ: ｗｗｗｗｗｗ
[2:45:30] むつっきー: wwwwwwww
[2:45:33] minonoto: ちゃんと実害出てるｗ
[2:45:36] mitooooh: ここまで餡ブレラメンバーに迷惑しかかけてないwwwwww
[2:45:36] だるせーにょ: 考えなきゃね
[2:45:37] ABC842: 何しても怒られてるなw
[2:45:38] soumen0113: ｸｶ
[2:45:39] オロポン123: わきおでよかったな
[2:45:40] narakunosoko: 裏目裏目www
[2:45:44] つっきー3355: バカッターですww
[2:45:54] darumaiku: ww
[2:45:55] tooo818: wwwwwww
[2:45:56] gem_taro: これは 謝りやな さっきの車はしょうがないけど
[2:45:57] だるせーにょ: wwwwwwww
[2:45:59] mci_foden: www
[2:45:59] kami_no_manimoni_version2: 葉が何回も巻き込まれてるwww
[2:46:00] as_desu: w
[2:46:00] バイオ太郎: あ
[2:46:00] むつっきー: wwwwwwww
[2:46:00] mini_gori: wwwwwww
[2:46:01] ぺきち: 作った努力は皆に認められてるよ
[2:46:01] ぼくでぇす: バカッターの被害者出てるのガチ笑うwww
[2:46:02] hinakoooo_fn: wwwww
[2:46:02] はりぷ: wwww
[2:46:03] maharu4u: くそおもろいわ
[2:46:03] dox404: まじでわきをさんで良かったな
[2:46:04] hisagi_jp: wwwwwwwwwwww
[2:46:04] つっきー3355: wwwww
[2:46:05] たくみ0928: www
[2:46:05] 奄美迦楼羅: いや正直おもろいｗ
[2:46:07] compass____: かわいそすぎる
[2:46:08] 黒夜叉まる: すげーなもう
[2:46:09] karumimaguro: 草
[2:46:09] ムヤサキ: 良かったなw
[2:46:09] ネオちー: 大成功ｗｗｗｗｗｗ
[2:46:10] mitooooh: 他ギャングにも実害でるかもしれんからな
[2:46:11] sakuto3399: 泣きたいwwwwwww
[2:46:14] TYdaaa: マジで1回やること聞こうそうすれば解決なんよw
[2:46:15] 花﨑2: yuz48Yukiohakusyu
[2:46:15] hinakoooo_fn: ガッツポーズも出ます
[2:46:18] umenta1: なんもうまくいきません
[2:46:18] corgi_green: くっそうれしそうwwwww
[2:46:19] anakin_kenobii: いいぞ高木
[2:46:20] noruwei: 小せえ男やでwww
[2:46:23] shika_hr: これが他のギャングだったらやばかったね
[2:46:26] りんごりらっぱせり: ばかったーRP
[2:46:28] 安全安心な暮らし: おもろｗ
[2:46:30] むつっきー: やばいww息できないwwwww
[2:46:33] yossy_island23: おもろいからok
[2:46:38] ぼくでぇす: 葉常に反省してないように見えんだよなwww
[2:46:45] moroheyyear: wwwww
[2:46:50] gem_taro: 今回は悪いなw 車は可哀想だったけど
[2:46:52] _るるちゃん: www
[2:46:57] shika_hr: わかる葉は普通に話してても誤解される話し方してる
[2:47:02] dmgtmpgm: 大体の行動が空回りしてるの笑う
[2:47:16] だるせーにょ: ツイート消した？
[2:47:16] moroheyyear: もうわろけてくるよねw
[2:47:16] maharu4u: 全ての行動が裏目に出てて笑うわ
[2:47:20] TYdaaa: 反省してないだろwww
[2:47:21] sakuto3399: 仲間に相談は絶対だな
[2:47:47] ABC842: 次は大型で起こります
[2:48:01] むつっきー: 義務大型やめろw
[2:48:06] soumen0113: 大型で味方殺すか
[2:48:12] ぺきち: 波乱万丈が似合いすぎてる
[2:48:15] おむだお: 二人一緒だから問題起きるけど二人一緒だから面白い
[2:48:23] tooo818: 俺高木が大型で大活躍したら泣くかもしれん
[2:48:28] sakuto3399: もうツイート控えるかwww
[2:48:40] TYdaaa: 犯罪してるとこTwitterにあげるのなんてちょっと考えたら分かるものじゃないのか？w
[2:48:46] narakunosoko: くっそ〜、この2人から目が離せねーwww
[2:48:57] むつっきー: ツイートした瞬間山田カイキの面影を見た
[2:49:18] 5keys_707: ガンライセンス無いから犯罪ってこと？
[2:50:45] maharu4u: チャルロスつえーな
[2:50:45] バイオ太郎: これありけんやってたのか
[2:50:49] moroheyyear: チャルロスすご
[2:50:50] あめあられさん: ガンライセンスあるなら店で買えるからだと思うよ
[2:50:59] だるせーにょ: チャルロス優秀だな
[2:51:56] sakuto3399: コンシェルジュ？
[2:52:03] むつっきー: wwwww
[2:52:17] _るるちゃん: 銀行強盗どんだけしたいんだよwww
[2:52:17] TYdaaa: 嬉しそうだな葉w
[2:52:18] maharu4u: 初めて聞いたな
[2:52:22] sakuto3399: 新ギャングか
[2:52:41] 奄美迦楼羅: お
[2:52:43] むつっきー: おーーー
[2:52:46] つっきー3355: お
[2:52:47] ネオちー: 葉がｗｗｗ
[2:52:48] hisagi_jp: ラッキー
[2:52:49] itijou_: やったー
[2:52:50] maharu4u: 葉残念
[2:52:54] sakuto3399: 葉wwwwww
[2:52:55] as_desu: よかった
[2:53:12] つっきー3355: wwwww
[2:53:14] as_desu: w
[2:53:16] むつっきー: wwwwwwwwwwww
[2:53:18] だるせーにょ: wwwwww
[2:53:20] 元年: チャルロスはほかギャングからも信頼あるんかい
[2:53:46] TYdaaa: 飛行場って自分で言うてたやん
[2:53:54] ネオちー: 葉元気だせｗ
[2:54:08] maruyamaGonzarez: 車直さな、終わってるよ
[2:54:26] hinakoooo_fn: 葉大型って聞いてから明らかにテンション低いなw
[2:55:03] ぼくでぇす: 葉www
[2:55:30] TYdaaa: ばけもんだろ葉w
[2:55:41] ネオちー: あｒ
[2:55:44] hideonjetttt: ありｋ
[2:55:47] hinakoooo_fn: あr
[2:55:50] ぼくでぇす: ありk
[2:55:53] mitsuya115: wwwwww
[2:55:54] hinakoooo_fn: wwww
[2:56:00] as_desu: w
[2:56:02] hideonjetttt: 墨？
[2:56:02] maharu4u: タトゥー
[2:56:09] ネオちー: ありけんサウナ入ったらしなん？
[2:56:09] hideonjetttt: マジかよｗｗ
[2:56:11] as_desu: え？
[2:56:15] TYdaaa: タトゥー
[2:56:18] だるせーにょ: え？
[2:56:20] はりぷ: e?
[2:56:21] as_desu: まじかww
[2:56:22] オロポン123: え？
[2:56:24] ネオちー: 割といるだろｗ
[2:56:25] むつっきー: え！？
[2:56:29] りんごりらっぱせり: アフロのお前が言うなｗ
[2:56:33] compass____: 解釈不一致
[2:56:43] hisagi_jp: wwwwwwwwwww
[2:56:45] ryu5ei_: すげー
[2:56:46] mitsuya115: wwwwww
[2:56:48] ネオちー: 痛すぎだろｗ
[2:56:50] hinakoooo_fn: wwwwww
[2:56:51] noruwei: おまええぐwww
[2:56:53] むつっきー: wwwwwww
[2:57:15] だるせーにょ: ガチやwww
[2:57:21] 奄美迦楼羅: 一応Vか
[2:57:23] yossy_island23: 瓜田さんみたいに顔面刺青か？
[2:57:29] おむだお: れりあvtuberだから見せれんのじゃね
[2:57:38] だるせーにょ: めっちゃあるwww
[2:57:42] 刺身サーモン: オシャレなタトゥー最近はあるよww
[2:57:42] むつっきー: 結構掘ってんな
[2:57:43] ネオちー: 胸だけ反応デカすぎだろ
[2:57:44] たくみ0928: えっぐ
[2:57:48] つっきー3355: かっこよ
[2:57:51] hideonjetttt: ｗｗｗｗｗｗｗｗｗｗ
[2:57:59] ryu5ei_: www
[2:58:04] 刺身サーモン: 瓜田ww
[2:58:09] 阿吽呼吸: アフロの高木と刺青のれりあ
[2:58:31] noruwei: タトゥーいいよな
[2:58:55] TYdaaa: コンセルジュ
[2:58:59] むつっきー: まーじで最近じゃん
[2:59:22] ケルビの生肉: ちなそこのボス元餡
[2:59:23] りんごりらっぱせり: 準備できてんの？
[2:59:27] itijou_: といれはまずいかも
[2:59:27] じゅんぐら: www
[2:59:27] hideonjetttt: 一応Vだよ？ｗ
[2:59:31] noruwei: クるな
[2:59:33] ぼくでぇす: wwwww
[2:59:34] TYdaaa: 今武器作ってくれてるって褒められたぞ
[2:59:36] tooo818: まあ射程圏内か
[2:59:37] 奄美迦楼羅: もう頭いっぱいやんｗ
[2:59:39] kami_no_manimoni_version2: アリだな
[2:59:39] inuemonn: 気になりすぎだろww
[2:59:41] mitsuya115: 高木、相手はVTuberだぞ……
[2:59:41] shika_hr: トイレはまずいだろ
[2:59:43] darumaiku: 抜くなよ
[2:59:46] maharu4u: タトゥーは今どき珍しくないよ
[2:59:46] ネオちー: どんな感情？
[2:59:50] たくみ0928: きもwww
[2:59:50] compass____: えっちだな
[2:59:55] pilafu0: かっこいいお姉さんやん
[2:59:57] shika_hr: おもろすぎる
[3:00:00] ネオちー: キマッてるじゃん
[3:00:39] TYdaaa: もしかして朝会で倒れそうな女の子と思ってたけどタトゥーバリバリで困惑してるの？
[3:00:42] sakuto3399: ちゃんと目見て話聞いてるwww
[3:00:58] 高木少年兵: 俺女性のタトゥー好きなんだよな
[3:00:59] sirasuzyusu: アーマー半分か
[3:01:00] sakuto3399: 偉すぎる
[3:01:06] mitsuya115: wwwwww
[3:01:06] hisagi_jp: W
[3:01:06] コンリン: www
[3:01:06] inuemonn: wwwww
[3:01:08] むつっきー: wwwwww
[3:01:08] nobuto1106: あ
[3:01:08] 阿吽呼吸: おい
[3:01:08] karumimaguro: わかる
[3:01:10] tony_tgr: w
[3:01:11] しゆ太郎: www
[3:01:11] dox404: wwww
[3:01:11] マタオ2: きしょーww
[3:01:11] TYdaaa: www
[3:01:15] katuiiiiiiiii: WW
[3:01:15] hideonjetttt: ｗｗｗｗｗｗｗｗｗ
[3:01:15] むつっきー: 興奮してるだけかよwwwwww
[3:01:15] ぼくでぇす: wwwww
[3:01:18] ばんぎら: ｗｗｗｗｗ
[3:01:22] bell_dex: ええよな
[3:01:24] sakuto3399: そっちかよw
[3:01:27] バイオ太郎: takagi8Love
[3:01:28] inuemonn: だからトイレなのかよ
[3:01:28] hideonjetttt: 高木ワンちゃんあるぞ！！！
[3:01:33] ぼくでぇす: そっちの動揺w
[3:01:47] hisagi_jp: wwwwwwwwwwwwww
[3:01:49] ぼくでぇす: 貸し切りサウナで見せてもらえ！！
[3:01:53] TYdaaa: きもちわりいw
[3:01:55] mitsuya115: wwwwwwwww
[3:01:57] たくみ0928: きっもw
[3:01:57] つっきー3355: wwww
[3:01:58] ぶたぁー: wwwwwww
[3:01:59] compass____: 告白しろ！
[3:02:00] だるせーにょ: 好きだったwwww
[3:02:00] おむだお: そっちだったんだ
[3:02:01] hideonjetttt: サウナ行くぞ！！
[3:02:05] むつっきー: きもすぎるwwwwww
[3:02:06] inuemonn: キモすぎww
[3:02:10] ryu5ei_: wwwwwちょっとわかる
[3:02:11] yoooooowwwe: 食らってて草
[3:02:17] ゲボカス太郎: エロガキｗ
[3:02:22] ばんぎら: アーマー忘れてるぞ
[3:02:45] オロポン123: いい報告や
[3:02:51] sirasuzyusu: 報告いいぞ
[3:02:55] hideonjetttt: 高木興奮厨
[3:03:01] _るるちゃん: ナイス報告
[3:03:06] コンリン: どんなイメージだった？
[3:03:08] ネオちー: 見えないとこに入ってるのえどいよな
[3:03:08] shika_hr: わかりやさ
[3:03:09] 奄美迦楼羅: 名前なが
[3:03:15] むつっきー: 名前なっが
[3:03:30] 奄美迦楼羅: ズズもアイデンティティ奪われたのか
[3:04:14] ぼくでぇす: wwww
[3:04:17] つっきー3355: www
[3:04:25] ぼくでぇす: ポイポイ捨てるからw
[3:04:26] TYdaaa: ニトロこれからつかえんやんw
[3:04:30] compass____: wwwwwwww
[3:04:37] だるせーにょ: wwwwwww
[3:04:43] バイオ太郎: ｗｗｗ
[3:04:45] as_desu: w
[3:04:46] たくみ0928: www
[3:04:47] ぼくでぇす: wwwwww
[3:04:48] コンリン: www
[3:04:48] むつっきー: wwwwwwwww
[3:04:55] hinakoooo_fn: wwwwwwww
[3:05:05] TYdaaa: いいツッコミやな
[3:05:07] baricondor3: wwwww
[3:05:09] 元年: おもろいなー
[3:05:19] しぇぱ3: ｗｗｗｗｗ
[3:05:28] hideonjetttt: おもろいなー
[3:05:28] itijou_: コント砂
[3:05:30] ぺきち: www
[3:05:31] tony_tgr: www
[3:05:31] つっきー3355: www
[3:05:33] ぼくでぇす: wwww
[3:05:43] starrysuburbs: 話が通じないやばいやつ
[3:06:04] sirasuzyusu: アーマーは？
[3:06:05] jdhsjchd: アーマーとか持ったの？？
[3:06:05] TYdaaa: アーマーないで
[3:06:07] りんごりらっぱせり: 準備できてるのか？ｗ
[3:06:07] maruyamaGonzarez: アーマーもガソリンもないです
[3:06:08] ぶたぁー: アーマー？
[3:06:09] itijou_: アーマー半分でいいの？
[3:06:10] ぼくでぇす: 大型頑張れー
[3:06:14] hinakoooo_fn: アーマー
[3:06:18] dedededaimaou2007: ガソリン少ないぞ
[3:06:33] フリッドです: アーマー
[3:06:41] itijou_: www忘れ物
[3:06:48] りんごりらっぱせり: 余計なもんも持ってますと
[3:07:03] nobuto1106: ガソリン
[3:07:06] hinakoooo_fn: ガソリンも入れとこ
[3:07:07] フリッドです: ガソリンもない
[3:07:14] lelelele4415: 銀行系のアイテムいる？
[3:07:14] hideonjetttt: https://clips.twitch.tv/EvilDifferentBearYouDontSay-g-6vcAMD7V1grNMf
[3:07:16] raim_o: 違法ハックとラップトップ持ってるぞ
[3:07:22] _るるちゃん: ナイス報告！
[3:07:29] hinakoooo_fn: ナイス報告
[3:07:40] maruyamaGonzarez: いい報告だ
[3:07:48] おむだお: 運転うま
[3:08:01] raim_o: ?
[3:08:05] オロポン123: 変わらんことはないやろ
[3:08:19] TYdaaa: 正解！
[3:08:20] shika_hr: 多分比べられるレベルにもういない
[3:08:21] itijou_: 舐めてるやん
[3:08:39] ぼくでぇす: wwww
[3:08:40] 奄美迦楼羅: いいオチすぎる
[3:08:55] ネオちー: 幸運すぎるだろ
[3:09:22] りんごりらっぱせり: 不幸？
[3:09:22] TYdaaa: アンブレラって出てたのもそうだけど写真をツイートするのが1番の問題なんだよなw
[3:09:25] shika_hr: それはそうかも
[3:10:16] TYdaaa: 最強の車がめっちゃ弱くなったな
[3:11:11] itijou_: w
[3:11:19] starrysuburbs: 何言ってる？
[3:11:22] TYdaaa: 誰も理解できなかった
[3:11:28] ぼくでぇす: 流れる音は普通に聞こえるからな
[3:11:29] ネオちー: それはミュートしてくれ
[3:11:31] 奄美迦楼羅: 絶対落ちるなよ
[3:11:40] りんごりらっぱせり: そういう癖ですか？
[3:11:40] shika_hr: ？？？
[3:11:42] as_desu: 消せばいいのにw
[3:11:46] hideonjetttt: これ入れます
[3:11:57] sirasuzyusu: 落ちろぉぉぉ！
[3:11:59] starrysuburbs: トイレ行ってくるとか言っていいんだ
[3:12:06] ぼくでぇす: ジョボジョボジョボジョボ
[3:12:39] はりぷ: 耳をすまそう
[3:12:58] TYdaaa: 大型頑張れー
[3:13:12] ぼくでぇす: 頑張れー
[3:14:02] sirasuzyusu: はしご
[3:14:18] TYdaaa: 下役の人ははしご見ないといけない
[3:14:23] 奄美迦楼羅: 登ってる最中は無防備やぞ
[3:14:30] りんごりらっぱせり: だから登らせないって話では？
[3:14:47] おむだお: 聞いたら教えてくれると
[3:15:46] hideonjetttt: そろそろ落ちる気がする
[3:16:23] TYdaaa: どっちかはずっとはしご見てないと知らんうちに登られて終わりそう
[3:16:41] tooo818: 正直落ちるの期待してる
[3:17:33] mitsuya115: 頑張れ
[3:17:47] りんごりらっぱせり: 何かいつも物もらってないか？ｗ
[3:17:47] バイオ太郎: がんばれー
[3:18:01] むつっきー: がんばれー！
[3:18:09] 奄美迦楼羅: なんか葉が頼もしい
[3:18:44] 奄美迦楼羅: 斜線こわ
[3:19:07] sirasuzyusu: アーマー
[3:19:14] maruyamaGonzarez: 車線終わってないか？
[3:19:14] TYdaaa: えらい
[3:19:21] deeef219: 蜂の巣
[3:19:28] nmoko: 報告
[3:19:31] kamabokopi5: アーマー着てる？
[3:19:43] itijou_: アーマーはがれた
[3:19:44] dedededaimaou2007: 斜線やばいか
[3:20:27] sirasuzyusu: うん
[3:20:54] だるせーにょ: きてるよー
[3:21:23] TYdaaa: 無線〜
[3:21:46] だるせーにょ: はしご
[3:22:07] hasemit: ママをカバーかな
[3:22:08] magictol44: ドアｗｗ
[3:22:09] hideonjetttt: ドアｗｗｗｗ
[3:22:13] えるねるなるな: 車
[3:22:17] itijou_: がんばれー
[3:22:23] TYdaaa: マジで終わってるw
[3:22:27] moroheyyear: 車終わってるｗ
[3:22:32] hideonjetttt: ｗｗｗｗｗｗｗｗ
[3:22:34] バイオ太郎: ｗ
[3:22:34] sirasuzyusu: あれ
[3:22:38] つっきー3355: シートベルトこわい
[3:22:40] shun0628ns: まっすぐだー
[3:22:52] itijou_: うたれてるか
[3:22:53] ネオちー: 無理じゃねｗ
[3:23:08] むつっきー: やばい左見せられないww
[3:23:10] itijou_: wwwwwwwww
