[0:00:10] れれらい: タイトルかわった〜
[6:08:51] 赤見二等兵: もう救えない
[6:08:51] manrikiking: ギャングとしては幼稚すぎる 魂でもそうなんだろうけど本人に自覚がないからやばいw
[6:08:51] Jewel_meat: 何を言ってるんだ？
[6:08:52] co_reich: 嘘っぽｗ
[6:08:52] 如月93: おもろいわぁｗ
[6:08:54] ulsignks: よいしょ？wwwwwwwww
[6:08:55] harikupun: ？
[6:08:55] iytreszhii: こいつ最高
[6:08:55] hinakoooo_fn: 葉が終わってる
[6:08:55] hikaruuuuuuuuu_: もうさw
[6:08:55] ペチペチ教: お前は何を言っているんだ？？ww
[6:08:56] ちゆ亜樹: もう喋らんでくれw
[6:08:56] にーとろる: 何言っとんねんww
[6:08:56] tokunkun: こいつらアホやw
[6:08:57] nonono090: なんなんだこいつはw
[6:08:58] kazu_kt: 小学生なのかwwww
[6:08:59] masgsa1052: 葉凄いなｗ
[6:09:00] mihonooooooo: ごますりはじまったってw
[6:09:02] 比奈那: ちゃんとアホやwww
[6:09:04] uran1403: やめてくれ葉
[6:09:04] だるいぬ: もう頭悪い
[6:09:07] pino0324: ボスのせいにしてる？ｗ
[6:09:07] 狐爪: なしにしてくださいw
[6:09:07] あめあられさん: 葉終わったwwww
[6:09:07] レヴィ99: こいつ高校生？
[6:09:11] 10gara4_aaaa: 言わなくて良いこと言ってるぇ〜
[6:09:16] aaaapplee: あいつらの言ってることわかる
[6:09:20] mini_gori: あ
[6:09:21] periodfn88: あ
[6:09:22] キルバス2: とりあえずこいつらクビにしないと餡ブレラのめんつつぶれる
[6:09:22] 鬼九: ｗｗｗ
[6:09:22] ruin0077: ｗｗｗ
[6:09:22] binzdayo: あ
[6:09:23] hahahaijtkrkdjsnssk: あ
[6:09:24] 赤見二等兵: あ
[6:09:24] jumper5478: www
[6:09:25] hukotyuunowifi: www
[6:09:26] co_reich: うううう
[6:09:26] きゅむぉ: ｗｗｗ
[6:09:27] にーとろる: wwwwwww
[6:09:28] もずくみこみこ: あーあ
[6:09:29] uran1403: ほんとうにやめてくれ
[6:09:29] aadfwe200: www
[6:09:30] soku_w10: www
[6:09:31] peacegg823: 終わったww
[6:09:32] azukinoomochi: BibleThump
[6:09:33] meganeman555: wwwwww
[6:09:33] キルバス2: そうだよな
[6:09:36] mini_gori: ぼしゅううう
[6:09:36] リク21: karubisNnn
[6:09:37] mogurara3: た、かぎ
[6:09:37] 玄米ソードマン: たか、ぎ
[6:09:38] sushiboysomg: ですよねw
[6:09:38] nonono090: w
[6:09:38] hukotyuunowifi: 1番きくやつ
[6:09:40] 赤見二等兵: た、かぎ
[6:09:40] mini_gori: wwwwwwwwwwwwww
[6:09:40] w4t0_: wwwwww
[6:09:42] periodfn88: た、かぎ
[6:09:42] iytreszhii: wwww
[6:09:42] hukotyuunowifi: www
[6:09:43] dappu1234: た、かぎ
[6:09:44] mini_gori: スト6です！
[6:09:44] gussan5532: 高木ｗｗｗｗ
[6:09:44] tou_orangetime: www
[6:09:45] hachiko0000: 高木ww
[6:09:45] atsumori_pop: ｗｗｗ
[6:09:45] mytake1766: スト6です
[6:09:46] Naturedowl8597: 高木はかるび。
[6:09:47] nagiego: スト6w
[6:09:48] ティーセブン: ストシックス
[6:09:51] co_reich: スト６も大事だからなあ・・
[6:09:52] peacegg823: 終わったwwww
[6:09:53] shun0628ns: 高木wwwwwww
[6:09:55] iytreszhii: スト6です！
[6:09:55] nagiego: LOL
[6:09:56] jinseimuri: BibleThump BibleThump
[6:09:56] achan2805: 一番痛いとこｗ
[6:09:56] 梅んでぃー: ストシックスwww
[6:09:59] キルバス2: ぼしゅはちゃんとやったこと評価してくれる人だしね
[6:10:01] 秋野夏樹: 高木w
[6:10:01] wr_dqras: ＷＷＷＷＷＷＷＷＷ
[6:10:02] hukotyuunowifi: 正論パンチ
[6:10:04] atsumori_pop: 高木のRPいっちゃんおもろいｗｗｗ
[6:10:07] 10gara4_aaaa: 格闘の勉強楽しいぇ〜
[6:10:08] もーーさん: そこじゃねーだろwwwwwww
[6:10:09] mikenyan089: ささてぃっくのクリップ見たいな
[6:10:10] nonono090: かるぎ
[6:10:10] iytreszhii: もうそこがダメ
[6:10:13] harikupun: くちごたえw
[6:10:16] 狐爪: www
[6:10:20] ちゆ亜樹: そこで比べるなww
[6:10:20] 10gara4_aaaa: wwww
[6:10:23] 職人: 目くそ鼻くそwww
[6:10:23] pHamoon: LUL
[6:10:25] ノーシュ: 足した状態が今やろｗｗｗ
[6:10:26] key_1129caster: この二人はいいコンビかもしれないえw
[6:10:26] ティーセブン: ｗｗｗｗｗｗｗｗｗ
[6:10:27] ryu_ki25: そんなことどうでもいいんだよwww
[6:10:28] jonkonisi: そこじゃないw
[6:10:29] mini_gori: どんぐりだろ
[6:10:33] kentadoghouse: 反論してるのがすげえよ…ｗ
[6:10:33] 海老フライマシンガン: こいつらw
[6:10:33] ペチペチ教: wwwwwwww
[6:10:34] 如月93: おもろいわぁ
[6:10:35] hachiko0000: どんぐりの背比べw
[6:10:35] もずくみこみこ: どんぐりの背比べなんよwww
[6:10:37] iytreszhii: もうおもれえからいいやなあ
[6:10:37] co_reich: 葉くんもう許された気持ちになってるｗ
[6:10:38] azukinoomochi: うれしそｗ
[6:10:39] jm3236: まじでおもろいwww
[6:10:40] kakerun00: えぇ
[6:10:41] sushiboysomg: 逆に2人いてよかったな
[6:10:42] manrikiking: 高木ってかるびと淀川てるみの悪いとこ足した感じなのが痛い
[6:10:42] Kaminagi_TKP: おっとっと
[6:10:42] nonono090: おおおおおお
[6:10:43] もずくみこみこ: おっとっとwww
[6:10:43] hukotyuunowifi: きた
[6:10:43] atsumori_pop: 火種製造機だえｗｗｗｗ
[6:10:45] Naturedowl8597: 事実スト６は大事な用事だしな
[6:10:45] koutyaka0712: 本気でバカなんだなw
[6:10:47] ちゆ亜樹: こえーーー
[6:10:49] ペにやん0901: こわっ
[6:10:49] iytreszhii: おもろいわこいつら
[6:10:49] 鬼九: ｗｗｗ
[6:10:50] もにもんさん: ヤバいってｗｗｗｗｗ
[6:10:50] soku_w10: wwwwww
[6:10:51] jm3236: 紹介ですww
[6:10:51] ittantan_: www
[6:10:52] RAMU002: これはまずいぞ～
[6:10:53] tokunkun: まずくないかw
[6:10:55] hachiko0000: ヴァンさんにも怒られそうw
[6:10:55] たろをまんじ: 葉の発言の方が怖いえー
[6:10:56] だーすだよ: まずいえ
[6:10:58] bank4268: やばいwwww
[6:10:58] ryu_ki25: 怖い怖い
[6:10:58] とんこつ1052: やばいｗｗｗ
[6:10:59] リク21: この二人が高校生みたいな舎弟で、今までが大人過ぎたなメンバー
[6:11:00] hiyokomanjuuuuu: インが低いなら起きてきたときにやることやればいいんだけどな
[6:11:01] もずくみこみこ: おもろい展開になってきたwww
[6:11:02] みみまい: こわいこわいｗｗｗ
[6:11:02] ももん縁魅華: やばすぎる widow6Bikkuri widow6Bikkuri widow6Bikkuri
[6:11:02] キルバス2: 餡ブレラのたんこぶだえ
[6:11:03] hukotyuunowifi: エンタメきたー
[6:11:03] key_1129caster: さあどんな失礼を働くか楽しみだw
[6:11:03] shun0628ns: 本気でやばい
[6:11:06] Naturedowl8597: 話すこと決めてるのか？www
[6:11:07] 10gara4_aaaa: 無自覚なの怖いぇ
[6:11:07] しゅららぼん03: 怖いってwww
[6:11:08] co_reich: 面白いなー
[6:11:10] kamura0109: ある意味まずいか
[6:11:11] しゅららぼん03: やばいwww
[6:11:13] 豚さんベイブ: 引き金軽い人来るのかw
[6:11:16] ゆかな: www
[6:11:16] mini_gori: きたあああああああああ
[6:11:16] リク21: ｗｗ
[6:11:17] ペにやん0901: Wwww
[6:11:17] sushiboysomg: これはまずい
[6:11:17] periodfn88: あ
[6:11:18] 10gara4_aaaa: wwwwww
[6:11:19] jumper5478: www
[6:11:19] hokuyu: やばいやばいw
[6:11:19] achan2805: 沈められそうｗ
[6:11:20] haru524288: まっずい
[6:11:22] hachiko0000: wwwwww
[6:11:22] たろをまんじ: こわww
[6:11:22] Jewel_meat: 本気の圧がくる
[6:11:23] ぷまいずねこ: wwww
[6:11:23] masgsa1052: これ詰められるなｗ
[6:11:23] もずくみこみこ: あーあ
[6:11:23] ichisanniiroku: 生ヴァンさんアザス。
[6:11:24] mutuki70: こわいえこわいえ
[6:11:25] Naturedowl8597: 親の仕事に迷惑掛けた子どもの説教だえ。
[6:11:25] soku_w10: めっちゃ楽しみすぎる
[6:11:27] 葉加瀬太郎にはかせたろう: お仕置やったあ
[6:11:28] tututu35: ボスのボスが
[6:11:30] hachiko0000: ヴァンさんはこわいえ
[6:11:31] hukotyuunowifi: ボスがどれだけ優しいか
[6:11:32] ｾﾀﾒﾝ: ーっばいｗ
[6:11:32] キルバス2: ヤバイってヤバイって
[6:11:32] 梅んでぃー: wwwwwwwww
[6:11:35] 鬼九: おもしろくなったぁｗ
[6:11:35] 狐爪: いやー楽しみ
[6:11:36] azu_tokyo: くるよー
[6:11:38] mini_gori: ヴァンさん楽しみいいい
[6:11:38] キアトン: ｗｗｗｗｗｗｗｗ
[6:11:40] ukkokei3: 見てて緊張する
[6:11:40] ミりン: こわいw
[6:11:41] naminamiheey: その必要モードはまずい...
[6:11:42] Naturedowl8597: 聞き耳立ててぇ〜
[6:11:42] レプリカー: 受け答えのチョイスｗ
[6:11:42] 豚さんベイブ: 眠いのに寝れないぜw
[6:11:43] みみまい: 楽しみといってたｗｗｗ
[6:11:47] manrikiking: チャル昨日喋ってたじゃん 仲良しレベルw
[6:11:47] リク21: karubisLllllllllllll なぜか他のギャングのボスに説教されるのか
[6:11:47] hachiko0000: 楽しみってwww
[6:11:49] 狐爪: ん？
[6:11:50] kona_cheese: 面白すぎる
[6:11:50] yuutomaki04: これヴァンさんが大変だえ〜.
[6:11:51] 89鯨: 本物くるのワロタ
[6:11:51] shun0628ns: なんで子2人は嬉しそうなん
[6:11:53] knty_jp: 周りが1番緊張しとるｗ
[6:11:54] ゆうげり: ありがとうございますじゃないんだよww
[6:11:55] nonono090: おもしろくなってきたえ
[6:11:58] sushiboysomg: 合同の時とかならもっとスムーズだったのにw
[6:12:03] Naturedowl8597: じっさいおもろい
[6:12:11] 10gara4_aaaa: 社会経験の差がでてるぇ〜
[6:12:13] periodfn88: w
[6:12:13] もずくみこみこ: ヴァンさんゲラだからシリアス徹底して欲しいえw
[6:12:14] ノーシュ: チャルロスが相対的にとてつもなく株上がってるえｗ
[6:12:18] blau_lira: 同期いなくなる可能性あって草
[6:12:30] 狐爪: LUL LUL LUL
[6:12:32] iytreszhii: 見てる側はおもろいよw
[6:12:35] ittantan_: こりてねーなw
[6:12:38] hachiko0000: 緊張感がないのやばいてw
[6:12:38] もずくみこみこ: やばいえwww
[6:12:38] みみまい: あかんｗｗｗ
[6:12:39] k0h4ku18: 怖いもの知らずすぎw
[6:12:39] hukotyuunowifi: 1番あかんw
[6:12:43] 野苺: こいつらwwwww
[6:12:45] ichisanniiroku: 高木と葉の好奇心が羨ましいぜ！ｗｗｗ
[6:12:45] Naturedowl8597: まさかの話題用意しておらず？www
[6:12:46] ruin0077: まだわかってないｗ
[6:12:47] haru524288: 胃が痛い
[6:12:47] 玄米ソードマン: チャルロス、ヴァンさんとの関わりあるっけ？
[6:12:48] 秋野夏樹: こいつらわかってないだろw
[6:12:51] sushiboysomg: 俺らの何がダメなんすか？w
[6:12:52] hachiko0000: メンタルえぐいw
[6:12:52] Kaminagi_TKP: ガチャの飯と水は回復量低くなったんだっけ
[6:12:53] kentadoghouse: 来ていただけるのに、何話そう〜ってまだ軽いの、やばいｗ
[6:12:53] masgsa1052: 多分終わったえ
[6:12:56] リク21: ヴァンさんシリアス屋さんになってるな
[6:12:57] ティーセブン: チャルは昨日ヴァンさんと話した
[6:12:57] hiyokomanjuuuuu: そもそも外で出迎えない時点でだよ。怖い
[6:12:57] nonono090: チャルロスもう重鎮の風格あるえ
[6:12:57] レヴィ99: 怖いよチャルロス
[6:12:58] あめあられさん: 1回会ったね
[6:12:58] 葉加瀬太郎にはかせたろう: あるよ
[6:12:59] manrikiking: アラサーの安定感と１０代の差よね
[6:12:59] kazu040517: 終わった
[6:12:59] Sean_kmsky: 観測者は楽しいえｗｗｗｗ
[6:13:03] みみまい: まぁ一回抗争になるのもｗｗｗ
[6:13:03] holy_shine: こっちの胃が痛いわ
[6:13:03] naminamiheey: このRP心臓に悪いw
[6:13:05] key_1129caster: 同期としてサポートするえ
[6:13:06] もずくみこみこ: わかってないのがいちばん怖いえw
[6:13:07] Jewel_meat: ヴァンさんなら諭してくれると思うけどなー
[6:13:09] tokunkun: 大丈夫ばないえ
[6:13:09] るーさー39: なんかもう怖いえぇ
[6:13:09] toritani_paak: このまま変わらないで欲しい気持ちもあるえ
[6:13:10] abyss_555: それは無理だろうなww
[6:13:11] shun0628ns: チャルくん大変やね
[6:13:12] RAMU002: 先生一人じゃ足りないから別のクラスの先生も来ちゃった
[6:13:15] hokuyu: 観測者からしたらすげー面白い
[6:13:15] アゴボス: 寝れないｗ
[6:13:15] ペチペチ教: 天竜人が一番常識人なのまじで面白いww
[6:13:17] iytreszhii: 見る側はさいこうよ
[6:13:19] ノーシュ: crosshand
[6:13:21] バカ息子: この2人のことをあんま見てないからなんとも言えないけど、この場面だけ見るとギャング向いてなさそうに見えるな
[6:13:24] Kaminagi_TKP: Crosshand
[6:13:25] キルバス2: もうこいつら本当にギャングむいてないこんなことしたら普通潰されるからな
[6:13:29] yuutomaki04: ボスのボス
[6:13:34] Naturedowl8597: 良く考えたら高木はRustでかるびと一緒に保護観察されてたなwww
[6:13:42] takaya55: まあただの世間知らずやねw
[6:13:53] マンモスいちご: おもろすぎる
[6:14:00] Sean_kmsky: スペースなしで
[6:14:27] hukotyuunowifi: 自動的にチャルロスの株が上がるシステム
[6:14:31] もずくみこみこ: ドキドキだえ～w
[6:14:31] atsumori_pop: 番田・・・？？？？？？？？？
[6:14:33] ろいどです: ヴァンダさん
[6:14:35] nonono090: そうだったえ
[6:14:36] だいこん食え: ここで踊り出したらキレられるんやろなぁ
[6:14:40] hachiko0000: ヴァンさんねw
[6:14:41] fcb10note: ボスを尊重してない事になっちゃいそう！
[6:14:42] dyism27: やらかしたえ
[6:14:43] soku_w10: www
[6:14:46] 狐爪: wwww
[6:14:48] gaaahyu: 番田さん？
[6:14:50] Jewel_meat: www
[6:14:52] o5_oma: wwwww過去の記憶が
[6:14:53] リク21: ヴァンダさん呼ぶ良いと思う
[6:14:53] co_reich: 敬語の練習えらいｗ
[6:14:54] yuutomaki04: ヴァンヴァン
[6:14:57] kentadoghouse: 発音がヴァだったからセーフだえ多分
[6:14:58] tututu35: こわすぎw
[6:14:59] soku_w10: あ、死んだなw
[6:14:59] リク21: 呼び
[6:14:59] hukotyuunowifi: 悪いなぁボスw
[6:15:02] mini_gori: 楽しみすぎるwwwwwww
[6:15:03] 10gara4_aaaa: 舐めてるなぁw
[6:15:03] ちゆ亜樹: これ、死んだな
[6:15:03] ミりン: こわw
[6:15:05] 葉加瀬太郎にはかせたろう: お仕置してくれ
[6:15:06] marian36: 名前けすか
[6:15:07] haru524288: 終わった
[6:15:07] ノーシュ: ヴァンさんの包容力を信じろｗ
[6:15:09] ahogakiyanke: wwww
[6:15:09] iytreszhii: おもれえまじ
[6:15:09] nonono090: 道の真ん中でガソリンいれてたえ
[6:15:09] dyism27: 大目玉くらってほしいwww
[6:15:12] みみまい: こわーーいｗｗ
[6:15:12] Jewel_meat: 終わったw
[6:15:13] iytreszhii: すきよ
[6:15:13] takamichihiro: www
[6:15:15] kazu_kt: ヴァンさん？ま？？www
[6:15:17] 013574_: 無敵すぎん…
[6:15:17] manrikiking: 終わってる
[6:15:17] key_1129caster: いきなり略称w
[6:15:19] ぷまいずねこ: wwww
[6:15:20] もにもんさん: もはやバケモンだえ・・・
[6:15:25] hachiko0000: 葉くんは会ったえ
[6:15:25] だーすだよ: 一旦死んだか
[6:15:26] ペチペチ教: 不服かね
[6:15:26] shun0628ns: ちょっとやばいな〜
[6:15:27] リク21: ダーマさん派かえ
[6:15:28] Naturedowl8597: これが若さか
[6:15:29] naminamiheey: 頼むヴァンさん
[6:15:30] るーちょ: 否が応でも好感度が自動的に上がるという意味ではいい同期なのかもしれない、、、
[6:15:32] もずくみこみこ: 圧がすごいえw
[6:15:33] atsumori_pop: ハンバーガーさんの半チャーハンさんのヴァンダーマーさんやね
[6:15:36] jonkonisi: 山田カイキの時いたやん
[6:15:37] Naturedowl8597: 若いって羨ましいな
[6:15:42] key_1129caster: もはや反省しなくていいえw
[6:15:44] 梅んでぃー: 名前間違えるとヤルwww
[6:15:52] ゆうげり: もう肝が据わっているのか馬鹿なのかわからん
[6:15:52] anyanyanjp1: ワクワクしかせんww
[6:15:53] hachiko0000: 若さゆえのw
[6:16:06] リク21: シリアス屋さん
[6:16:06] yuutomaki04: ヴァンさんが一番大変な役割だえ〜w
[6:16:06] もずくみこみこ: かっこいい登場だえ
[6:16:07] ティーセブン: なんか舎弟もつれてきた
[6:16:10] Kaminagi_TKP: あの歩き方はｗ
[6:16:17] hukotyuunowifi: www
[6:16:20] taisyou98: あーやばいやばいｗｗｗ
[6:16:22] ただのぶいすぽ好き: www
[6:16:23] ノーシュ: ヴァンさん喉広げてほしいえ
[6:16:29] iytreszhii: 一番やばい人いない？
[6:16:29] dyism27: もう怖いwww
[6:16:36] fcb10note: がんばれ
[6:16:37] ただのぶいすぽ好き: もう怖いwww
[6:16:39] ミりン: 怖いw
[6:16:41] takuchan12: ラルフ？
[6:16:41] nick__ski: ガチなの来たｗ
[6:16:44] 10gara4_aaaa: 他の圧の方もおるな
[6:16:49] 玄米ソードマン: 脱いでねw
[6:16:50] manrikiking: 何でラルがおるんw
[6:16:52] リク21: どう出る
[6:16:54] soku_w10: 麻林さんおるてw
[6:16:58] nonono090: RPってわかっててもゾクゾクするわ
[6:17:00] oyakata173: ホンモノもきちゃった
[6:17:00] Pal32: 意味わからんｗ
[6:17:01] mini_gori: wwwwwww
[6:17:03] Sean_kmsky: この２人は怖い。。。
[6:17:11] Jewel_meat: ラルさんとかこっわ
[6:17:13] ノーシュ: ｗｗｗｗｗｗ
[6:17:14] meganeman555: ありがとうございます…！
[6:17:15] 鬼九: こっわｗｗｗ
[6:17:16] twmonitor: wwwwwwwwww
[6:17:17] tennkoh: こわいwww
[6:17:17] nonono090: w
[6:17:17] soku_w10: ちかくにきたw
[6:17:18] きゅむぉ: ｗｗｗｗｗ
[6:17:19] yuutomaki04: wwwwww
[6:17:19] nick__ski: wwww
[6:17:19] manrikiking: ラル来たw
[6:17:20] らいらい33: こわいこわいｗｗ
[6:17:23] 桜花8728: ガチモンおるて
[6:17:23] kakerun00: こいわこわい
[6:17:23] ミりン: こわwww
[6:17:24] dondorondoteto: こわいｗｗ
[6:17:25] dyism27: これヴァンさんもむずいなw
[6:17:25] たろをまんじ: ラル兄
[6:17:27] key_1129caster: なんでラルさんw
[6:17:27] キルバス2: 嘘ばっかただ単に抗争したかっただけなんやろ嘘つくとヤバイでヴァンさん相手に
[6:17:27] naminamiheey: ラルなんでおる?
[6:17:27] mini_gori: ものほん来たってw
[6:17:28] 10gara4_aaaa: 麻林さんの圧w
[6:17:28] bank4268: こっわwww
[6:17:31] yuutomaki04: 1番のギャングだえ〜w
[6:17:31] iytreszhii: 本物来たwwww
[6:17:32] もにもんさん: ヤバいおまけ付いてきたえ・・・
[6:17:34] ゆうげり: ラルさんmozuに入ったのか
[6:17:34] ukkokei3: え？
[6:17:34] weygw_: ラルさん
[6:17:35] 88tomy88: ものほんの圧w
[6:17:36] Naturedowl8597: ラルさんは別に白だよ
[6:17:37] nonono090: わきおに圧w
[6:17:37] co_reich: こんな無茶振りされるヴァンさん達が可哀想だよｗ
[6:17:37] ノーシュ: ラルさん二人を殺してくれないかなｗｗｗ
[6:17:38] periodfn88: は？
[6:17:40] soku_w10: w
[6:17:42] kakerun00: こっちくるの怖い
[6:17:42] 鬼九: ラルはやばいｗ
[6:17:45] ただのぶいすぽ好き: www
[6:17:45] azukinoomochi: ｗｗ
[6:17:45] manrikiking: 3時からオモロいのやばいってw 寝たいってw
[6:17:45] Sean_kmsky: やばｗｗｗ
[6:17:45] ahogakiyanke: wwww
[6:17:47] hukotyuunowifi: うぁー
[6:17:47] もずくみこみこ: うわぁ若いってすごいなwww
[6:17:48] mabochi3: まっずいなあ
[6:17:48] にーとろる: 魂もギャングなひときた
[6:17:53] bank4268: wwwww
[6:17:53] shun0628ns: wwwwwww
[6:17:55] hachiko0000: 声の低さ判定wwww
[6:17:55] 88tomy88: 何か渡してる？w
[6:18:04] hiyokomanjuuuuu: もう射殺してくれんかな
[6:18:04] nagiego: ラルさん夢の中と同じ場所にタトゥー入ってんのガチ怖いw
[6:18:05] ryu_ki25: ラルさんwww
[6:18:05] Kirishisu: 声でボスが決まるってマジ？
[6:18:06] wateken1: うわーってｗｗｗｗｗ
[6:18:07] ryoichi_m: 一旦終わったかw
[6:18:07] 野苺: 失礼だなぁwwww
[6:18:09] Naturedowl8597: 若いからこそ声の低さに憧れるよな
[6:18:11] 面内: ラルさん怖いよー笑
[6:18:12] soku_w10: 低音バトル始まるか？
[6:18:12] jonkonisi: バカw
[6:18:14] 思春期の熊: これ笑ってはいけない始まってる？
[6:18:16] weygw_: 興味が失礼すぎる
[6:18:19] hukotyuunowifi: www
[6:18:19] もずくみこみこ: 同じこと言われとるwww
[6:18:19] Xirilla_: 面白すぎるｗ
[6:18:19] kazu_kt: 面白すぎるwwww
[6:18:21] iytreszhii: その通りや
[6:18:25] yuutomaki04: 品定めしてるのよねw
[6:18:27] ryu_ki25: www
[6:18:31] マンモスいちご: そうっすよね
[6:18:36] dyism27: wwwww
[6:18:37] hallo_aibegyou: w
[6:18:37] 88tomy88: www
[6:18:39] shun0628ns: 面白いなー
[6:18:42] hachiko0000: wwwww
[6:18:45] 鬼九: おもろすぎるｗ
[6:18:46] periodfn88: ！？
[6:18:48] hukotyuunowifi: こえぇw
[6:18:53] hiyokomanjuuuuu: 本物のバカw
[6:18:54] jinseimuri: ヴァンさんも大変だなこれw
[6:18:54] hachiko0000: こわいこわいw
[6:18:58] co_reich: 嬉しいですなんだ
[6:18:59] Kaminagi_TKP: ラルさんｗｗｗｗｗ
[6:19:04] iytreszhii: 言葉選びおもろいんよなあ
[6:19:05] nonono090: こえーよw
[6:19:05] yuutomaki04: 葉は口が回るえ〜
[6:19:18] dyism27: ヴァンさん圧の道筋探してないか？w
[6:19:19] hukotyuunowifi: ヴァンさんも大変やなw
[6:19:19] ryu_ki25: ラルさんwww
[6:19:20] もずくみこみこ: ボスのボスだえ
[6:19:27] hukotyuunowifi: バラされるんだw
[6:19:32] soku_w10: ラルさんwww
[6:19:35] ミりン: ww
[6:19:37] Pal32: ｗ
[6:19:38] 鬼九: ｗｗｗ
[6:19:55] 桜花8728: どういうことやねんｗ
[6:19:55] soku_w10: www
[6:19:55] きゅむぉ: えぐｗ
[6:19:56] Xirilla_: ｗｗｗ
[6:19:59] mabochi3: ｗｗｗｗｗｗ
[6:20:00] nonono090: ボスの話遮るw
[6:20:01] iytreszhii: www
[6:20:02] Jewel_meat: www
[6:20:04] もずくみこみこ: 怖いえー
[6:20:04] Kirishisu: ラルｗｗｗ
[6:20:06] hachiko0000: やばいですwwww
[6:20:06] ichisanniiroku: となりのスキンヘッドやべぇｗｗｗ
[6:20:06] NiteFthr00: www
[6:20:06] iytreszhii: おもれえまじ
[6:20:11] Jewel_meat: ラルさんw
[6:20:12] mabochi3: 自由すぎるｗｗｗｗ
[6:20:12] bank4268: ラルさんwwww
[6:20:17] hukotyuunowifi: そうだよねぇ
[6:20:20] masgsa1052: 悔しがってるｗ
[6:20:20] ゆうげり: もうすでにやばいです
[6:20:21] mini_gori: くそぉwwwwwww
[6:20:21] co_reich: ｗｗｗｗｗｗ
[6:20:22] meganeman555: くそぉ…
[6:20:23] dyism27: くそぉwwwwww
[6:20:23] ミりン: wwww
[6:20:24] hiyokomanjuuuuu: もうクビだぇ
[6:20:25] もずくみこみこ: くそーってwww
[6:20:25] wateken1: ｗｗｗ
[6:20:26] リク21: くそぉ・・・
[6:20:26] ryu_ki25: くそwww
[6:20:29] hukotyuunowifi: 簡潔で分かりやすいw
[6:20:29] t4kc56f: ラルさんずるいわw
[6:20:29] hachiko0000: くそぁwwwww
[6:20:30] Jewel_meat: wwwwwwww
[6:20:31] wateken1: おもろすぎだろｗｗ
[6:20:33] atsumori_pop: 火種製造機ｗｗｗｗ
[6:20:35] manrikiking: ラルフの笑ってはいけない始まってるw
[6:20:35] nonono090: こいつらやばいえw
[6:20:37] evi_kani: こいつらホントやばいえ…www
[6:20:37] 1nooosee0507: クビで
[6:20:38] nick__ski: 葉ｗ
[6:20:41] 梅んでぃー: ナダルを感じるwww
[6:20:41] mini_gori: wwwwwwwwwwwwww
[6:20:41] もぶおぢちゃん: www
[6:20:41] weygw_: やばい
[6:20:42] ペチペチ教: wwww
[6:20:42] mutuki70: ｗｗｗｗｗｗｗ
[6:20:42] 88tomy88: なんなんやw
[6:20:42] Sean_kmsky: 他人事。。。ｗｗｗｗ
[6:20:43] RAMU002: 葉ｗｗ
[6:20:43] きゅむぉ: ｗｗｗｗｗｗ
[6:20:43] tennkoh: wwww
[6:20:45] mabochi3: あいつしんだわ
[6:20:45] 10gara4_aaaa: 言葉さぁ〜www
[6:20:46] リク21: なめてる 出ました
[6:20:46] ミりン: 発言がやばいw
[6:20:47] ryu_ki25: ガチwww
[6:20:48] aoyanx: もう沈められろ
[6:20:51] キアトン: やばすぎるｗｗｗｗｗｗｗｗ
[6:20:51] ろいどです: こわいえｗ
[6:20:52] bank4268: wwwwwww
[6:20:55] jonkonisi: コイツ終わってる
[6:20:58] dyism27: こわすぎるえww
[6:20:59] ruin0077: やっぱりわかってないえｗ
[6:21:01] ミりン: 先生やんw
[6:21:03] sushiboysomg: コントw
[6:21:06] yuutomaki04: やっぱ同じこと言われてるえ〜w
[6:21:08] ichisanniiroku: ヴァンさんかっけぇ…ｗ
[6:21:09] hukotyuunowifi: ごもっともw
[6:21:10] mini_gori: かっけぇ
[6:21:10] girotin89: 死んだな
[6:21:13] 鬼九: きたぞｗ
[6:21:17] nonono090: わきおに圧
[6:21:18] meganeman555: wwwwww
[6:21:19] 013574_: 考え方が白市民寄りでは
[6:21:20] Kaminagi_TKP: 笑わせに来てるｗ
[6:21:25] 鬼九: ｗｗｗｗｗ
[6:21:27] Jewel_meat: wwwwwwww
[6:21:27] atsumori_pop: ラルさんも楽しんでるなあｗｗ
[6:21:29] hukotyuunowifi: なんで他のボスが説教しないといけないんだw
[6:21:29] 88tomy88: ラルさん暇そうw
[6:21:30] nick__ski: 笑ってはいけないｗ
[6:21:30] bank4268: wwwwww
[6:21:32] アゴボス: ラルさんｗ
[6:21:32] hiyokomanjuuuuu: 今？
[6:21:33] evi_kani: 先生に怒られてる子どもすぎるえw
[6:21:34] yuutomaki04: ラルさんずるいってww
[6:21:35] Jewel_meat: 笑ってはいけないラルさん
[6:21:36] もずくみこみこ: ラルさんじっとしてて笑っちゃうwww
[6:21:36] dyism27: 都度w
[6:21:37] ゆうげり: モンちゃんも来てくれないかな
[6:21:37] meganeman555: わからされます
[6:21:38] ろいどです: ｗｗｗｗｗ
[6:21:40] manrikiking: ラルフさんに
[6:21:40] 鬼九: ガンギマやｗ
[6:21:47] t4kc56f: ラルさん関係ないから暇だよなぁw
[6:21:47] ミりン: 都度分からせられるw
[6:21:48] キアトン: めっちゃ多動やんｗｗｗ
[6:21:48] manrikiking: あの2人撃ってもらおうw
[6:21:48] mini_gori: 葉wwwwwww
[6:21:49] ukkokei3: ラルさんはいい人
[6:21:49] jonkonisi: 心にも無いこと
