[0:00:18] Muuwannn: wow
[5:12:27] kikkermaja56: พน ช้อมจริงพี่รอช้อมจริงดีกวาา
[5:12:30] jr_juniorrr: @4rmie 55555อยู่ดีๆเจอคำนี้ก็ฮา
[5:12:33] 42OOG_: เย้ดดดดดด
[5:12:39] gau555: พักซ้อมพี่
[5:12:41] sajokdd22: เอาว้ะ
[5:12:41] nannnniiiiiiii: แผนต่างจากที่ซ้อม
[5:12:41] MONARCH447: @mos310840 ผิดนัดมา1วันละ เสียหน้าแทนเค้าไหม
[5:12:42] corazon_996: redตึงจัดๆเลยน่าลุง
[5:12:43] tabank: ในเฟสอย่างฮา
[5:12:45] JLee_young: วันเดียว3หมื่น
[5:12:46] toby_ming: แชทเดือด55555
[5:12:47] pandamdby: @mos310840 อย่าไปอะๅรนัดเขาไว้แล้ว
[5:12:47] VAGoDWtK: คือเบื้องหลังอย่างปั่นอะ
[5:12:48] cj_2506: มาเฟียสเปนจัดๆอ่ะ
[5:12:48] 42OOG_: ตึงเกิน
[5:12:49] black_jack075: มีอยู่แก๊งนึงเพลงโคตรเดือด
[5:12:50] green_green_jxustvzz: ไม่น่าไปเอาลูกอมเลย
[5:12:50] purple_moon_iusupczz: เข้าไลค์หน่อย StinkyGlitch
[5:12:52] ycubo_o: ชื่ออำนวยอยู่บนBlack shirt🖤🖤
[5:12:52] Ghost0team: ในนี้โคตรเท่แต่ดูเบื้องหลังแล้วยังฮา
[5:12:53] ale_eyaas: ดูเเล้วสวยพี่สวย
[5:12:55] zeetar_u: ไอพี่ไท
[5:12:55] TENLOWWELL: @monarch447 คนนี้มาอีกแล้ว
[5:12:57] cuz_iu: ขโมยลูกอมลูกกู
[5:12:57] laomax1986: วันนี้สตอรี่ สนุกมากครับ ใจไม่อยากให้ซ้อม เลย เรากำลังได้เปรียบ
[5:12:59] boatboat25455: @gau555 เขานัดแล้วนะ เสียหมด
[5:12:59] purple_moon_iusupczz: ปั่นวิวๆ StinkyGlitch
[5:13:00] nnitsupa: ResidentSleeper ResidentSleeper
[5:13:00] nu_sogood: ปีศาจสีดำ
[5:13:03] KIMBVSS666: อำนวยยย
[5:13:03] bxllzq_: ขโมยลูกอม5555
[5:13:04] padkapoa: ตึงจัดวันเียว 3 หมื่น
[5:13:05] toby_ming: ไปโถมไลค์
[5:13:05] RONGKATEPJR: เท่อยู่คนเดียว
[5:13:05] 이재욱_벨: วิวขึ้นเร็วจริง
[5:13:11] zeetar_u: ไปไลค์สะ8พันคน
[5:13:11] MONARCH447: @i_l10tz_bzz ? ผมอยู่ตลอดนะ
[5:13:12] OadQc: เซิคเท่สุด
[5:13:12] suaperk: 12ชั่วโมง ยอดวิว3หมื่น สุดๆ
[5:13:15] pittayutbooboo: PogChamp
[5:13:15] nnitsupa: @purple_purple_iusupczz BibleThump
[5:13:17] black_jack075: ปีศาจทมิฬ
[5:13:18] earth__318: เล่นต่อ
[5:13:18] VAGoDWtK: ไทลูก55555
[5:13:20] 4rmie: 5555
[5:13:20] pongsakornsss: เท่ห์ไม่เอาใครเลย
[5:13:21] bcv_pond: ปั่นวิว
[5:13:22] Puzzlery: ชอบเพลงของ jak มากที่สุดในทุกทีมหละ เท่มาก
[5:13:23] t3025: ฝันดีครับลุง
[5:13:27] organic420: @monarch447 เขาจะซ้อมไม่ซ้อมยุ่งอะไรเขาละ เมื่อวานก็ซ้อมกันแล้ว
[5:13:27] champr35: ตายเพราะลูกอมเฉิน5555
[5:13:28] purple_moon_iusupczz: @nnitsupa HypeShield
[5:13:29] metel_jubjub: !uptime
[5:13:29] Lewis_YSD: ไปไลค์กันครับทุกคน
[5:13:29] Nightbot: Stream uptime 5 hours, 13 minutes, 49 seconds
[5:13:32] dekkenmainslime: 555555555
[5:13:32] zeetar_u: 55555555555
[5:13:33] K3nNicolai: 555555555
[5:13:33] Mathisgod: 55555555555
[5:13:34] tonyinwzaak47: ฝันลีครับ
[5:13:34] teehid1x: ไปกดไลค์เเล้วบอกมาจากลุงแม็ค
[5:13:34] LARGEBODy_GLHF: Kappa
[5:13:35] mkaawshhd: 55555
[5:13:35] teatealnw555: 55555
[5:13:35] conner_x01: 55555555
[5:13:35] jetsadakon_frame1352: 5555
[5:13:35] sensezf: 55555555555
[5:13:36] NeverPK: 55555555555
[5:13:36] soloyouwon: 5555
[5:13:36] ga_nathaniel: 55555
[5:13:36] TwinshockEz: 555555555555
[5:13:36] RbSymbolize: 555555555555
[5:13:36] ZCyclops_: 55555
[5:13:37] pa9hapashu: 55555555555555
[5:13:37] BIWyaniz: 555555555
[5:13:37] purple_moon_iusupczz: rebirthztvHaha
[5:13:37] yo_thanawat: 55555
[5:13:37] anas_ut: 55555555
[5:13:38] rabbit_t_: พระเอกของจริง55
[5:13:38] padkapoa: 555555
[5:13:38] ddear_ms: 5555555
[5:13:39] SunDae202: 55555
[5:13:39] little_ww: 555555
[5:13:40] am_pxre: 55555555555
[5:13:41] somin_mux: 555555
[5:13:41] 38_KillzX: 555
[5:13:41] ployyaaaa: 555555555
[5:13:41] krittin199: 555555
[5:13:41] pleumkun: rebirthztvHaha
[5:13:43] DaiNo3aw: มีรางวัล popular view มั้ย LUL
[5:13:43] Yuki_pd: 55555555
[5:13:43] paemkung0_0: 5555555555
[5:13:44] tabank: 5555555
[5:13:44] black_nueng: ชอบตอนดริฟ
[5:13:44] PPM_x: 55555555
[5:13:44] karukung: 555555555
[5:13:44] sadbunny1993: 555555555
[5:13:45] kiavin_1996: 5555
[5:13:46] SECHZEHN_: เบื้องหลังๆ555
[5:13:46] arm_linderhof: 555555555555
[5:13:46] sadbooooooyy: 55555
[5:13:46] nemesis_min: 555555
[5:13:47] smoketv01: เห็นของ los ยังลุง
[5:13:47] sahasawat_99: 5555
[5:13:48] kim_57u: ครับ5555
[5:13:49] wishhh29: 55555555
[5:13:50] atikan1213_: 5555555
[5:13:51] SODSAI_TH: 55555
[5:13:51] im_sinza: หมดกัน
[5:13:51] 42OOG_: rebirthztvHaha rebirthztvHaha rebirthztvHaha
[5:13:51] godaoque: 5555555
[5:13:52] taurusmag: 555
[5:13:52] psr38: เพลงของเราดีจัด
[5:13:53] DANGERERSS: unseen
[5:13:53] metel_jubjub: 555555
[5:13:54] contact_8888: BC
[5:13:55] japahleaw: 5555555
[5:13:56] hrryt123: มาเฟียรองเท้าเตะ55555
[5:13:56] kooktum1235: 55555
[5:13:57] suaperk: เพลงของตัวแทนเมืองLOS มันส์มาก
[5:13:57] jetsadakon_frame1352: ต่างกันมาก555
[5:13:57] zeetar_u: 555555555555
[5:13:57] ShibieKun: 5555555
[5:13:59] pittayutbooboo: เสียหมด
[5:14:00] khinglikeyme: 5555555
[5:14:01] wnydboyy: 55555
[5:14:01] px1m2xxx: คนละฟิวเลย55
[5:14:01] MuiLive: Kappa
[5:14:02] dew_ezy: 555555555555
[5:14:03] toey_169: ดูแต่ละแก๊งน่อยครับ
[5:14:04] tatsuya44: 5555
[5:14:04] uuuu7777777777uuu7uu7u77u: @smoketv01 ไม่ดูอะ
[5:14:04] STAYLYER: เท่ห์ไม่เอาใครเลยย
[5:14:06] tonyinwzaak47: 5555555
[5:14:06] brightgamerkung__: 5555
[5:14:06] ycubo_o: คนละฟิว5555
[5:14:09] irewkonlotae_: ทำไมต้องดู BC อ่ะ?
[5:14:11] champr35: เวด หลับคากล้องด้วยวันนั้น เป็นเบื้องหลังที่ดีครับ555
[5:14:14] K3nNicolai: 5555555
[5:14:17] Ghost0team: 555555
[5:14:17] Mintnymouse: เบื้องหลังรั่วสุด LUL
[5:14:18] chonlathee_art: 5555555
[5:14:22] skyxxvx: เหตุเกิดจากลูกอม โคตรจะตึง rebirthztvHaha rebirthztvHaha rebirthztvHaha
[5:14:23] colazaaa: คณะตลก
[5:14:23] japahleaw: 55555
[5:14:25] jr_juniorrr: 555556
[5:14:25] TENLOWWELL: ดูเพื่อBc เราดีกว่าเยอะ
[5:14:28] padkapoa: 55555
[5:14:28] MONARCH447: @organic420 ผมแค่อธิบายเฉยๆ ถ้าลุงจะเล่นสตอรี่ต่อก็ไม่เป็นไร ผมแค่อธิบาย
[5:14:31] iloveujam: 5555555555
[5:14:32] purple_moon_iusupczz: ยิงไม่ตาย
[5:14:34] giftb16: หมดกันความเท่ห์เบื้องหน้า
[5:14:36] atikan1213_: 5555555
[5:14:36] pa9hapashu: 5555555555
[5:14:36] tabank: JAK ชวนชื่น
[5:14:39] chonlathee_art: อันนั้นกับอันจริงต่างกันมากกก5555
[5:14:40] teatealnw555: 55555
[5:14:41] arlan_4: ดี
[5:14:41] sadbooooooyy: 555555555
[5:14:45] atikan1213_: เบื้องหลังทำก๊าก
[5:14:49] windowsxe: @i_l10tz_bzz ไม่พูดแบบนั้นเนอะพี่ชาย
[5:14:50] SODSAI_TH: 55555
[5:14:50] black_jack075: คณะตลกเลยทีเดียว
[5:14:52] Ghost0team: JAK ชวนชื่น
[5:14:53] MONARCH447: 555
[5:14:56] tonyinwzaak47: เบื้องหลังก๊ากจริง
[5:15:01] redwilson_: อย่างมีด
[5:15:01] nemesis_min: ความคิด vs ความเป็นจริง
[5:15:03] organic420: @monarch447 เขาจะทำอะไรก็ปล่อยเขา เราแค่ดู
[5:15:06] chonlathee_art: อันนึงขายขำอันนึงสายเท่5555
[5:15:10] toey_169: ดูเบื้องหลังที่ไหน
[5:15:15] moo_thot: แข่งรถอย่างมันส์
[5:15:20] iloveujam: ชวนชื่นนน
[5:15:20] Ghost0team: ขายตง
[5:15:22] Nightbot: Stream uptime 5 hours, 15 minutes, 41 seconds
[5:15:26] earth__318: เล่นต่อ
[5:15:28] FewwXD: งั่นฝันดีครับ
[5:15:30] metel_jubjub: !uptime
[5:15:30] Nightbot: Stream uptime 5 hours, 15 minutes, 50 seconds
[5:15:34] px1m2xxx: ตอนถ่ายตลกคาเฟ่ พอmv ออก กลายเป็นมาเฟียญี่ปุ่นดรีฟคิง
[5:15:34] Ghost0team: บอกไปเดือนเท่าไหร่ลุง
[5:15:38] purple_moon_iusupczz: rebirthztvHaha
[5:15:39] ga_nathaniel: 55555
[5:15:39] tabank: อยู่ครบแก็งทีไรขำฟันจะหลุด
[5:15:40] colazaaa: ตัวโดน
[5:15:40] meaningless_12: 55555
[5:15:40] pleumkun: ฝันดีฟิวว
[5:15:41] chanatripsongkrasin18: แต่ละอง
[5:15:41] kim_57u: 5555
[5:15:42] purple_moon_iusupczz: แตก
[5:15:44] nioralone_777: !jak
[5:15:44] Nightbot: https://www.twitch.tv/team/jak
[5:15:45] ShibieKun: โดนกี่บาทล่ะนั่น
[5:15:47] ituu_001: !sc
[5:15:47] ranlabpaithangnai: maroon 5 ไปก่อน TriHard TriHard TriHard
[5:15:49] SunDae202: หมอรำมากกว่าอ่ะอาตี๋
[5:15:49] YEESAY_Y: บินไปดิ
[5:15:50] chawanwit759: บิน
[5:15:51] I_beach: อาตี๋ชอบขันหมาก
[5:15:51] jr_juniorrr: ฟังได้5วิ
[5:15:52] being_t: ถาวร
[5:15:52] somin_mux: 555555
[5:15:52] paemkung0_0: 555555
[5:15:54] markzaza_156: เจอกัน
[5:15:54] pa9hapashu: 55555555555
[5:15:55] ddear_ms: 5555555
[5:15:55] champr35: 5555
[5:15:59] amboo897: เวลาพี่ร้องเพลงรึเปล่าเลยโดนอะ เพราะเสียงพี่เหมือนเกิน
[5:16:00] cj_2506: bruno make
[5:16:01] arnon__xd: 555555
[5:16:02] さらゆベイビービッグボス: Kappa Kappa
[5:16:03] aunyamane163: ใครที่นอนก็ฝันดีนะครับ😴
[5:16:03] kappajimmyxXxxX: jackey9Sadboyy
[5:16:03] rapunzel_555: 2020Shred
[5:16:04] uuuu7777777777uuu7uu7u77u: 55555
[5:16:06] padkapoa: 55555
[5:16:07] tawutawu: !เซิฟ
[5:16:07] Nightbot: Familie City
[5:16:07] meaningless_12: 555555
[5:16:08] zeetar_u: 555555
[5:16:08] bossnia24: พี่ตี๋เขายังฟังสีกาสังนาคอยู่เลย
[5:16:09] windowsxe: 5555
[5:16:09] jetsadakon_frame1352: 55555
[5:16:10] DANGERERSS: 55555
[5:16:11] 4rmie: โหเหมือนเกิน
[5:16:12] jr_juniorrr: @amboo897 อวยเกิน5555
[5:16:12] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[5:16:14] ShibieKun: 5555555
[5:16:14] purple_moon_iusupczz: ไม่เคย StinkyGlitch
[5:16:15] zabaku666: ร้องสะเหมือนระวังลิขสิทธิ์นะ555
[5:16:16] chawanwit759: ห้ะ
[5:16:16] braztyr_: 5555 by Scott
[5:16:17] rew_zzzzz: 555555555555555
[5:16:17] Mathisgod: 555555555
[5:16:17] ZCyclops_: 55555
[5:16:17] pleumkun: rebirthztvHaha
[5:16:18] guynawaz: 555555555555555555555
[5:16:18] PPM_x: 555555555
[5:16:19] rabbit_t_: 555
[5:16:19] Galaxyz_s: 5555555555
[5:16:19] SunDae202: 555555
[5:16:19] 38_KillzX: เฮ้ออออ
[5:16:19] zeetar_u: ก็บ้าละ
[5:16:19] NirAnkoeDkhiaO: @aunyamane163 ฝันดีครับ
[5:16:19] patthaponz: ห้ะ
[5:16:19] midokeruk_: 55555555
[5:16:19] DANGERERSS: ห้ะ
[5:16:19] ranlabpaithangnai: cmonBruh cmonBruh cmonBruh สภาพ
[5:16:20] PeeKruBz: 5555555
[5:16:20] conner_x01: 5555555555555
[5:16:20] kim_57u: 5555
[5:16:21] ga_nathaniel: ห้ะ5555
[5:16:21] 910o: 555555555555
[5:16:21] meaningless_12: 555
[5:16:21] jetsadakon_frame1352: ห้ะ
[5:16:22] microwavexa: rebirthztvHaha
[5:16:22] colazaaa: 5555555555555
[5:16:22] Ash1eyXII: 555555555555
[5:16:22] PoWER007xXx: 5555555
[5:16:22] ycubo_o: cmonBruh cmonBruh cmonBruh
[5:16:22] somseng1: 55555555
[5:16:23] Ghost0team: ครับสุดหล่อ
[5:16:23] kit_ksm: NotLikeThis NotLikeThis NotLikeThis
[5:16:23] purple_moon_iusupczz: จริง
[5:16:23] paemkung0_0: 5555555555
[5:16:23] atikan1213_: 5555555555
[5:16:23] px1m2xxx: 555
[5:16:24] ployyaaaa: ห้ะ55555
[5:16:24] wit_za: โม้เกิ้น
[5:16:24] uuuu7777777777uuu7uu7u77u: ++
[5:16:24] BIWyaniz: 5555555555
[5:16:24] torjjll: 55555
[5:16:25] somin_mux: wedwtf02 wedwtf02
[5:16:25] nongjar_nakab: 559
[5:16:25] ooyza385: 55555
[5:16:25] aunyamane163: 555+
[5:16:25] kittisakpa: NotLikeThis
[5:16:25] windowsxe: 555555555
[5:16:25] vvghkm2: 5555
[5:16:25] SECHZEHN_: ถูกครับ
[5:16:25] EMWILD_: Kappa
[5:16:26] Lewis_YSD: หืออออออออ
[5:16:26] TOTOTOEY_: 55555555
[5:16:26] arm_linderhof: ห๊ะ
[5:16:26] TwinshockEz: 555555555555
[5:16:27] toby_ming: มีสิทๆ55555
[5:16:27] darumavx: จริงๆ
[5:16:27] gt__baby: 55555
[5:16:28] krittin199: 555555
[5:16:28] karukung: 55555
[5:16:28] earthkung420: ไม่ใช่ล่ะ555
[5:16:29] im_sinza: 55555
[5:16:29] 42OOG_: jackey9Yht
[5:16:29] MuiLive: FailFish
[5:16:30] vivcion: มาละ555555555
[5:16:30] ddear_ms: 5555555555
[5:16:30] pleumkun: ใครบอกพี่ cmonBruh
[5:16:30] pa9hapashu: 55
[5:16:31] 4rmie: ถูก
[5:16:31] kiminoto_ekoena: อวยจนอาย
[5:16:31] minip__: สภาพพพี่
[5:16:32] MONARCH447: ห๊ะ
[5:16:32] babywinkuu: StinkyGlitch
[5:16:32] Mathisgod: สภาพ 5555
[5:16:32] MeAw_MaN: อันนี้จริง
[5:16:32] bam_2601: rebirthztvHaha rebirthztvHaha
[5:16:32] monthonjames: อย่างชอบอวยกันเอง
[5:16:33] ShibieKun: rebirthztvHaha
[5:16:34] jo_watcharaphon: 55555555
[5:16:34] chanom65: แผ่นผียังโดน55555
[5:16:35] pppawww: 5555555555555
[5:16:36] deankung123: แผ่นผี
[5:16:36] TorTorTor_: NotLikeThis NotLikeThis NotLikeThis
[5:16:37] arm_linderhof: 5555555555
[5:16:37] markzaza_156: อันนี้ไม่จริง55
[5:16:37] jang12345667: Kappa
[5:16:37] Mimiewww: 5555
[5:16:37] TENLOWWELL: สภาพพพ
[5:16:38] nothing19: ผ
[5:16:38] kappajimmyxXxxX: jackey9JackeyLOL
[5:16:38] jetsadakon_frame1352: ใครบอกพี่ครับ55
[5:16:38] im_sinza: เหลือเชื่อ
[5:16:38] pimsty_: WutFace
[5:16:39] japahleaw: 555555
[5:16:39] filmssssssssss: 5555
[5:16:39] mm_200x: มีเหตุผล
[5:16:39] ga_nathaniel: ใครบอกพี่ WutFace
[5:16:39] ha_na_mi_: jackey9Huh jackey9Huh
[5:16:42] minggoooooo: 5555555555
[5:16:42] teatealnw555: 5555
[5:16:42] NongMixZa: 555+
[5:16:43] FurioN5422: NotLikeThis
[5:16:44] pongsakornsss: อ่าว
[5:16:44] 4rmie: ลุงร้องเพราะเกิน
[5:16:45] BIWyaniz: 555555555555
[5:16:45] sugagodddd: 555555
[5:16:46] qqhost: 5555
[5:16:46] PPM_x: ห้ะ
[5:16:47] tu202: rebirthztv10_SG
[5:16:47] atikan1213_: 5555555
[5:16:47] padkapoa: 555555
[5:16:47] purple_moon_iusupczz: โดนเค้าฟ้องอ่ะดิ ร้องงี้ StinkyGlitch
[5:16:48] wnydboyy: ขนาดแผ่นผีนะ 55555
[5:16:48] casafa: 55555555555
[5:16:48] contact_8888: 55555
[5:16:48] pa9hapashu: LUL
[5:16:49] oammmmao: ขาส
[5:16:49] jigsocw: LUL LUL
[5:16:50] ddear_ms: 55555555
[5:16:50] oat_02: ต้องร้องให้เหมือนแจ็คกี้5555
[5:16:51] lil_jajajetmae: คนที่บอกไม่ใช่แชทแน่นอน
[5:16:52] brightgamerkung__: NotLikeThis NotLikeThis NotLikeThis NotLikeThis
[5:16:52] yam_yammy17: 55555
[5:16:52] mm_meng: WutFace WutFace WutFace
[5:16:53] TorTorTor_: WutFace
[5:16:54] apologize91: WutFace WutFace WutFace
[5:16:57] WinzBusy: StinkyGlitch
[5:16:57] MONARCH447: ลุงร้องเพราะนะ เพราะไรถึงร้อง
[5:16:59] kim_57u: พี่x ไม่น๊าาาาา
[5:17:00] foke_autopilot: NotLikeThis NotLikeThis NotLikeThis
[5:17:01] Mathisgod: 55555555
[5:17:01] earthkung420: ห้ะ
[5:17:02] colazaaa: พี่เต้
[5:17:02] fahat2233: WutFace WutFace
[5:17:03] champr35: 5555
[5:17:03] JackHuaFU: NotLikeThis NotLikeThis NotLikeThis
[5:17:03] repu_love: แชทก็เคยเตือนไปแล้วว่าอย่าร้อง
[5:17:04] ryuu_gi: ซ้อมกับใครหราครับบลุงงงงงง
[5:17:04] xeyer111: ห้ะ
[5:17:06] ShibieKun: เดี๋ยวนะ
[5:17:06] midokeruk_: ซีวิคพังนะ 5555
[5:17:08] atikan1213_: พี่เต้
[5:17:08] Ghost0team: SeemsGood
[5:17:08] karukung: 5555555
[5:17:08] torjjll: 5555พี่เต้!!!
[5:17:10] im_sinza: เเตกเเน่นอน
[5:17:10] purple_moon_iusupczz: จะเหลือ rebirthztvHaha
[5:17:13] zeetar_u: เอสเอคเสนไฟเยอร์
[5:17:14] shon_dohee: คุ้น
[5:17:14] monthonjames: กรอบไม่หักแต่เลนแตก
[5:17:15] japahleaw: 555555
[5:17:16] SunDae202: ต้องลอง
[5:17:17] jr_juniorrr: ซีวิค
[5:17:18] MONARCH447: พังหมด
[5:17:20] minip__: ซีวิคพังนะพี่
[5:17:21] framerate132: ผมหนัก70เหยียบ หัก
[5:17:23] maizembe: !uptime
[5:17:24] Nightbot: Stream uptime 5 hours, 17 minutes, 43 seconds
[5:17:24] 4rmie: ต้องZEROด้วยนะ
[5:17:25] atikan1213_: เลนแตกนะ5555
[5:17:25] japahleaw: ถอดสปอน
[5:17:27] Ghost0team: ครอบครัวสุขสันต์ช่วยกันทำมาหากิน
[5:17:29] kiavin_1996: เต้เอ็กฟินไฟไหม้ v.2
[5:17:30] purple_moon_iusupczz: ยางแตกอ่ะ
[5:17:40] Error_404NotF0und: ยางพี่แตกอะ เขาของจริง
[5:17:41] shon_dohee: ระวังยางเเตกนะ
[5:17:42] 4rmie: topไม่หัก แต่แตก
[5:17:50] cavetko: แต่เป็นรอย5555
[5:17:52] Hi_Sphere: LUL
[5:17:58] zantinel: ยางซีวิคแตกน้าพี่เอส55555
[5:18:06] brightgamerkung__: รู้ๆคือปาตรงๆไม่แตกแน่นอน100%
[5:18:08] babananaz: ทีมที่เราซ้อมเจอพน.นะครับ
[5:18:10] purple_moon_iusupczz: @4rmie ละลายเป็นผงเลยแหละ rebirthztvHaha
[5:18:12] shadddap69: ชอบเสื้อ jak ขาวจัง น่าเอาลงเซิฟนะ
[5:18:14] teephakorn33: !uptime
[5:18:15] Nightbot: Stream uptime 5 hours, 18 minutes, 34 seconds
[5:18:25] dotdogame: rebirthztvHoldem
[5:18:30] khnun125z: เวทไมมาอีกละ
[5:18:33] nxttxzr: ใช่ เสื้อสวยอ่ะ
[5:18:38] yo_thanawat: @khnun125z เวดติดเรียน
[5:18:40] wasabiza20: rebirthztv5555 rebirthztv5555
[5:18:40] tonyinwzaak47: พรุ่งนี้เรามี show match ด้วยนิ
[5:18:41] purple_moon_iusupczz: แว่นตาโนเกีย รับรอง10ล้อก็เอาไม่แตก StinkyGlitch
[5:18:42] MuiLive: น้องเรียน
[5:18:42] zeetar_u: @khnun125z น้องติดเรียน
[5:18:43] disneyzamak: @khnun125z น้องเรียนครับ
[5:18:45] MuiLive: FailFish
[5:18:46] evilblackguy009: เวทติดเรียนคับ
[5:18:48] Zero_i4: ขันหมากมาแล้วววววววว
[5:18:49] wit_za: @khnun125z น้องเรียนมีไรมากป่ะ
[5:18:49] wikky69: @khnun125z ติดเรียน
[5:18:50] Hi_Sphere: LUL
[5:18:50] benzza003: @khnun125z น้องเรียนน
[5:18:51] EMWILD_: @khnun125z น้องมีเรียน เข้าใจด้วย
[5:18:53] smoketv01: @khnun125z น้องเรียน
[5:18:53] OvEl2DoSe: !uptime
[5:18:53] Nightbot: Stream uptime 5 hours, 19 minutes, 13 seconds
[5:18:55] awake_ontop: @khnun125z น้องเรียนครับ
[5:18:56] Gino_7D: @khnun125z ติดเรียนค้าบ
[5:19:01] champr35: @khnun125z น้องมันเรียนเน้าะ
[5:19:02] armxcix: @khnun125z น้องเขาเรียน
[5:19:02] japahleaw: 55555
[5:19:04] Hi_Sphere: Cosmo_z0 subscribed with Prime. They've subscribed for 24 months! 
[5:19:08] purple_moon_iusupczz: rebirthztvITA rebirthztvITA rebirthztvITA
[5:19:09] OvEl2DoSe: rebirthztvITA rebirthztvITA rebirthztvITA
[5:19:17] WatDaFakK_21: เคยทำหล่นเหมือนกัน กรอบไม่แตก แต่เลนแตก
[5:19:19] dew_ezy: 55555555
[5:19:22] TOTOTOEY_: ละมันมีคนไปซื้อท็อปเจริญตามพี่จริงด้วยนะ
[5:19:27] 4rmie: rebirthztvITA rebirthztvITA rebirthztvITA
[5:19:30] purple_moon_iusupczz: @muilive ผมไปละนะพี่ rebirthztvSad
[5:19:31] sadbooooooyy: ท็อปเจริญยังไม่เข้าเลย
[5:19:34] pandamdby: จุกจิกพี่จะถอดออกจากตัวจริงไหมคับไม่เห็นมาซ้อมเลย
[5:19:39] pongsakornsss: มาดีร่างประกายแสง
[5:19:40] purple_moon_iusupczz: @ovel2dose ป่ะนอน LuvCool
[5:19:50] im_sinza: บอสมา
[5:19:52] khinglikeyme: จุกจิกติดเรียนคร้าบบ
[5:19:58] azszlook: @gamumaby000 ติดเรียนครับแชท
[5:20:00] filmjilopppgcgh: @gamumaby000 พี่แก ติดเรียนฮะ
[5:20:00] 4rmie: @purple_purple_iusupczz ใจดีาไม่รักเลยอะ รีบไปไหน
[5:20:03] organic420: @gamumaby000 ทำใมถึงอยากรู้อะ ไม่รอดูเหรอ
[5:20:18] nookkieiiz: เวดตีไม้โหดจริงๆ
[5:20:20] MuiLive: @purple_purple_iusupczz นอนหรือเวล
[5:20:22] 4rmie: ใจเรา*
[5:20:29] purple_moon_iusupczz: @4rmie rebirthztvHaha
[5:20:37] noomza12345za: เค้าบอกบูสข้างหน้าง่ายปะพี่
[5:20:37] Jeleonenighstand: @gamumaby000 ฟรอมสั่งแต่ไม่รู้อะไรเลย NotLikeThis
[5:20:47] pleumkun: @purple_purple_iusupczz ไปเวลเเน่ๆ StinkyGlitch
[5:20:51] maggie005: สู้ตาย
[5:20:51] tonyinwzaak47: ทั้งจุกทั้งเวดติดเรียนน้อ
[5:20:56] purple_moon_iusupczz: @muilive นอนครับพี่ เวลไม่ได้น้อย โอดินหมดครับ rebirthztvHaha
[5:21:03] 4rmie: ผมสายฮันเตอร์เจอได้ง้าบ
[5:21:06] pongsapakthiamchai: ไอจุกหาย555
[5:21:07] babananaz: แจ็ค เซิค มาดี ทำได้คล่องละ
[5:21:11] wnydboyy: อยากเห็นมีดสวนสนับอะลุ้งงง
[5:21:11] japahleaw: ถอดเเชทออกจากช่องดีไหม พิมเยอะเกิน Kappa
[5:21:12] I_beach: ips
[5:21:12] tan_888: เมาส์ต้องไวลุง
[5:21:12] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[5:21:13] pongsakornsss: เว็ดจะเกิดดันเปิดเทอม
[5:21:15] purple_moon_iusupczz: @pleumkun คิว1000+ อ่ะ ไม่อยากรอเลย
[5:21:16] green_green_jxustvzz: @purple_purple_iusupczz Rox ใช้ป่ะพี่
[5:21:19] kitikon1125: จุกกับเวดเซิค บูดเซียนครับ
[5:21:20] pandamdby: @vissarutice_ อ่านใหม่น่ะสั่งหร่อถาม
[5:21:25] WinzBusy: @purple_purple_iusupczz น้าบอยกลายเป็น วัยรุ่น role play ละพี่
[5:21:28] purple_moon_iusupczz: @green_green_jxustvzz ใช่ๆ StinkyGlitch
[5:21:30] pleumkun: @purple_purple_iusupczz เยอะจัด
[5:21:36] purple_moon_iusupczz: @winz_xd ห๊ะ
[5:21:36] airxtimez: ปรับ dpi ดูพี่ๆ
[5:21:39] zeesky12203: น้องเวดมีเรียน
[5:21:43] Jeleonenighstand: @gamumaby000 ค้าบๆ NotLikeThis NotLikeThis NotLikeThis
[5:21:44] thankun__: นาที
[5:21:45] green_green_jxustvzz: @purple_purple_iusupczz ถามไปงั้นแหละเห็นพี่ปลื้มพูด
[5:21:46] WinzBusy: @purple_purple_iusupczz boyminoru
[5:21:48] 38_KillzX: !uptime
[5:21:49] Nightbot: Stream uptime 5 hours, 22 minutes, 8 seconds
[5:21:50] wathulaha: น้องเรียนงับ
[5:21:56] purple_moon_iusupczz: @green_green_jxustvzz อ่อ
[5:21:58] I_beach: dpiๆๆ
[5:22:01] 6boogeyman6: Kappa
[5:22:02] WinzBusy: เเกเล่นเมือง what อะ
[5:22:05] green_green_jxustvzz: @purple_purple_iusupczz เดะโหลดดู
[5:22:06] james_sjames: rebirthztvLove rebirthztvLove rebirthztvLove
[5:22:06] airxtimez: ปรับ dpi ดูพี่ๆ
[5:22:09] purple_moon_iusupczz: @winz_xd รู้จักๆ
[5:22:22] WinzBusy: @purple_purple_iusupczz เเกเล่นเมือง what
[5:22:22] nnitsupa: ResidentSleeper
[5:22:23] tonyinwzaak47: F11 บินได้น่ะพี่
[5:22:30] purple_moon_iusupczz: @green_green_jxustvzz ตอนมันเปิดพี่รอ 4400 คิวอ่ะ rebirthztvHaha
