[0:00:20] 小太刀00: おはよございます！
[6:55:24] ティーセブン: 衛星外パンイチロン毛オールバック
[6:55:27] gundora23: 俺はソロだ
[6:56:17] ぱぱらぱ00: w
[6:56:26] gundora23: 誰だよそいつｗ
[6:56:28] nyonmenm: 誰だよww
[6:56:30] megu0418: ｗ
[6:56:33] ソルティー_: だれw
[6:56:37] くうれい: おっとっと
[6:56:49] konkon9011: 中田もあるな
[6:56:51] nonnon_0214: めっちゃおおいなw
[6:56:54] nyonmenm: 面倒ごとはよしてよなｗｗ
[6:56:57] rcyijninjn: だれ？
[6:56:58] sushiboysomg: 火種RP?
[6:56:58] amane_s: まだ知られてないかー
[6:56:58] ティーセブン: 右田かも
[6:57:02] しぇぱ3: だれやｗｗｗｗ
[6:57:07] くうれい: バーサーカーと会話ｗ
[6:57:08] nyonmenm: ちゃるくん
[6:57:12] ぱぱらぱ00: 博士w
[6:57:13] ソルティー_: 博士w
[6:57:16] amane_s: 博士ー
[6:57:27] ペにやん0901: 人に名前聞く前に名乗るのがマナーやろ
[6:57:28] gundora23: 博士ご苦労様です
[6:57:46] 直生: 博士ｗ
[6:58:12] gundora23: かわいいいいいいい
[6:58:14] konkon9011: かわよ
[6:58:14] 職人: ｗｗｗｗｗ
[6:58:16] 12272006_: かわちいいいい
[6:58:17] レヴィ99: くまちゃーん
[6:58:18] ソルティー_: くまきゃわ
[6:58:18] 直生: くまちゃん
[6:58:19] sa1mon15: かわいい
[6:58:20] amane_s: 鋼の体だえ
[6:58:20] nasinogoren: 優しい
[6:58:21] atsumori_pop: うひょー！かわいー！
[6:58:22] 月宮げし: くまちゃんかわよ
[6:58:22] しぇぱ3: くまちゃん癒し
[6:58:25] leonis1100: くまちゃん！
[6:58:28] shigechan3rd: くまちゃん！
[6:58:40] zenith_ar: くまちゃん可愛いな
[6:58:45] 5kaede: なんてw
[6:58:47] 花咲か兄さん: ？w
[6:58:49] ティーセブン: 幻のセブンメン？ｗ
[6:58:51] ten3ten3: 黒子のバスケか
[6:58:51] 生はむメロンパン: 酔ってる？
[6:58:52] metaluluu: 黒子になろ
[6:58:52] にーとろる: くまちゃんはかわいいんだからー
[6:58:53] gundora23: まぼろしのセブンメン
[6:58:56] megu0418: 人多いと効率わるｗｗ
[6:59:02] nasinogoren: 幻のｗ
[6:59:08] くうれい: くまちゃんは相変わらずぽよぽよｗ
[6:59:15] konkon9011: 似てるw
[6:59:19] bababenzou: 泥酔のくまちゃんw
[6:59:28] ten3ten3: 構わないというか先にいた笑
[6:59:47] zenith_ar: www
[6:59:53] チャッぴー: ｗｗ
[6:59:53] KABAYAKIGG: wwwwwww
[6:59:54] 鬼九: ｗｗｗ
[6:59:54] にーとろる: やりましょう
[7:00:00] ティーセブン: バイオレント博士
[7:00:02] Boukan_sha_: 買いましょう
[7:00:03] amane_s: 火種ｗ
[7:00:09] 奄美迦楼羅: かわゆ
[7:00:11] 玄米ソードマン: かわいいw
[7:00:12] ナマコ魚雷: かわい
[7:00:14] にーとろる: かわいいいいいいい
[7:00:15] nyonmenm: かわいい
[7:00:15] 鬼九: かわちぃ
[7:00:16] nikorasu777: かわい
[7:00:19] shnnf57: かわいいw
[7:00:19] しばですよ: かわい
[7:00:20] gundora23: かわいいいいいい
[7:00:21] grimoooooo: かわいい
[7:00:22] 大神_悠斗: かわいい
[7:00:23] atsumori_pop: かわいー！
[7:00:23] zenith_ar: かわいい
[7:00:23] nyonmenm: え？みてる
[7:00:24] かぷちーのさん: かわいい
[7:00:25] konkon9011: 風邪か
[7:00:29] saba_cat777: かわいい
[7:00:29] kentakey1993: かわいい
[7:00:29] 花咲か兄さん: 呑んでるんか
[7:00:33] しろしろくんどっと: 可愛すぎか
[7:00:36] ぶたぁー: 天使すぎ
[7:00:38] tnxmw: 酔ってるだろww
[7:00:39] haru524288: 酔ってる？
[7:00:39] 1nooosee0507: かわいいのう
[7:00:41] kentakey1993: 酔ってるなこれ
[7:00:48] nonono090: こんばんはだえ
[7:01:00] amane_s: こんな顔一人しかいないのに
[7:01:03] nonono090: どういう状況だえw
[7:01:20] にーとろる: こいつら多分半グレだから殺してもよさそう
[7:01:33] gundora23: この人たちから買えんかね
[7:01:36] 奄美迦楼羅: ペギー
[7:01:38] bell_dex: 発想がかるびだぞ
[7:01:41] asahiru21: いけ
[7:01:41] jonyfu15: 抗争だえw
[7:01:44] れれらい: ギャングだったら終わりやね。
[7:01:46] thiru_sudyn: 流石ペギー
[7:01:46] people3578755701: まずいw
[7:01:48] しろしろくんどっと: ギャングだったら終わり
[7:01:48] leonis1100: 抗争の火種w
[7:01:49] koukiwz10: コンセルジュ
[7:01:50] twmonitor: 謝罪で億払うことになるえｗ
[7:01:53] すけちょびん: 鍵かけてないやつが悪い
[7:01:56] viola4213: ギャングですよ
[7:02:06] amane_s: 鳩ー
[7:02:06] konkon9011: 効率わるいね
[7:02:10] 白ロム: 抗争の火種！
[7:02:12] しろしろくんどっと: あり
[7:02:12] hiyokomanjuuuuu: 黄色の袖はたぶ黄色の袖はたぶんどっかのギャング
[7:02:13] さしみしょうゆ: 入れてたって言えば通るかもw
[7:02:16] レヴィ99: そだねー
[7:02:28] atsumori_pop: ぽっぽもいます
[7:02:30] kashu88: あちゃー
[7:02:34] yosivaru: 帰るべ
[7:02:59] ティーセブン: 一人が快適すぎるな
[7:03:41] chrysanthemadam_763: 警察呼ぶかww
[7:03:54] 鬼九: 取れないのがあるのはしんどいね
[7:05:20] ソルティー_: やるか
[7:06:25] zenith_ar: かなしいえ
[7:06:32] atsumori_pop: 心まで冷えてきた
[7:07:01] people3578755701: 花は最初か最後にやる人多い
[7:07:30] ペにやん0901: なんかのバツ立と思われてそう
[7:07:33] KABAYAKIGG: www
[7:07:34] shnnf57: www
[7:07:35] want_5870: BibleThump
[7:07:37] 花咲か兄さん: w
[7:07:38] fuum0110: www
[7:07:38] やいゆえよよ: 通報案件
[7:07:39] tnxmw: 何かを思い出すかのような
[7:07:50] zenith_ar: 笑われてるw
[7:07:54] gundora23: 笑われた😢
[7:07:55] すけちょびん: 苦しい
[7:07:56] tengai123: 結構いるなw
[7:08:05] tamagon216: なんでこうなってる？w
[7:08:23] haveAnero: これ禊中？
[7:08:26] atsumori_pop: 禊かなんかだと思われてない？ｗ
[7:08:26] tosingaz: 気を使われてそうｗ
[7:08:31] ティーセブン: リトルフラワー
[7:08:35] gundora23: その間に逃げべ
[7:08:37] amane_s: そしたらしれっと逃げよう
[7:08:49] zenith_ar: 悲しいえ
[7:08:51] haveAnero: でかいウィスパー
[7:08:55] want_5870: でかいウィスパー...
[7:08:59] すけちょびん: 警察呼んで帰ろうぜ
[7:09:05] gundora23: お邪魔虫ってこと..
[7:09:13] people3578755701: 人多いとベイトにできるから悪くないか
[7:09:16] レヴィ99: www
[7:09:17] ティーセブン: でかい小声
[7:09:20] gundora23: シャウトであってくれ
[7:09:23] shika_hr: 寒そう
[7:09:25] ソルティー_: 逆に独り言大きく言っちゃう？
[7:09:29] ペにやん0901: 先にこっちが居て大人数でただでさえ効率下げられてるのに謝ることないえ
[7:09:36] haveAnero: 荒川静香みたいな言い方やな
[7:09:52] たろをまんじ: 今月の抗争なくなったのかね
[7:10:03] gundora23: みんな帰った後にチャルだけ捕まらんかな
[7:10:51] zenith_ar: 楽しみが…
[7:10:53] gundora23: ボスが起きてこないからね～
[7:11:06] leonis1100: ボスが起きないからなぁ…
[7:11:17] tosingaz: だねー
[7:11:22] leonis1100: まぁね。
[7:11:23] gundora23: そだね～
[7:11:29] zenith_ar: 竹森倒すところ見たかったえ
[7:11:35] gundora23: 気長に待つさ
[7:13:11] tamagon216: 葉はもう眠りについた？
[7:13:12] gundora23: がんばれ～
[7:14:05] rcyijninjn: 俺達がいるぞ
[7:14:07] maru1234a: この配信開いたら、ドラッグ禁止の広告流れた
[7:14:19] ichisanniiroku: ｗｗｗ
[7:14:23] tamagon216: www
[7:14:36] 奄美迦楼羅: あ
[7:14:37] 赤見二等兵: ヘリきた！？
[7:14:39] kakerun00: 聞いたけど用はないぇｗ
[7:14:51] learnenglish12345: にげるえ
[7:14:55] konkon9011: あ
[7:14:56] KABAYAKIGG: あ
[7:14:57] amane_s: やべええ
[7:14:57] tosingaz: お
[7:15:00] zenith_ar: え
[7:15:04] 奄美迦楼羅: 逃げべ
[7:15:05] atsumori_pop: おっとっと
[7:15:13] leonis1100: マトリだー
[7:15:13] Boukan_sha_: ベイトや
[7:15:15] konkon9011: あぶな
[7:15:18] くうれい: そすさんか今の
[7:15:20] touxxxxxx: あの人たちがベイトになってくれれば
[7:15:26] zenith_ar: ヘリ怖すぎ
[7:15:30] レヴィ99: にーげろー
[7:15:30] haveAnero: 別の警察応援に来るぞ
[7:15:36] 赤見二等兵: セーフか？
[7:15:38] さしみしょうゆ: 賢いルート
[7:15:45] amane_s: おいいい
[7:15:47] haveAnero: 職質こわいな
[7:16:10] tosingaz: すごい怖い道だなぁ
[7:16:21] 5kaede: こえー
[7:16:28] にーとろる: ランポってカスタムしたら200kmでるよね？
[7:16:54] zenith_ar: さっきの警察か
[7:17:00] amane_s: @にーとろる すぐ横転しそう
[7:17:28] nyonmenm: まだきをつけんとな
[7:17:50] レヴィ99: ナイス判断
[7:17:53] gundora23: ひりひりすんなー
[7:17:59] たろをまんじ: 早かった
[7:18:00] bloodry: いい判断！
[7:18:05] gundora23: 判断が速い！！
[7:18:06] amane_s: ヘリの音きづいてたんか
[7:18:06] すけちょびん: これがはなつみよ
[7:18:12] zenith_ar: 怖いえw
[7:18:14] kashu88: 逃げろー
[7:18:14] leonis1100: どこで気づいたの？
[7:18:23] あすたゆう: 効率悪くなったけどベイトになったからよしだえ
[7:18:24] tosingaz: ヘリだって言ってくれて助かった
[7:18:26] shio727: 6人パーティありがと～
[7:18:26] kakashiiiiihi: 一人じゃなくて良かったえ
[7:18:42] 赤見二等兵: 全員叫ばず黙って逃げてった
[7:18:46] nyonmenm: 人多くて効率悪かったけど逆によかったね
[7:18:46] zenith_ar: 1人だったら捕まってたかもしれないえ
[7:18:57] furunakisate: 捕まったら一瞬で時間の無駄になるからひりつくな
[7:19:08] jonyfu15: 今日はベイトの日
[7:19:28] tikkknn: ようっすよ
[7:19:29] nyonmenm: ｗｗｗｗｗｗｗｗｗｗ
[7:19:32] konkon9011: ｗｗｗｗ
[7:19:33] megaflame35: ？
[7:19:34] thiru_sudyn: ｗｗｗ
[7:19:34] zenith_ar: www
[7:19:35] 赤見二等兵: wwwww
[7:19:44] zenith_ar: 見とこうw
[7:19:47] amane_s: あれ？
[7:19:48] ソルティー_: 止まってら
[7:19:50] オロポン123: 落ちてる?
[7:19:52] tamagon216: www
[7:19:52] 赤見二等兵: あれ
[7:19:53] nyonmenm: らんぽ大丈夫か
[7:19:54] megaflame35: ｗ
[7:19:54] ichisanniiroku: 止まってますとｗ
[7:19:56] tosingaz: ｗｗｗ
[7:20:00] バブみわかりみありけり: 警察来るw
[7:20:00] 奄美迦楼羅: いないんかーい
[7:20:02] folnarock: 瞑想かな？
[7:20:27] zenith_ar: www
[7:21:18] megaflame35: こわいえ
[7:21:28] 赤見二等兵: 初まとりか
[7:21:30] noko_noko3: よく逃げれたえ～
[7:21:35] 93マス: おもろいけど捕まったら萎えるえ
[7:21:50] nyonmenm: 逃げれたからＯＫだええええ
[7:21:52] maru1234a: スリルが堪らん
[7:22:01] ken8808: 勝ち
[7:22:05] gundora23: でいりーきた
[7:22:09] 玄米ソードマン: 元気w
[7:22:14] 93マス: win
[7:22:35] gundora23: かわいいいいいいいいいいい
[7:22:36] ichisanniiroku: かわちいえ
[7:22:37] ソルティー_: 溶けてるな
[7:22:39] 12272006_: かわちいいいいいい
[7:22:40] zenith_ar: かわい
[7:22:41] megaflame35: 何か
[7:22:43] 狐爪: え、かわい
[7:22:43] 花咲か兄さん: 今日押せば行けるかもだえ
[7:22:46] nyonmenm: ちゅき
[7:22:48] ken8808: 癒しだえー
[7:22:49] ミシシッピアカミミ: 酔っ払ってますww
[7:22:50] ぶたぁー: 天使や
[7:22:51] maru1234a: ボソっと言うのやめて
[7:22:54] shun0628ns: めちゃくちゃ可愛いー
[7:23:08] nick__ski: かわいいまで無線入れなきゃｗ
[7:23:09] gundora23: またかれりあ
[7:23:17] konkon9011: やさしい
[7:23:18] プッチンプリン: れりあのデイリー歪み面白いな
[7:23:34] 奄美迦楼羅: ありよりのあり
[7:23:34] gundora23: 怖いな～
[7:23:45] rinnemu75: 手にまだ持ってない？
[7:23:46] nyonmenm: こわいえ
[7:23:50] レヴィ99: お
[7:23:52] gundora23: お
[7:24:09] noko_noko3: だえ？
[7:24:10] gundora23: 人が戻ってきた
[7:24:43] zenith_ar: おっと
[7:24:45] きえさん: とある人…ほーう…
[7:24:46] nyonmenm: なんだよここも恋バナか？
[7:24:52] ken8808: のろけだえー
[7:24:53] KABAYAKIGG: とある人か
[7:24:55] 朕は沢田: おっとっと
[7:25:02] gundora23: 色ボケだえ～
[7:25:04] zenith_ar: ww
[7:25:08] 職人: ｗｗｗｗｗｗｗｗ
[7:25:11] 鬼九: ｗｗｗ
[7:25:19] gundora23: なしまさんか
[7:25:42] 朕は沢田: ぷぅんまじすき
[7:25:58] きえさん: コスプレお披露目会
[7:26:04] やいゆえよよ: 黒ちゃん好き
[7:26:07] 朕は沢田: でた
[7:26:24] gundora23: れりあーーーー
[7:26:25] maru1234a: ｗｗｗ
[7:26:26] lightning_baron99: ちょっとまとうｗ
[7:26:28] ken8808: 空気読むえ
[7:26:33] konkon9011: これすこ
[7:26:39] 鬼九: やっぱクロちゃんいいよな
[7:26:46] ソルティー_: ボマーも好き
[7:27:15] gundora23: 顔でけぇ..
[7:27:20] maru1234a: ｗｗｗ
[7:27:28] 鬼九: ｗｗｗｗｗｗｗｗｗ
[7:27:31] 朕は沢田: ジェフさんいいね
[7:27:32] mini_gori: wwwwwwwwwwwwww
[7:27:34] ナマコ魚雷: w
[7:27:35] しばですよ: ｗｗｗｗ
[7:27:35] konkon9011: ｗｗｗｗｗ
[7:27:36] やいゆえよよ: w
[7:27:40] 奄美迦楼羅: ちゃんと振ってくれる
[7:27:42] truetree39: ガチ良い
[7:27:42] mini_gori: 分かってるねw
[7:27:46] hiromuucho1: 良いもの食ってる
[7:27:46] ken8808: 丁寧だしん
[7:27:49] mentanpin3shock: 鉄板だよww
[7:27:54] 朕は沢田: いいね
[7:27:58] ichi38_: 丁寧なフリww
[7:28:02] gundora23: 相方候補
[7:28:15] atsumori_pop: まじ？ｗ
[7:28:18] dedededaimaou2007: また来そうだけと
[7:28:19] しぇぱ3: あり
[7:28:19] dedededaimaou2007: ど
[7:28:25] gundora23: 警察暇してそう
[7:28:26] nyonmenm: 引き際大事だえ
[7:28:26] 鬼九: あり
[7:28:32] 朕は沢田: いいと思う
[7:28:34] jonyfu15: 競合もいないし効率良さそう
[7:28:35] truetree39: 犯人は現場に戻ってくる
[7:28:36] homare_0518: 全然ありw
[7:28:53] suuujiro: しかもソロだとボコ採れか
[7:28:56] 奄美迦楼羅: 警察ヒマそう
[7:29:01] shun0628ns: 近くの山とかで望遠鏡のぞいて見てそう
[7:29:03] nick__ski: 没収が痛いね
[7:29:15] nyonmenm: だるう
[7:29:15] ソルティー_: 厳しいな
[7:29:18] kakashiiiiihi: さっき行って、いたからまた行くかってなるしん
[7:29:25] 朕は沢田: プリズンいくんだ
[7:29:33] gundora23: でもプリズンか
[7:29:34] ken8808: ようはどうなったかえ
[7:29:39] きえさん: ランポ没収が痛いね
[7:30:13] ティーセブン: 確かにせっかくとったのを没収されるのきついな
[7:30:33] gundora23: それで捕まったら発狂もの
[7:31:34] gundora23: 捕まるリスクなくなるの大きい
[7:31:38] atsumori_pop: 摘む時間と労力考えたら安いんかな
[7:31:57] gundora23: 色々加味してかなりお得
[7:32:14] nyonmenm: ３時以降やばそう
[7:33:24] gundora23: 警察サーマルで来るだろうしね
[7:33:29] awpt321: サーマルあるし隠してもびみょいよね
[7:33:34] 海老フライマシンガン: 花を積むクロちゃん
[7:33:34] megu0418: 独り占めだえ
[7:33:35] アサダおきろ: 警戒するのはやっぱdogsやね！
[7:33:41] amane_s: やっぱりひとりがいいえね
[7:33:49] noko_noko3: 独占だえ～
[7:33:50] konkon9011: これは捗るね
[7:33:50] gundora23: 耳を澄ませば
[7:34:00] nyonmenm: 着々とお金たまっていってんね
[7:34:02] gundora23: ブチっといけ
[7:35:28] noko_noko3: すごｗ
[7:35:32] ichisanniiroku: やるねぇ！！！
[7:35:35] atsumori_pop: ずっと勝ってない？ｗｗ
[7:35:35] konkon9011: すごくない
[7:35:40] hirata923: なんか今日覚醒してんね
[7:35:41] amane_s: 仇うってくれたえ！
[7:35:42] gundora23: 葉くん強いね～
[7:35:45] twmonitor: 葉ヤバイなｗ
[7:35:55] tricluster: 葉センス有るなー
[7:36:21] atsumori_pop: ハンドガンで1v1でしょ？ヘッドショット決めてんじゃないかな
[7:36:34] nick__ski: はにゃやめろｗ
[7:36:36] mini_gori: wwwwwwwwwwwwww
[7:36:38] nikorasu777: ｗｗｗｗｗ
[7:36:38] 海猫だおーん: めぅ
[7:36:41] 海老フライマシンガン: www
[7:36:43] 花咲か兄さん: w
[7:36:43] やいゆえよよ: w
[7:36:45] ぼくでぇす: wwww
[7:36:45] mentanpin3shock: めぅwww
[7:36:48] nyonmenm: なんやねん
[7:37:06] レヴィ99: ギャップがいいえ
[7:37:07] ichisanniiroku: 昨日の酒入ったれりあ良かったよなぁｗ
[7:37:13] nyonmenm: そすさん何が得意なんだえ？
[7:37:38] gundora23: 効率マジで変わるな
[7:38:20] gundora23: フラフラしてんね
[7:38:31] gundora23: ちょうどいい時間やな
[7:39:07] 花咲か兄さん: いいね
[7:39:14] gundora23: 1000ランポ
[7:39:16] ichi38_: 何故か入れちゃったりしてww
[7:39:39] atsumori_pop: 運営に多額の出資来たら24時間サーバー空くとかなるんかな
[7:39:59] noko_noko3: それな
[7:40:03] アサダおきろ: お金の問題じゃなさそう
[7:40:04] ichisanniiroku: 観測者もしんでまうえ！
[7:40:11] gundora23: 24時間は体調不良者続出
[7:40:13] nick__ski: 昔は24時間
[7:40:15] きえさん: 12時間でも長いよね
[7:40:19] 花咲か兄さん: ww
[7:40:30] hironoshin_ki: 隔週月曜を休みにするぐらいだし
[7:40:48] Kirnira: 配信時間長すぎる人がいたから時間制限かけたはず
[7:41:01] レヴィ99: 警察人数揃わなくてずっと大型できないとかなりそうだしね
[7:41:18] nyonmenm: 難しいよな
[7:41:47] hirata923: このサーバーのコンセプトがのんびり気長にやりたい時に入るってのがモットーだしね
[7:41:53] fish76346: 薬って全部でなん円稼げる？
[7:42:15] KABAYAKIGG: www
[7:42:19] nick__ski: 生き急がないようにってよく言ってるね
[7:42:24] 悪魔ほむら: みんな違反してる
[7:42:32] hirata923: しょぼさん（市長）のラジオでよく話してる生き急ぐなって
[7:43:06] noko_noko3: チャルは一歩ずつ進んでいってて凄くいいえ～
[7:43:22] takuchan12: 生き急いで街から途中で居なくなって欲しくないんだよ市長は
[7:44:07] atsumori_pop: 次のコスプレ案あったりします？
[7:44:59] amane_s: そろそろ弱ペダ見たのかえ？
[7:45:05] atsumori_pop: 1年以上街にいる人すごいねえ
[7:45:17] レヴィ99: 金八先生よかったえ
[7:45:20] ティーセブン: リコさんの好きなタマムシ色のキャラ
[7:45:24] しばですよ: リコちゃん、
[7:45:29] hironoshin_ki: 玉虫色の髪の人
[7:45:31] gundora23: リコちゃんリクエスト
[7:45:59] nyonmenm: おおお
[7:46:00] ichi38_: お
[7:46:03] zenith_ar: 高木！？
[7:46:06] thiru_sudyn: ええええ
[7:46:07] sabachann123456: おおおお
[7:46:09] ぼくでぇす: おおおおお
[7:46:10] gundora23: えぇ！？
[7:46:11] 奄美迦楼羅: 火種コンビ揃ったｗ
[7:46:12] zenith_ar: おおおおお
[7:46:20] atsumori_pop: BIG3がついにそろったぜ！
[7:46:21] ten3ten3: 大型3人で行けるやん、あつ
[7:46:22] gundora23: 何かが起きる夜
[7:46:24] ティーセブン: 大会終わりの高木
[7:46:24] kakerun00: くまちゃん？
[7:46:27] tanukiti512: 火種完成しちゃった
[7:46:28] gundora23: くまちゃんかわいいなぁ
[7:46:29] 花咲か兄さん: 死にかけやないか
[7:46:30] ペチペチ教: くまちゃん
[7:46:32] zenith_ar: w
[7:46:35] want_5870: w
[7:46:42] nick__ski: かわよｗ
[7:46:45] らんぱ: wwww
[7:46:48] KABAYAKIGG: かわいいいいいい
[7:46:52] shun0628ns: 可愛すぎる
[7:46:52] ティーセブン: これはダメだ
[7:46:54] ナマコ魚雷: まじかわえーw
[7:46:55] takuchan12: イチャイチャ
[7:47:02] ペチペチ教: かわちい
[7:47:02] ichi38_: かわいすぎる
[7:47:04] akapen7293: おいこれはあかんて
[7:47:07] nyonmenm: さーんｗｗ
[7:47:07] nikorasu777: かわいいいいい
[7:47:09] papapapupepon: 高木w
[7:47:12] 1nooosee0507: んああかわいいいい
[7:47:13] nyonmenm: なんだこれ
[7:47:14] kakerun00: ほれてまうやろ
[7:47:14] 花咲か兄さん: かわいいね
[7:47:14] らんぱ: 高木ｗｗｗ
[7:47:15] noko_noko3: え？
[7:47:15] しばですよ: かわいすぎだろ
[7:47:19] atsumori_pop: もうみんなメロメロや！
[7:47:21] とみーばーど: 尊すぎ
[7:47:21] mentanpin3shock: キュートアグレッション！！！
[7:47:21] nyonmenm: ちゃるも聞いてくれ
[7:47:23] rinnemu75: かわいすぎないか？
[7:47:24] ティーセブン: なんだ今の
[7:47:24] 1nooosee0507: wwwwwwww
[7:47:24] ナマコ魚雷: こーれ惚れます
[7:47:25] KABAYAKIGG: www
[7:47:27] gundora23: みんな好きだえ
[7:47:30] 鈴木3: 好きです
[7:47:40] きえさん: かわちい
[7:47:43] noko_noko3: バレテーラｗ
[7:47:45] ichisanniiroku: 情報はやいえｗ
[7:47:47] 花咲か兄さん: 今日イチャイチャしとかないか？
[7:47:52] papapapupepon: オチバレてるw
[7:48:10] きえさん: なんで知ってるw
[7:48:57] ぱぱらぱ00: ありけんがそればっか歌うからこっちもはまってしまった
[7:49:54] アサダおきろ: ピチピチチャパチャパから変わったww
[7:49:54] lightning_baron99: あきらめよう・・・
[7:49:58] きえさん: えぐ
[7:50:00] rinnemu75: しゃ..
[7:50:16] きえさん: 火種か…
[7:50:23] papapapupepon: ギャングとかではないからすんなりいけるでしょ
[7:50:39] atsumori_pop: 数万の観測者が..
[7:51:28] gundora23: あいつら.....
[7:51:28] hirata923: 嫌な予感がするえ
[7:51:32] たろをまんじ: におうな
[7:51:38] yolu_shikimi: また悪い予感がするえ
[7:51:38] hironoshin_ki: チャルロスもスルーしてるし
[7:51:41] きえさん: コンビになると
[7:51:44] 黒夜叉まる: 絶対大したこと無いやつw
[7:51:44] ひなな88: 何かがはじまる予感
[7:51:45] gundora23: さて面白くなってきたか
[7:51:48] ソルティー_: おもしろくなれ
[7:51:50] atsumori_pop: だがしかしボスは火種を望んでいる
[7:51:55] amane_s: 大型前なのに…
[7:52:08] shun0628ns: 何もなければいいけどだえ
[7:52:13] ティーセブン: 放し飼い
[7:52:36] hiyokomanjuuuuu: 火種を望んでるけどしょっぱいのは求めてないからなぁ
[7:52:46] learnenglish12345: www
[7:52:50] KABAYAKIGG: やらし
[7:53:07] レヴィ99: え
[7:53:24] きえさん: 立ち回り賢いんよね
[7:53:25] gundora23: 立ち回り上図よね
[7:53:35] ichisanniiroku: 世渡り上手です、、か！
[7:53:38] gundora23: 安心してみてられる
[7:54:54] たろをまんじ: 食いしん坊警察
[7:55:19] atsumori_pop: 値上がりしてから食ってねえや
[7:55:21] zenith_ar: 耳良すぎ
[7:56:19] gundora23: 何分で1ランポだ
[7:56:42] gundora23: あっぶな
[7:57:11] atsumori_pop: 今ならくまちゃん介護できるって、ｺﾄ！？
[7:57:14] gundora23: マジでぐでんぐでん
[7:57:16] ノーシュ: よっぱらいグマ
[7:57:16] akapen7293: 見に行くえ
[7:57:24] きえさん: くまちゃんやばいの初めて見るかも
[7:58:33] setunry: リアルと同じで雪用のタイヤとかないのかね?
[8:00:35] gundora23: 大型次もかぶせれたらいいな～
[8:01:54] 江田島平八んぽこ: こわ
[8:02:14] gundora23: くまちゃんきたーーーー
[8:02:17] 花咲か兄さん: もう寝そうだえ
[8:02:28] 海猫だおーん: www
[8:02:29] ノーシュ: おわっとるｗ
[8:02:30] gundora23: オウム返しｗ
[8:02:34] とみーばーど: かわち
[8:02:36] ソルティー_: オウム返しすぎるw
[8:02:44] ナマコ魚雷: www
[8:02:49] gundora23: おわってるｗ
[8:03:00] あかさたなやらわ: wwwwwww
[8:03:01] しばですよ: wwwwwww
[8:03:02] 花咲か兄さん: ！？
[8:03:02] shun0628ns: wwwwwww
[8:03:04] 赤見二等兵: wwwww
[8:03:06] かーくん_: wwwwww
[8:03:06] きえさん: かわちい
[8:03:07] まじぇすてぃっく: ｗｗｗｗ
[8:03:08] tokino8044: wwwwww
[8:03:10] ペチペチ教: wwwwwww
[8:03:10] sabachann123456: www
[8:03:10] ソルティー_: 意味わからんw
[8:03:11] ponz__6: wwwwww
[8:03:11] さけじゃけ: wwwww
[8:03:12] sa1mon15: www
[8:03:12] nick__ski: なんだこれｗ
[8:03:13] akapen7293: 完全に酔ってやがるw
[8:03:14] まじぇすてぃっく: 適当すぎｗｗｗｗｗｗｗｗｗ
[8:03:16] とみーばーど: ひぅー
[8:03:19] tokino8044: クリップ欲しいwwww
[8:03:19] 花咲か兄さん: タイムショックくらいハイテンポで草
[8:03:20] さけじゃけ: てきとうｗ
[8:03:21] ichisanniiroku: くまちゃんｗｗｗ
[8:03:21] maruky0_0: かわちいww
[8:03:24] ペチペチ教: かわちい
[8:03:47] さけじゃけ: これは名コンビの誕生
[8:04:15] maruky0_0: 65歳超えたら元気ー！は可愛すぎるわw
[8:04:15] shun0628ns: 可愛いなー
[8:05:35] ittantan_: やすw
[8:06:10] gundora23: ６５超えたら元気なわけないんだよなぁ
[8:06:19] mini_gori: まるかなw
[8:06:36] さけじゃけ: https://clips.twitch.tv/LivelyElatedPelicanStoneLightning-Ou4dx8x7YSVN3E_p
[8:07:25] gundora23: クリップ感謝
[8:07:53] レヴィ99: かわいい
[8:07:55] KABAYAKIGG: 感謝します
[8:08:00] tokino8044: クリップありがとう
[8:08:18] さけじゃけ: うま
[8:09:31] zenith_ar: クリップありがとう
[8:09:35] さけじゃけ: 高木いつぶりだ
[8:09:47] shun0628ns: 天使のクリップありがとうございます😊！
[8:09:47] さけじゃけ: arikenSEKAI
[8:10:13] atsumori_pop: 最高のクリップ
[8:10:31] おつへラ: 良いクリップ
[8:11:12] zenith_ar: そのクリップもみたいなぁw
[8:12:52] gundora23: 除きエモート
[8:13:04] ペチペチ教: え！？！？www
[8:13:10] やいゆえよよ: w
[8:13:11] 花咲か兄さん: ！？w
[8:13:25] gundora23: あの人の着信音か
[8:13:36] しばですよ: www
[8:13:45] やいゆえよよ: w
[8:13:48] 捲土重来けんど: ありけんさん更新情報にチャット書いちゃってる！( ｀ー´)
[8:14:10] ソルティー_: マンツーマンで違うとあんのw
[8:14:12] ぱぱらぱ00: ｗｗｗｗｗ
[8:14:29] さけじゃけ: ほんとだｗ
[8:15:46] チャッぴー: www
[8:15:46] gundora23: バケモン産まれた
[8:15:47] ソルティー_: ヨガ
[8:15:48] kakerun00: ねじきれちまう
[8:16:43] gundora23: 燃費エグ
[8:17:33] 捲土重来けんど: 一蘭ｗｗｗｗｗ
[8:17:39] mci_foden: 予約できないだろw
[8:17:43] nick__ski: 18じゃあんまり店知らんわな
[8:18:11] nonono090: 中学生コンビいると盛り上がるな
[8:18:38] gundora23: 鉄板焼きいいね
