[0:00:03] nongtzz: 95
[3:43:22] nonty11: ตามนั้น
[3:43:22] artnewman: เค้าโดนเท่าไรครับลุง
[3:43:23] piteweerachai2546: ำฃ
[3:43:23] BungseeOrio: อุแว้ร้องกันใหญ่5555555
[3:43:23] nagshop_gaming: เรียบ
[3:43:25] 12_5_64: ชัดเลย
[3:43:26] Bankzapo: ลุงต้องลองถามก่อนว่ารูปร่างเป็นยังไง
[3:43:26] banknoi9: NotLikeThis
[3:43:26] aranrak_k: ร้องละงม
[3:43:26] tacos009: ไม่มีแก๊งหรอ
[3:43:26] kvifys: จุกๆ
[3:43:27] boom0129: บอกเลยว่าหวานปาก 555
[3:43:27] natthawut727: จบ555
[3:43:27] vachira_66: จบนะ คนดู
[3:43:27] arshiwynternelboy: อ้วกอ่ะมาดี
[3:43:28] auntv1212: ขดีพิก
[3:43:28] view_55555: ตามนั้น
[3:43:29] Brohybs: ต้าวววตัวเร้กกกกกก
[3:43:30] wictchauapon: ง่ายไป
[3:43:30] gtdn2485: มาดีไม่ผิดเลยจริงๆนะ
[3:43:30] betagenx: จบนะแชท LUL
[3:43:30] makkarone_aventadorv2eiei: เคร จบ
[3:43:30] ballbolt: 55555555
[3:43:31] p_por__: 2เท่า คืนอย่างเดียวไม่ได้หรอลุง
[3:43:31] tangna12039: มาดีเอ้ย
[3:43:32] controooo: ทีนี่ก็ไม่ปล้นละ
[3:43:32] DenWatthana: 5555 rebirthztvHaha
[3:43:32] pakke11: แต่คันที่มาดีขับเข้าบ้านสีไร
[3:43:34] fanta1568: เรียบร้อย55555
[3:43:35] bang_sad52: rebirthztvSunn
[3:43:35] kiyoshi_SS: จบน่าทุกคน
[3:43:35] pluem_watchara: มาดีเลิกๆนอนๆๆๆๆเชื่อผมดิ
[3:43:35] fluke_ooo: @stampoop30 เขาบอกแยกออกมั้ยไหนสั่งไหนไม่สั่งอย่าบ้า
[3:43:35] mixkyyyyy: พอออ
[3:43:36] aladeen_mtfk69: สงสารมาดีเลยงานไม่เนียน555
[3:43:36] worawut_56z: 2เท่าอ้วกเเตกซะ
[3:43:37] xiaozhann: ดาบหาย
[3:43:38] FilmMee_Hatsaw: 2400 3วันอ่ะพี่ ฝากคนเดียว
[3:43:38] filmza5678799: เอาทิ้งเถอะมาดี
[3:43:40] khawkhawmaru: อย่าปกป้อง ปล่อยเค้าเล่นไป
[3:43:41] bxngmacz_: จบนะ
[3:43:42] folkkk_: คนละเคสมั้ยล่ะะ
[3:43:42] p12_w22: @bungseeorio เขาไม่ได้ร้องเขาแค่ถาม
[3:43:45] jowwframe: 1800งอมเลย
[3:43:46] palpol9: rebirthztvTueng rebirthztvTueng rebirthztvTueng rebirthztvNeiyn
[3:43:46] atsadawut12: NotLikeThis NotLikeThis NotLikeThis NotLikeThis
[3:43:47] Spaiiipalyboyshitt: สีน้ำเงินนี้แก็งไรน้าคุ้นๆ
[3:43:47] ナッ: ดูอย่างเดียวเนอะ NotLikeThis
[3:43:51] beonniie: 555555555
[3:43:51] ninena_op: มาดีผิด
[3:43:52] yhedkordtung: โจรอะน้อลุง
[3:43:52] khobeone: 555555
[3:43:53] DeeKub_G: คืนสองเท่าก็คือมาดีจี่คืน900กว่าแท่งไง
[3:43:53] i_kuyy: 555
[3:43:55] JJITRSE: บทเรียนครับ5555
[3:43:55] anucha_ff: 555555
[3:43:56] jinnew_fell: ตัวเล็กกกก
[3:43:56] what_x: 5555555555555555
[3:43:56] praexd: หิว
[3:43:57] boom0129: ก็ลุงสร้างเขามาเอง ยังไปว่าเขาอีก555
[3:43:57] kulthawax_19: @filmza5678799 พูดเกินไปป่าว
[3:43:58] TENLOWWELL: จัดเต็ม55555
[3:44:00] nirut8850: FreakinStinkin FreakinStinkin
[3:44:00] techit777: ของขวัญวันเกิด
[3:44:01] rawiwatx: คืนอะไม่ผิดแต่2อะไม่ควรครับลุง
[3:44:01] ninethong55: คนฟามซวยคับ คนไม่ฟามคอนเท้นต่อ rebirthztvMc rebirthztvMc
[3:44:02] march_ntw: เซี่ยน5555
[3:44:02] 이재욱_벨: โลภแค่นั้น
[3:44:02] BungseeOrio: @p12_w22 คนสั่งก็มีเยอะเด้อไม่ต้องดิ้น
[3:44:02] earthmeo: ของมันร้อนน 555
[3:44:03] sitasinan556: น้องคงอยากให้แก๊งแหละ
[3:44:04] barbiexxxxxx: ตัวเล็กลู๊กกกกก NotLikeThis NotLikeThis
[3:44:05] banknoi9: jackey9Sadboyy
[3:44:06] Arashimaki888: ก็คือปล้นอ่ะ
[3:44:06] sirayuhbeat: 5555
[3:44:09] Brohybs: คงต้องทิ้งแล้วแหละ
[3:44:09] EImxcho: เอาซะ
[3:44:10] candytee: ทั้งเเก๊งฟามอยู่ไม่กี่คนยังโดนงี้อีก
[3:44:10] pech_ktm: 555555
[3:44:11] kafiwwww: เด็กอาตี๋อ่ะนะ
[3:44:11] Baphometz6: เอ้า555
[3:44:12] xKAPOKMAAx: เอานา. โจรอะโจร
[3:44:13] MeAw_MaN: ตอบเคยมีฮานะ
[3:44:14] rct_apinan: ไหนบอกเล่น icแล้วแคร์ทำไมละลุง สมจริง?
[3:44:14] Chaanwit: หิว555
[3:44:14] big_IJK: ก็โจรมั้ย
[3:44:15] pongsakornsss: ซวยไปมาดี
[3:44:15] slip_z: 5555555555555
[3:44:15] sodaymacom01: โรลพระไม่ใช่โจร
[3:44:16] hamdamnahkap: ห้ะะะ55555
[3:44:17] iceprat: เสียงสั่นละ
[3:44:18] sorawich_: จริงผมดูยังหมดอารม
[3:44:21] my_name_1: คูน2ไม่ควรนะจะได้ใจไปนะ
[3:44:23] jeffy_jc: ทีนี้ไม่มีใครปล้นแล้ว
[3:44:23] khobeone: 5555555
[3:44:24] filmza5678799: เอามาให้ปล้น
[3:44:24] gotx99: ลองถามเเข็งดู555
[3:44:26] yungmidinoz: @filmza5678799 นั่นปากหรอหัวหน้าาร้อนหรอ
[3:44:26] basch4kyz: มันคือความสามารถ
[3:44:27] blueopuz: หมดค้น
[3:44:29] MsPeeTy: rebirthztvAfk
[3:44:29] THEI3oosGuxiiii: โจรคือโจร
[3:44:30] vscdolza: ปล้นหมดเหมือนกัน5555
[3:44:30] Beer_NatTaa: @rct_apinan ฟลัดเพื่อไรอ่ะ
[3:44:32] waraytu: SeemsGood
[3:44:32] earth6752: ปีศาจชุดดำ
[3:44:32] pongkun11: เคย
[3:44:32] pakke11: ลุงก็ปล้นหมดเหมือนกัน
[3:44:32] controooo: ก็ปล้นอะ
[3:44:34] golfsarayut9999: ไปนั่งทำให้มือหงิกเหมือนเดิมอะดีละ
[3:44:34] sadbunny1993: เดกตี๋ไงเข้าใจแหละ5555
[3:44:34] tang_3357: ขึ้นต้นด้วยปล้นอะ
[3:44:34] boom0129: ตัวเล็กบอกคืนนี้ไม่ได้นอน555
[3:44:34] bbewbox: โรลพ่อพระ 5555
[3:44:35] p12_w22: @bungseeorio ขอความหมายคำว่าดิ้นหน่อย
[3:44:38] cootsam: มันก็ขึ้นอยู่กับเค้าจะเล่น
[3:44:40] supakitjaja: โจรใจบุญ
[3:44:40] Jackzgoboy: จริงที่สุด
[3:44:40] bamxbie: ตัวเล็ก
[3:44:42] jr_juniorrr: ตัวเล็ก ลูกก
[3:44:42] Assaluncha_Lun59: คนพระ
[3:44:43] frudine_dean: โจรในแกงค์ไม่มีละ
[3:44:43] mppb_: StinkyGlitch StinkyGlitch
[3:44:44] shisu1____: ปล้นก็คือปล้น
[3:44:47] D_KUPP: แล้วปล้นเพื่อ555
[3:44:48] dekvanl0l: หล่อดีครับสวยๆ
[3:44:48] Baphometz6: เราเป็นโจร ทำให้สุด555
[3:44:56] nx_norralux: ยุบแก๊งเปลี่ยนเป็นมูลนิธิเถอะครับ5555
[3:44:57] SUNGKIII: NotLikeThis NotLikeThis
[3:44:58] piyanan77: ลุงก็บอกถ้าจะปล้นปล้นพอประมาณ
[3:44:58] sorawich_: ละปล้นทำไม
[3:44:58] bubr_24: 2เท่าตายๆ
[3:44:59] champr35: ภาพจำเลยอ่าตอนนั้นจำได้
[3:44:59] Assaluncha_Lun59: ทำใจตัวเล็ก5555
[3:45:02] kk2548gta: จริงปล้นเพื่อ
[3:45:02] sincure_: ใส่ผ้าเหลืองนี้พระเรยนะ
[3:45:02] phanoudeth17: ลุงก็มีนะมีถืงเพลงด้วยอะ เพลงจ่าตู้อะ
[3:45:03] art11o3: หล่อๆดีๆ
[3:45:04] one_allway: ไม่อยากให้ปล้นก็ควรเอาออก
[3:45:05] nontawat38: คนละฟิวลุงคือแอดมินมาดีคนเล่น
[3:45:05] karnsilicon: บ่นไรกันอะ ปกติลุงก็ปล้นไม่หมดอยู่ละ
[3:45:05] n7ckwyzxd: คนดีสุดๆ
[3:45:05] BungseeOrio: @p12_w22 ดิ้นดุ้กดิ้กเลยค้าบสุดหล่อ StinkyGlitch
[3:45:06] boateieii: เหนือย
[3:45:07] t_carry: มานั้งฟาร์มเองมันก็น่าเบื่อ
[3:45:08] thanakrit116: สงสาร
[3:45:08] Nightbot: สงสาร=ประหาร InuyoFace
[3:45:08] Mayngchid_: คูณ2 เกินไปผมว่าเขาจะได้ใจเอา
[3:45:10] 12_5_64: โจรที่ไหนครับเนี่ยเห็นใจคนโดนปล้น
[3:45:10] DeeKub_G: 99สาธุ
[3:45:11] i_kuyy: ไม่มีใครปล่นแล้ว555
[3:45:11] bz_remix_official: @nx_norralux เเก๊งลุงไม่ใช่หรอ
[3:45:12] pluem_watchara: ได้คืน2เท่าไหมครับถามหน่อยลุง
[3:45:13] cootsam: งั้นก็เอา ออกไปจะได้ไม่มีเคสแบบนี้
[3:45:13] yhedkordtung: ป่ะ ขุดแร่ต่อนะ
[3:45:13] earthmeo: ต่อให้เราทำดีขนาดใหนคนในเมืองก็มองโบ๋อยู่ดีอ่ะครับ
[3:45:15] YuMoN2877: แชทเอ้ยยยยยยย
[3:45:16] backzazaal: โรลพ่อพระ  เจ้าของประเทศก็งี้  ปล้นใครก็กลัวเขาร้องไปหมดจนไม่อยากปล้น
[3:45:16] beezryzhy_: เต็ม300 555
[3:45:16] boom0129: ก็ลุงอยากให้คนในเเก็งใจเเข็งไม่ใช่หรอ555
[3:45:17] saifa_m: พี่น่าจะสร้างวัดเเทนสร้างแก๊งนะ
[3:45:19] wolf_ezth: Squid1 Squid3 Squid2 Squid4
[3:45:19] bbewbox: ปล้นแล้วลุงบ่น คนในแก๊งก้จะไม่กล้าปล้นอีก
[3:45:20] buaykems: นี่แหละ ผู้ใหญ่ละ
[3:45:20] BabyzDaniela: คูณ 2 มันเกินไป
[3:45:21] barbiexxxxxx: 
[3:45:21] filmza5678799: 2เท้่เยอะมากกก
[3:45:21] teehid1x: สมมุติเขามี900เหล็กเราปล้นสัก890ไหมครับ
[3:45:22] gotx99: เเจ็คเมื่อวานไง
[3:45:22] icemaraa: แชทจะประชดทำไมอะ StinkyGlitch
[3:45:27] kitikon_phanomai: KevinTurtle KevinTurtle KevinTurtle
[3:45:27] hfyo555: เอาที่วัดไปทิ้ง
[3:45:29] sixzackz: คูน2อะ ฟามกันเปื่อย
[3:45:29] tharathip_0: ถามว่าปล้มทำไมจะถามคืนเอาฉแลงลงทำไมละ
[3:45:31] abd_hafiss: แต่เมื่อคืน แจ็คกี้ AED 22 อันหมดคันรถอลยน่ะ5555555
[3:45:33] BIWyaniz: คฤหาสน์เป็นวัดละ55555
[3:45:33] misaru_45: หล่อคับหล่อ
[3:45:34] p12_w22: @bungseeorio ขอความหมายด้วย
[3:45:34] lacovicx: พวกบอกปล้นเพื่อคือ แล้วจะมีแชลงเพื่อ
[3:45:37] supakitjaja: 2เท่าใช้เวลานานจัด
[3:45:38] kulthawax_19: วันเกิด ตัวเล็กแท้ๆ
[3:45:38] kan007: Squid1 Squid2 Squid3 Squid2 Squid4
[3:45:38] natthachai999: เป็นผมเอาหมด หยอกๆ5555 สงสารแทน
[3:45:39] supadit99: มันได้ใจเลยเเบบนี้
[3:45:39] im_joker_01: เเชทใจเย็นๆครับ เข้าใจลุงหน่อยนะ ThankEgg
[3:45:39] gearzax1: @gotx99 ยับเลยอะ5555
[3:45:39] u6tr: PowerUpL LUL PowerUpR
[3:45:40] He11SinKi: ไม่ชอบก็กดออก
[3:45:40] cj_2506: แล้วปล้นคนมีแก็งได้มั้ย
[3:45:42] palpol9: @teehid1x เหลือไว้10ปลอบใจ5555
[3:45:42] sunnylighter1: เออแล้วแชทจะทำไมละ ได้เล่นรึป่าว
[3:45:42] golfsarayut9999: ทำให้เค้าเป็นรีโมทสุดท้าย....
[3:45:43] merrinmo_08: เขามี900เราปล้น899
[3:45:43] JJITRSE: มันแล้วแต่คนครับบ้างคนเนี่ยเขาปล้นจนร้องอ่ะ555
[3:45:44] d_taeminn: @12_5_64  คุณลองโดนปล้นดิครับ เหล็ก900แท่งอ่ะ
[3:45:44] bmxboat123: ไม่ต้องปล้นง่ายสุด
[3:45:45] AUMMMMMMM_: แชทไปเดือดร้อนแทนซะละ NotLikeThis NotLikeThis
[3:45:47] bestkub2: ไม่รุ้จักแก๊งสภาหรอ555
[3:45:47] BLUEMiNi1122: @gotx99 แล้วแจ็คมันโดนจับได้ป่าว ก้ไม่นะ
[3:45:48] worawut_56z: เเต่ถ้าลุงให้คืน2เท่า ไม่คุ้มอะลุงไม่ได้บอกน้องเองอ้วกเเตกซะนะน้อง5555
[3:45:48] frozen__dec: @tharathip_0 ก็มีให้ใช่อะ
[3:45:48] Brohybs: เสียงเหมือนจะร้องเลยลูกกก
[3:45:50] wanchaloemkhu: SeemsGood
[3:45:51] ppetch_: แค่คำว่าโจรมันก็ไม่มีคำว่าเห็นใจหรือใจเขาใจเราแล้วมั้ยครับ
[3:45:51] bang_kimi: @teehid1x 90%เลยหรอ55555
[3:45:52] patawee0: แชทลองคิดว่าตัวเองเป็นคนโดนปล้นสิจะรู้
[3:45:53] TOTOTOEY_: แชทขึ้ประชดนะ ไปเล่นเองมั้ย
[3:45:54] nami_b_akuma: โจรแต่ใจบุญจะมีทำไม่
[3:45:54] kbank88888: น่าจะทำให้เอารถไปไม่ได้ก็จะปล้นไม่ได้เยอะเท่าไหร่ นอกจากเอารถมาโยกใส่เยอะๆ
[3:45:54] MsPeeTy: rebirthztvAfk rebirthztvAfk rebirthztvAfk rebirthztvAfk
[3:45:55] vinzenzoxa: แค่คืนนี้เท่าเดิมบวกนิดๆหน่อยก็พอละมั้ง เล่น2เท่าเลย5555
[3:45:55] Guitarete: @nx_norralux หัวเราะกลบเกลื่อน? จะประชดก็พูดตรงๆ
[3:45:56] lilpop_69: @barbiexxxxxx แล้วมาดีไม่มีหัวใจเหรอจี่ฟรี900
[3:45:56] ikki2225: มี 1000 ปล้น 999 คอนเทนต์ดีๆที่ลงตัว 555555
[3:45:56] jkckhxuhvchh: ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper
[3:45:56] Nightbot: Stream uptime 3 hours, 46 minutes, 16 seconds
[3:45:57] mppb_: NotLikeThis NotLikeThis
[3:45:57] skype_899: วันเกิดมาดี
[3:45:57] px1m2xxx: แล้วแชทยุ่งไรอะอันนี้ถามจริงเขาคิดถึงคนโดนไอ้พวกที่แล้วปล้นเพื่อลองนึกคุณทำงาน5ชม.ซึ่งมันนานนะมันไม่สนุกด้วย
[3:45:57] no1nogod: เเชทอย่าประชด
[3:45:57] thomas_somtoy: วันเกิดแท้ๆหาเรื่อง55555
[3:45:58] wictchauapon: ละเราจะตีชะเเลงมาเพื่ออะไรอะถ้าปล้นไม่คุ้ม
[3:45:59] nagshop_gaming: วันเกิดน้องด้วย6655555
[3:46:00] sawatdeekubbbbb: แชททุกเรื่องต้องเดือดร้อน 55
[3:46:01] pakke11: วันเกิดหรอ ฟามเหล็กต่อสิ
[3:46:02] artnewman: ร้องแล้วมั้งผมว่า
[3:46:03] boylalisa: เเชทเป็นไรอะ55555
[3:46:03] big_IJK: แล้วอันนี้ไม่ท้อ
[3:46:04] vangrom_b: ลุงสอนครับ ให้ปล้นแบบพอเหมาะไม่ใช่ทั้งหมด
[3:46:04] khxwklxng: ไม่ชอบก็ไม่ต้องดูนะแชท
[3:46:05] Kriang1113: ไม่ปล้นดีสุด
[3:46:05] xero44sa: มาดีมีงอม
[3:46:06] jetsadakon_frame1352: 555สนุกดีครับอ่านแชท5
[3:46:07] adisak18: rebirthztv10 rebirthztv10 rebirthztv10 rebirthztv10 rebirthztv10
[3:46:08] ninena_op: เรียบx2
[3:46:09] beergiftattoo: แค่คืนก็น่าจะพอมั้ง  น่าจะเห็นใจทั้งคู่นะ
[3:46:09] bassp__: ไม่ต้องปล้นครับฟามเหมือนเดิมดีสุดน่ากลัว
[3:46:11] sorawich_: ไม่ได้เล่นเเล้วละฟามอย่างเดียว
[3:46:11] lucifer12_56: ซับโหมด
[3:46:11] pongsakornsss: อ้วกแตก2เท่า 555
[3:46:12] yhedkordtung: *888
[3:46:12] kitjapk: อยากเล่นกับลุงก็เพราะลุงเป็นคนแบบนี้ล่ะครับ
[3:46:12] jatingja_: วันเกิดแท้ๆ555
[3:46:14] nx_norralux: ยุบแก๊งทำมูลนิธีมั้ยพี่ใจดีจัง555
[3:46:14] stamaing2912: 2เท่านี้เอามันเกินไปไหมอ่ะ คืนเขาแค่นั้นละก็เพิ่มให้นิดๆ
[3:46:15] iloveujam: ของขวัญวันเกิด555555
[3:46:15] nxstle_: วันเกิดเมื่อวานละครับ
[3:46:16] basch4kyz: เศร้าเลย555
[3:46:17] pech_ktm: วันเกิดแท้ๆ55555
[3:46:17] radar_012: ดาบอยู่ไหนน BegWan
[3:46:18] esusnarok: แฟร์ๆไป เขามี900 เราปล้น กุญแจรถเขาแทนเอา เหล็กไปคืน
[3:46:18] jeffy_jc: HBD.เหล็ก2000.555555
[3:46:19] 1234_567: วันเกิดมาดีสรุปไม่ได้พัก
[3:46:19] mxngo1995: PowerUpL MaxLOL PowerUpR
[3:46:20] karn1139: Squid1 Squid2 Squid3 Squid2 Squid4
[3:46:20] rawiwatx: แต่ไม่ควร2เท่าครับ
[3:46:22] noomza12345za: วันเกิดต้องฟามแหล็ก
[3:46:23] nxxx_c: อย่าหาว่าลุงสอนน5555
[3:46:24] anucha_ff: ลุงทำถูถผมเข้าใจ
[3:46:24] tuanote00: วันเกิดมาดี
[3:46:25] pond_mako: ซวยไปมาดี
[3:46:27] OMMIX_: มาดีก็ท้อนะแบบนี้
[3:46:27] ohmygoshYS: แชทนี่ก็กะใคาคนเค้าเฟลแล้วเลิกเล่นอย่างเดียวเลยเนอะ เอาเปนเอาตายกันจัง
[3:46:28] bz_remix_official: @nx_norralux เเก๊งลุงนะอย่ามั้ว
[3:46:28] aredpkn: HBDมาดี
[3:46:28] redsea__: วันเกิดทั้งที ฟาร์มเหล็มต่อ 5555
[3:46:29] luvingu999: แชทใจเย็นเด้ออออ
[3:46:29] MongkhOO: เศร้าแทนมาดี
[3:46:29] nongarmm: สวยครับ
[3:46:30] raksapum: เขามองว่าเราเป
[3:46:31] natthawut727: ไม่มีไครปล้นแน่
[3:46:33] pluem_watchara: มาดีบอกสู้ตายครับ5555555555
[3:46:33] deen9628: @rawiwatx ลุงตัดสินเองเนอะ
[3:46:35] tharathip_0: @winter__dec  มีไห้ใช่ก็ปล้นไงเราเป็นโจร
[3:46:35] nattapatzap: วันเกิดแท้ๆ55
[3:46:36] boss_ssss: 1800+900
[3:46:36] chirasak80079: WutFace WutFace
[3:46:36] phuri16: เอาคืนก็พอมั้ง
[3:46:37] ninethong55: เดือดร้อนจริงคนฟามjak อะเดือดร้อน ฟามเอาๆ
[3:46:37] blackboykei: @OMMIX_ จริงครับ
[3:46:38] plam1245p: HBDมาดี
[3:46:39] tiamo219699: ไม่ต้องสองเท่าครับ
[3:46:39] p12_w22: LUL
[3:46:40] nphruc_: วันเกิดแท้ๆ5555555
[3:46:40] makkarone_aventadorv2eiei: ทุกคนมีสิทธิ์ในการออกความคิดเห็น#พูดลอยๆ
[3:46:41] Assaluncha_Lun59: มาดีร้องอ่ะ555
[3:46:41] cootsam: แล้วไม่คิดว่าคนในแก๊งตัวเอง ท้อ
[3:46:42] filmza5678799: ทิ้งเถอะ
[3:46:42] nattawatmeen: คืนก็คืน ไม่ควร2 เท่า
[3:46:43] theminmm: ร้องครับ2เท่า55
[3:46:43] babykhamsoft: แจ็คสดุ้งละ
[3:46:44] buddypomrin: ลดโทษ ให้น้องหน่อยวันเกิดน้อง  ให้คืนเท่าเดิมพอ
[3:46:44] teehid1x: ลุงไปบวชไหม
[3:46:46] noticed_d: !uptime
[3:46:46] TENLOWWELL: วันเกิดเมื่อวาน ตอนนี้ไม่ใช่
[3:46:46] pilposh: ลุงบอกด้วยถ้าปล้นของเเก้งเอาหมด
[3:46:47] fluke_ooo: เอ้าๆ rebirthztvHaha rebirthztvHaha
[3:46:47] BlaShock: ฉลองวันเกิด 2000 เหล็ก
[3:46:47] NoBitahub: ปล้นเเบบหมดคัน ตอนมี สตอรี่เเก๊ง อันนั้นตัดกำลัง
[3:46:47] Nightbot: Stream uptime 3 hours, 47 minutes, 6 seconds
[3:46:47] ziim007: เหมือนหล่อ
[3:46:48] sadbunny1993: ไปบวชงับ555
[3:46:48] wiraphat_2208: HBD มาดี
[3:46:49] forddddxxxx: ไม่ใช้เเก๊ง
[3:46:49] fomoot_ooo: ไม่ปล้นดีสุดละจะได้ไม่ซวย
[3:46:50] pice0882: l
[3:46:52] faemmi: วันเกิดแท้ๆๆ555
[3:46:54] toonktk1: นี่ไงตัวหลัก
[3:46:54] banknoi9: rebirthztvAfk rebirthztvAfk
[3:46:54] biw_16_: สรุปคนในแก๊งค์ไม่มีคนปล้น
[3:46:55] TwinshockEz: Kappa
[3:46:56] vinzenzoxa: 2เท่ามันเกินไปนะผมว่า
[3:46:57] gORNfREaKs: PowerUpL <3 PowerUpR
[3:46:57] sincure_: เเจ๊คไม่ปล้นเข้าบ้านเรยนะ
[3:46:58] boyfirefire: ง่ายๆสรุปปล้นได้แต่ห้ามเกม
[3:46:59] Xaray_Jeng: LUL LUL LUL
[3:47:01] Mayngchid_: ครอบครัว5555
[3:47:02] yeenslum_og_gang: แหลม
[3:47:02] newjersy: Kappa
[3:47:03] maNOP__: Kappa
[3:47:04] artnewman: ไม่ต้องคูณ
[3:47:05] duckmanez1: ใจak
[3:47:05] khobeone: Kappa
[3:47:05] snackkyyyyyy: HBD
[3:47:05] lacovicx: ลามไปถึงนู่นได้ไง
[3:47:05] lilpop_69: ใครบอกใจเขาใจเรานี่คือคิดว่ามาดีไม่มีหัวใจเหรอ
[3:47:06] Raffyz_7: NotLikeThis
[3:47:07] xuanlynnnn: ชะแลง3ล้าน ต้องเอาให้คุ้ม555555555
[3:47:07] first2000x: ประชดอีกละะ
[3:47:08] 6boogeyman6: Kappa
[3:47:09] praexd: thisShook thisShook
[3:47:10] weuoncdf: Kappa
[3:47:10] worawut_56z: มันเกินไป2เท่าอะเยอะนะไม่ใช่น้อยๆ
[3:47:10] SUNGKIII: Kappa
[3:47:10] wasan888: เอาออกเถอะปัญหาเยอะครับ
[3:47:10] na_nathee: ทิ้งไปเลยนะ แชลงอ่ะ555
[3:47:11] tiwlytwin7: วันเกิดมาดี ไม่ใช่เมื่อวานหรอ?
[3:47:11] controooo: ไม่ต้องปล้นละงับ555
[3:47:12] Up2Skyy: Cheer20 นี่แหละที่ผมติดตามพี่มานาน Respect ตลอดครับพี่ rebirthztvLove
[3:47:12] Koalaken10: วันเกิดใครหรอออ
[3:47:12] Arashimaki888: ประชดเพื่อ
[3:47:13] armrpong: ดีๆๆ
[3:47:13] yungmidinoz: @fomoot_ooo จะรู้ได้ไงหรอมีแก๊งหรือไม่มี
[3:47:13] coppa_00: วันเกิดที่ซึม
[3:47:13] phakphoom1903: Kappa Kappa
[3:47:14] pongsakornsss: Kappa Kappa Kappa
[3:47:14] nongjengoung: อยากให้ลุกพูดกับแก็งค์อื่นด้วยครับ
[3:47:14] therinx99: ฉลองวันเกิดตัวเล็กเหล็ก2,000
[3:47:15] what_x: @vinzenzoxa 5555
[3:47:15] Phuthanadon03: เเต่ก่อนลุงก็ทำนะสมัยนู้นอะ
[3:47:16] chalit_t: วันเกิด มาดี ลุงให้อะไรบ้าง
[3:47:16] nxstle_: ใจเอเค555
[3:47:16] lasttixe: ร้องไห้
[3:47:16] art11o3: คนในแก๊งค์ไม่มีคนปล้นจจำให้
[3:47:17] sawatdeekubbbbb: ไม่ต้องร้องแทนนะ ถ้าลุงไม่เล่นด้วยคนที่เดือดร้อนไม่ใช่แชทนะ
[3:47:17] TwinshockEz: Kappa
[3:47:17] Kriang1113: เลิกปล้นเถอะ ปล้นละแบบนี้
[3:47:17] wolf_ezth: ic ocเเยกเเยะด้วยเเชท
[3:47:18] bang_kimi: วันเกิดวอแวไม่ใช่หรอไม่ใช่มาดี หรอผมเข้าใจผิด
[3:47:20] nx_norralux: ยุบแก๊งทำมูลนิธิมั้ย5555
[3:47:20] Baphometz6: ปล้นได้ อย่าเกม จล
[3:47:21] aranrak_k: สงสาร
[3:47:21] Nightbot: สงสาร=ประหาร InuyoFace
[3:47:21] gtdn2485: ผมว่าไม่เกี่ยวกับJAKเลยนะลุง ปล้นก็คือปล้นอ่ะ
[3:47:22] visava2546: ข้อความคับลุง
[3:47:22] ikki2225: HBD ตัวเล็ก
[3:47:22] iloveujam: 2เท่าจุกๆ
[3:47:24] rawiwatx: น้องจะรู้สึกยังไง
[3:47:25] ken_kiminoto: เอาเเชลงยัดตู้ไว้เหมือนเดิมเเหละ
[3:47:28] 12_5_64: เอาเก็บตู้ซะเลิกใช้
[3:47:28] thomas_somtoy: ฉลองวันเกิด55555
[3:47:31] tangna12039: วันเกิดแท้ๆ
[3:47:32] view_55555: น้องไม่ร้องหรอก
[3:47:32] tthanawatt2311: AKA
[3:47:32] Nightbot: ทิ้งเพื่อน rebirthztvTew
[3:47:33] nnitsupa: NotLikeThis NotLikeThis
[3:47:34] TwinshockEz: ล้างแชท Kappa
[3:47:34] kobjailailai: HBD มาดี
[3:47:34] rct_apinan: จบสุดท้ายมาดี ไม่ปล้นไม่ทำละเงินเข้าไปก็ง
[3:47:35] pond_mako: อวยพรน้องมาดีหน่อยมั้ยครับวันเกิดทั้งที
[3:47:36] frozen__dec: @tharathip_0 ก็ใช่ไงไม่ระวังเองช่วยไม่ได้แต่ก็เนาะฟามเหนื่อย
[3:47:36] 1234_567: สุขสันวันเกิดน้ะมาดี2000เหล็ก
[3:47:38] nono00000000: rebirthztvTueng
[3:47:38] aopcts: หุ้ยย2เท่าขนลุก
[3:47:39] ナッ: Kappa
[3:47:40] pech_ktm: @bang_kimi ทั้ง2
[3:47:40] thanonan__: Kappa Kappa
[3:47:40] suppakrit112: Kappa Kappa Kappa
[3:47:40] BabyzDaniela: แค่เตือนก่อนก้ได้
[3:47:40] gdjejdh: jackey9JackeyDja_HF
[3:47:41] mixkyyyyy: วันเกิดตัวเองแท้ๆ5555
[3:47:41] sixzackz: จีเหล็กวันเกิดไป555
[3:47:42] icemaraa: Kappa Kappa
[3:47:42] Dawineiei: Kappa
[3:47:42] filmza5678799: ทั้งวันทั้งคืน
[3:47:42] TwinshockEz: ล้างแชท Kappa
[3:47:42] seekamna: อย่างซวยโดน2เท่า555
[3:47:43] kxnokphxn_ov: วันนี้ก็วันเกิดวอแวนิใช่ไหม?
[3:47:43] JJITRSE: ไม่น่ามีใครปล้นละ5555
[3:47:43] pakke11: เป็นคนโดนถึงจะรู้จี่เหล็กทั้งวัน
[3:47:44] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[3:47:45] kvifys: Kappa
