[2:30:01] flukeskxs: สวยจริง
[5:41:24] anntony0: พับจอบ่อยมันกระตุก
[5:41:24] filmkud: ออกแล้วเข้าเว็บใหม่ไหม
[5:41:26] frame_57good: พับต่อบ่อยกระตุกลุง
[5:41:30] Yacthz: @beyondtheoriginal เว็ปแบบนี้เติมเงินแล้ว เอาออกเป็นสกินเท่านั้นครับ ไม่สามารถออกเป็นเงินได้
[5:41:32] MaithaiJaitawan: มันไม่ยอมขาดทุนอะเอางี้ดีกว่า555
[5:41:37] PUNMANAT1234: ยิงแบบกระตุก
[5:41:39] neve12die: Cs2 มาของราคาน่าจะขึ้นหมด
[5:41:43] gust026: ผันดีครับลุง ฝันดีครับแชต
[5:41:52] zexy1709: rebirthztvMc
[5:41:53] gvng_pk: พับจอบ่อยมันกระตุกพี่
[5:41:58] nongtarjr: fpsกระชากรึเปล่าครับ
[5:42:02] bbu1234y: พวกพี่แบงค์ยังได้เลยลุง
[5:42:08] nongoat9140: @narlkung อุ้บบบ555ไปโหลดเกมนะ
[5:42:22] afandyza: คิดถึงเคาห์เตอร์สมัยก่อนจัง สมัยลงแข่งตกรอบแรก 555
[5:42:24] SomeOne_1t: @bbu1234y ฟังนะคนละเว็ป
[5:42:25] BenzFlintt: ถึง 6 โมงเช้าเหรอครับ
[5:42:44] jackkey13: คนอื่นได้ลุงไม่ได้ไอหรั่งนี้นิมีพิรุธ
[5:42:45] B4DoubleL: เขาเล่นกันตอนตลาดมันบูมหรือป่าว แต่ตอนนี้ของมันไม่ค่อยมีคนไม่เล่นกัน
[5:42:46] bakeey13: ลองคิดดูถ้าคนไม่ค่อยจะมีเงินมาเจอแบบนี้ แย่เลยนะ
[5:42:50] l2ockRe: เเต่ที่เเรกมันมีของอยู่ไม่ใช่หรอที่มันกดเทรดมาให้เเต่ไม่สำเร็จอะมันน่าจะกดยกเลิกทีหลังเเบบไม่ให้ของ
[5:43:08] afandyza: เคาห์เตอร์กับฮาฟไลท์ปะเมื่อก่อนฮิตๆ
[5:43:10] i_am_wedday: ลุงวิ่งตรงเมื่อกี้โครตชิวผมเล่นนี่สไนรอยิงละอะ55555555
[5:43:24] pradukee: @b4doublel ตอนนี้แหละครับตลาดบูม แต่เขาดองของกันไว้เพราะ cs2 จะมา
[5:43:31] heremos1: ในตลาดสตรีมก็ยังมีขายอยู่เลย 55555
[5:44:05] i_am_wedday: บานาน่านี่ต้องเช็คแล้วเช็คอีกพวกชอบรอข้างกองไม้
[5:44:07] yut_98: พวกพี่แบงค์เขาเติมเยอะได้เร็วอยู่แล้วเขากลัวเสียลูกค้าแต่ของลุงมาแปบเดียวดวงดียอดไม่เยอะมันยื้อไม่แปลกครับ
[5:44:31] anntony0: 55555555555555
[5:44:45] BenzFlintt: @yut_98 ช่ายๆ เหลี่ยมหนาเต๊อะ
[5:44:49] lungpoo: เว็ปอาจี๋คับผมสืบมาละ   อาตี๋บิด 10
[5:44:49] filmtanakitxrj: คาใจ555555
[5:44:55] nongoat9140: Not Buy
[5:44:59] ボスクン: แค่นี้ก็เสียลูกค้าหลายรายละ
[5:45:11] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[5:45:18] i_kuyy: มันก็บอกให้รอเหมือนเดิมลุง555
[5:45:19] Autkung5K: ของมันอาจหมดจริงก็ได้ครับลุง
[5:45:25] aum0_0: ตอนที่แลกมีดมามันมีของราคาไกล้กันเยอะนะ
[5:45:53] yut_98: ปืนไม่ให้ไม่ว่ายังจะไม่ให้มีดอีก55
[5:45:59] jr_juniorrr: มันรอคนมาขายในเว็ปมันเพราะถ้าซื้อตอนนี้จากสตีมมันจะเจ็บหนัก5555
[5:46:00] bambii_44: 555555555
[5:46:07] filmkud: ออกเข้าเว็บใหม่ไหม
[5:46:08] akawade: 5555
[5:46:22] MaithaiJaitawan: ของหมดไม่ว่าแต่ของราคาใกล้กันไม่มีให้แลกเลยมันน่าแปลกไหมละ
[5:46:23] BenzFlintt: @jr_juniorrr ถูกๆ
[5:46:25] lungpoo: ตอกสดๆ  บิดสดๆ
[5:46:26] Yothin999: 55
[5:46:27] Autkung5K: โอเค 555
[5:46:41] filmtanakitxrj: บิดสดๆเด๊อจ๊ะ
[5:46:52] Way_Aagency: 555555555555
[5:47:03] dixkznvzww828: @jr_juniorrr รอไรอ่ะ55555
[5:47:12] MaithaiJaitawan: คือมันบีบให้ขายมีดเลย
[5:47:20] nongoat9140: ยิงแบบ Jacopเลยลุง
[5:47:44] lungpoo: เนสดๆ  บิดสดๆ  เด้อจ้า
[5:47:48] bowvii88: เกมส์มีเสียงไก่ด้วยหรอ5555555
[5:47:52] i_am_wedday: มันบังคับอะว่ายังไงก็ให้ขายละเอาเงินที่ขายได้ไปหมุนต่อ555555
[5:48:01] heremos1: เอาจัด 5555
[5:48:09] filmtanakitxrj: คมจัดพ่อลูกอ่อน
[5:48:13] balck1633: มอนิ่งนะครับทุกคน
[5:48:21] bambii_44: ตึงเปี๊ยะ
[5:48:24] NUIZUZA: X เดือดตำรวจ 555
[5:48:24] Nightbot: ❌ กำลังมองคุณอยู่ rebirthztvX
[5:48:36] One_GodGG: ตึงจัด
[5:48:54] prottomoya: 555
[5:48:55] bigsmilerz: 5555555555555+
[5:48:58] MaithaiJaitawan: 5555
[5:48:58] Bam_krt: 555555555555555
[5:48:59] torikayu: ยิงไม่โดนเลยดีกว่า
[5:49:00] heremos1: 555555
[5:49:00] B4DoubleL: ฃ
[5:49:01] 8kimmmmmmmm: 55555555
[5:49:05] bambii_44: 5555555555555
[5:49:05] sil4ss: 555555555
[5:49:07] giatazazazazazazazazaza: 5555555+
[5:49:07] hnd69: ตาจะบอด555
[5:49:07] new_sparrow: ลูกกระสุนไปไหนอ่ะ55555
[5:49:08] nongoat9140: ลุง ยิง โดนเท้าเค้าาา 55
[5:49:10] anntony0: ยิงไม่โดนไม่ใช่ไม่ตาย
[5:49:15] ackermennn: จิตใตไมอยูกับตัว
[5:49:17] filmtanakitxrj: 5555555555555555555555สกิลไม่มี ไม่มีแรงจัดปืน
[5:49:19] jr_juniorrr: น่าจัดแข่งหาทีมในเมืองมาเจอกันบ้างนะพี่ รางวัลแจกรถแจกเงินในเมืองพอ55555
[5:49:30] thanawat_jr: @nongoat9140 เคยเล่น csgo มั้ยหนิ
[5:49:32] san_4885: rebirthztvRun rebirthztvRun
[5:49:36] heremos1: 555555555555555555
[5:49:39] akawade: 5555555
[5:49:40] One_GodGG: jackey9JackeyLOL jackey9JackeyLOL
[5:49:41] i_am_wedday: 55555555
[5:49:41] giatazazazazazazazazaza: 5555555
[5:49:43] new_sparrow: jackey9JackeyLOL jackey9JackeyLOL
[5:49:43] LARGEBODy_GLHF: LUL
[5:49:51] prottomoya: 5555
[5:49:52] bambii_44: rebirthztvHaha rebirthztvHaha rebirthztvHaha rebirthztvHaha
[5:49:57] Osami_Ayccx: ใจเย็นๆน่ะน้าบบบ
[5:49:58] badvibeeiei: 55555555555555555555555
[5:50:05] filmtanakitxrj: 5555555555555555555
[5:50:08] giatazazazazazazazazaza: rebirthztvRich rebirthztvRich rebirthztvRich rebirthztvRich rebirthztvRich
[5:50:09] nongoat9140: @thanawat_jr อะไรแซวเล่น อิน จัด
[5:50:14] Autkung5K: sell*
[5:50:14] brig_ht3: รีเว็ปดูลุง
[5:50:21] frame_57good: มันไม่ให้ละ5555
[5:50:30] toy070242: เล่นเกมให้สนุกอย่าให้เกมเล่นเรา
[5:50:39] peak_28: อ้อนบอกพ่อผมตายหลายรอบแล้วนะจะไม่ให้เกิดหน่อยหรออ5555
[5:50:50] nestorboy01: เกมนี้ ยิงเหมือน วาโรไหมครับ
[5:50:59] anntony0: 55555
[5:51:01] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[5:51:12] khun_bestx: อิ่มๆอะ
[5:51:16] vaiperrxhxe: เค
[5:51:17] frame_57good: ลุงไปด่ามันมันไม่ให้ละ55555
[5:51:20] palm1_z: @soyjuboy ไม่ครับรีคอยกระสุนความรู้สึกไม่เหมือนกัน
[5:51:21] t_carry: อัพเกรดกับขาย 2 อย่างที่มันให้เราเลือก
[5:51:22] filmtanakitxrj: มีดขอข้า StinkyGlitch
[5:51:23] pinggg568: ฝันดีครับพี่
[5:51:25] jobjapz: @soyjuboy ยิงยากกว่าฮะ
[5:51:33] nestorboy01: โอเคครับ ขอบคุณครับ
[5:51:34] jarapz: อยากเจออีกจังครับ
[5:51:36] anntony0: รอดิเอ้อะ
[5:51:39] MaithaiJaitawan: ไม่รีบก็รอ55ถ
[5:51:43] zExaMpLezz: ไม่มีของละก็ไม่มีของที่พอเรทเดียวกันอีก
[5:51:48] One_GodGG: รอดีกว่าไม่เสียหาย
[5:51:51] blacklistz112: ลองรีหน้าเวปดูสิลุง  5555 เวปแมร่งกวน ให้รออออ
[5:51:53] jirajiraaiai: เปิดกล่องในเกมเอาลุงเผื่อมีดมาอีกเล่ม555555
[5:52:02] i_am_wedday: แรปอยากเจอ555555
[5:52:03] simply_mookubb: พี่แรปๆๆ555
[5:52:11] skywockee_z: Csgo2เปิดให้เล่นตอนไหนอะ
[5:52:12] vaiperrxhxe: ลุงไปดูยังลุงจอนวิค
[5:52:15] pleum_modxtyzzz: พี่แรปๆ
[5:52:20] khun_bestx: จอน ชาวไร่
[5:52:20] pradukee: ไม่งั้นก้อัพเกรดครับ มันให้ใส่ราคาของได้ครับ ใส่ราคาใกล้ๆราคาเดิมน่าจะได้ครับ
[5:52:20] Autkung5K: พี่เอสซื้อเแผ่นเพลงมั้นครับ 55
[5:52:28] JaySanc98: หลอมปืนได้อยู่มะ 10แลก 1
[5:52:29] NewLASIOz: จ่าแรปอยากเจออะ
[5:52:29] Bam_krt: แต่เปิดได้ M9 นี่เวอร์จัด 1ในล้านนนน
[5:52:33] 8kimmmmmmmm: แรปบอกอยากเจอกับลุงอะ5555
[5:52:36] bambii_44: 55555555
[5:52:37] One_GodGG: ลุงทีม ตร ท้า ลุงอ่ะ
[5:52:39] i_am_wedday: @skywockee_z ตอนนี้บางคนเข้าเกมแล้วมีให้เล่นเลยครับ
[5:53:26] kenzaz_: ขอของแรปหน่อยคนับ
[5:53:32] nongoat9140: จ่าแร๊ป อย่าเงียบบบ ครับบ 55
[5:53:34] MaithaiJaitawan: ทีมตร ตึงอยู่นะ
[5:53:48] seenoomth: โดดเอาหัวมาโหม่ง555
[5:53:50] dixkznvzww828: อัพเกรดกับขาย 2 อย่างที่มันให้เราเลือก
[5:53:51] jarapz: ผมจะได้เงินฟรีอะดิ
[5:53:53] One_GodGG: รุ่นใหญ่ลงไปเล่นเองก็มีค่าเดิมพันโหดๆหน่อย
[5:54:02] i_am_wedday: เว่อไปจ่า555555
[5:54:12] NUIZUZA: จุดไฟแล้วจ่า 5555
[5:54:17] Veersento: เอาตึงเลยงัยย5555
[5:54:26] bambii_44: 555555555
[5:54:36] dew168: เว็บมันมีอัตราค่าบริการการถอนเงินมั้ยพี่
[5:54:45] NewLASIOz: @jarapz jackey9JackeyLOL jackey9JackeyLOL
[5:55:02] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[5:55:07] kiuyo1234: 55555555
[5:55:17] MaithaiJaitawan: เข้
[5:55:17] Osami_Ayccx: เหยดดดด
[5:55:18] s0dix_: คม
[5:55:22] new_sparrow: ตี๋เบาได้เบา5555
[5:55:24] 1stserpents: เว่อ
[5:55:25] jr_juniorrr: มันไม่ไหวกับลุงแค่นั้น
[5:55:40] MaithaiJaitawan: สไนศาลยา5555
[5:55:50] bambii_44: พ่อมีสะดุ้งอ่ะ555555
[5:55:53] sunxanax: ทีมเขาทำไมคมจังครับ
[5:55:53] 18kk8: ใส่หูฟังอะไรหวะนั้นนนน
[5:55:56] new_sparrow: ยิงคนจัด
[5:56:02] khun_bestx: รู้ไปหมดดด
[5:56:04] pleum_modxtyzzz: ดูเขายิง55555
[5:56:23] nxts28: เป็นผมได้2ออกไปดูกลางลพนะ
[5:56:33] seeet_so: จะสไนไมน้องงงแชท
[5:56:38] prottomoya: 555
[5:56:49] kenzaz_: พรุ่งนี้จะงอมไม่ได้นะ
[5:57:11] peeskfc: เค
[5:57:17] NUIZUZA: จ่าแร็ปลุงเขาจะเอาตังลุงอยู่
[5:57:17] gun_huus: เค5ทุ่มสินะ
[5:57:21] naseeer_: ลุงดูจอนวิคยัง
[5:57:25] dixkznvzww828: เจอกันเที่ยงคืนครับพน.
[5:57:25] toptap111: ตลาดปิดป้ะลุงเมื่อกี้ลุงยังขายปืนไม่ได้เลย
[5:57:25] champ_champ__96: ลุงกดรีเว็บที่นึงคับเหมือนมันค้างเว็บนี้ค้างบ่อยคับ
[5:57:30] MaithaiJaitawan: เรทอีกแล้วสินะ555
[5:58:04] MaithaiJaitawan: รัน5ทุ่มแค่นั้น5555
[5:58:07] anononvimol: โชคดีที่วันนี้เป็นเวรผมจะได้ดูพี่เอสยันเช้า5555
[5:58:27] dew168: ไม่เป็นไรค้าบ รอได้ พี่อย่าลืมถ่ายมาอัพเดทกันในกลุ่มบ้างนะครับ
[5:58:28] oil_loi: น้ายังไม่ลงนะครับจุนลุง
[5:58:47] sixkerrr: จบ
[5:58:54] toptap111: ตลาดปิดป้ะลุงเมื่อกี้ลุงยังขายปืนไม่ได้เลย
[5:59:07] MaithaiJaitawan: HypeLUL
[5:59:31] anononvimol: 5,000+ คน นอนคาสตรีม 4,900 SeemsGood LUL LUL
[5:59:36] MaithaiJaitawan: นานละพี่
[5:59:43] One_GodGG: แล้วลุงได้รถวันไหนอ่ะ StinkyGlitch
[5:59:47] TwinszTV: 3 ปีนะลุง
[5:59:53] pantika_mirana: ไปนอนก่อนนะจุนลุงงง ฝันดีน้าบบบ
[6:00:07] frame_57good: jackey9Slp jackey9Slp
[6:00:08] vaiperrxhxe: จ๊ะเอ๋5555
[6:00:20] base02za: สรุปพี่ได้ของป่าว
[6:00:27] MaithaiJaitawan: พี่ไปดูภาคไหนมาบอกไม่นาน555
[6:00:45] kongka2545: 4ปีครับหลังจากภาค3
[6:00:48] whyUsxcxte: โดนกดดักแงะ rebirthztvHa rebirthztvHa
[6:00:52] dixkznvzww828: @maithaijaitawan น่าจะไปดูภาค3.5มา
[6:00:56] tanakorn_tle: อันนี้พี่เอสเล่นเกมส์ไรครับบ
[6:01:03] MaithaiJaitawan: @dixkznvzww828 555
[6:01:16] art15537728: วออะไรงงครับ
[6:01:16] heremos1: 55555555
[6:01:17] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:02:27] art15537728: โห้เธอ!!! เจ็บจี๊ด!!!!
[6:02:40] wallpass1: ขาวไม่พัก 55555
[6:02:56] demonkungz21: ตาพี่เอสบอดก่อน5555
[6:03:07] bambii_44: 555555
[6:03:13] nontte_lzzcv: rebirthztvRun
[6:03:17] MaithaiJaitawan: แฟลชทีม5555
[6:03:17] NewLASIOz: ตาจะบอด
[6:03:25] THIPPLEX: โดนจนตาจะบอดละ
[6:03:34] wallpass1: กำลังจะเกิด เพื่อนแฟลชเบรกหัวทิ่ม 555555
[6:03:34] pattanasak: ...
[6:03:35] moon_hub_: แฟลชทีตาแทบยอดอ่ะ
[6:03:36] nongoat9140: ..
[6:03:43] NewLASIOz: เค
[6:03:44] sirasakkkk: บิยหรอ
[6:03:45] pluemkubpom: หมุนรึป่าว
[6:03:47] aum0_0: LUL
[6:03:49] brig_ht3: เค
[6:03:52] frame_57good: หมุน
[6:03:55] 6boogeyman6: มาละ
[6:03:55] ILYSl3: f5
[6:03:56] moon_hub_: มาล่ะ
[6:03:57] thanawat_jr: มาละ
[6:03:58] tanit_sonpom: f5
[6:04:00] nongoat9140: โดน เวป ยิง สตรีม ละ 555
[6:04:11] THIPPLEX: F5
[6:04:20] xsgun_nn: ดีครับ
[6:04:38] hamyaiv1: อันนี้ภาคไหนครับ
[6:05:07] NewLASIOz: 1ครับ
[6:05:08] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:05:10] wallpass1: มุมคลอส 5555
[6:05:34] MaithaiJaitawan: 5555
[6:05:42] stk_zoldyck: 555555⁵
[6:05:45] LARGEBODy_GLHF: LUL
[6:05:48] tarathep_: 5555555
[6:05:51] nong_chocobo: เข้าทางมัน5555
[6:05:51] prottomoya: rip 400$
[6:05:53] heremos1: เค 555555
[6:05:59] bambii_44: 55555
[6:06:00] teenahu1: อัพดีกว่าผมส่งเสริม555
[6:06:11] caszoppy: มันทำให้ลุงกระวนกระวายใจจ้าดด
[6:06:14] moon_hub_: เค
[6:06:16] ohbadzzz: rebirthztvHa rebirthztvHa rebirthztvHa
[6:06:19] wallpass1: 55555555
[6:06:27] teenahu1: โห5555
[6:06:29] kongka2545: 400ยังไม่ได้จะให้อัพเพื่อ
[6:06:42] blacklistz112: เออ โอนให้ลุงดิ จะให้อัพเกรด จังเลยสภาพ
[6:06:45] MaithaiJaitawan: เสียแน่เว็บมันรอเชือด5555
[6:06:47] t_carry: แต่มันไม่ให้มีดพี่น่ะ5555
[6:06:57] PAYSTUDIO: ต้องใช้คำว่าไม่เล่นเว็บอีกเลยดีกว่า
[6:06:58] FuseFufy: อัพได้เเต่ก็ เทรดไม่ได้อีก55
[6:07:07] NewLASIOz: เออกล้ามั้ยแชท
[6:07:18] blacklistz112: แนะนำดีนัก เอาดิอย่าเงียบๆๆๆ
[6:07:21] singhbeer: ถ้า400บาท ผมกล้าอยู่ Kappa
[6:07:30] upperTh97: เอ้าเงียบเลยอ๊อออออ
[6:07:33] MaithaiJaitawan: ไหนบอกสงเสริม555
[6:07:34] heremos1: หมื่นกว่า 55555
[6:07:34] 1stserpents: 55555555
[6:07:34] wallpass1: ลูกซองฝั่งตรงข้ามแรงเสมอ 5555
[6:07:39] ZinuCh_: edwin555Gif edwin555Gif
[6:07:41] 6ixtynin9_: 13,615
[6:07:43] i_kuyy: 12-13k
[6:07:45] livemee: 13k+
[6:07:58] seeet_so: พี่เติม400 จะถอน400มันบอกยากหน่อย
[6:08:00] kongka2545: 400ยังขนาดนี้6-7ร้อยจะได้หรอหัวร้อนป้าวๆ
[6:08:00] l2ockRe: 400x34
[6:08:05] NewLASIOz: ไอ้คนเสี้ยมเก่งๆอะ
[6:08:05] bboy35521: ใช้
[6:08:15] MaithaiJaitawan: 13000กลมๆพอ55ถ
[6:08:39] blacklistz112: เงียบกริบ พวก แนะนำ อัพเกรด หายหมด   โถ่ๆๆๆๆ
[6:08:41] bboy35521: ไห้ลูกไปกินข้าวได้ด้วย
[6:08:43] dixkznvzww828: มาละดิกำนันเเม็ค
[6:08:53] n_m4rk: ไอหนูไม่ใช่บาทนะ จะได้ ทำเป็นเล่นเงินเดือนบางคนทั้งเดือนนะ
[6:09:00] nongoat9140: @blueeei พี่ส่งเสริมลุง หน่อย
[6:09:03] gvng_pk: ถ้าไปเอาพวกสกินปืนหลายๆกระบอก พี่ว่ามันจะให้มั้ยพี่
[6:09:14] kongka2545: ปืนแบบนี้ลุงปลูกท่อมใช่ไหมพกลูกซอง
[6:09:31] ILYSl3: @gvng_pk แกจะเอามีดคับไม่ได้จะเอาเงิน
[6:09:49] dixkznvzww828: ซอง100เม็ดตึงๆ5555
[6:09:49] wallpass1: โดนมีด 55555
[6:09:49] i_kuyy: หยามอาตี๋จัดด555
[6:10:10] waranya_pui: มอนิ่งฮะลุง
[6:10:25] pool2544: 5555
[6:11:02] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:11:30] heremos1: 55555555
[6:11:42] pzillyz: 555555
[6:11:42] i_kuyy: 555
[6:11:43] ackermennn: 555555555555
[6:11:44] mycactus6206: ahchai555 ahchai555
[6:11:44] wallpass1: ชม= 55555555
[6:11:48] NewLASIOz: 5555
[6:11:50] bambii_44: 5555555555555 rebirthztvHaha rebirthztvHaha
[6:12:10] NewLASIOz: 55555
[6:12:13] peakpoonnnn: 5555555
[6:12:36] erennomad: ขวาหรือป่าว
[6:12:47] peakpoonnnn: 55555555
[6:12:54] 18kk8: ขวาเด้อจ้า
[6:13:01] i_kuyy: ใจไปหามีด555
[6:13:07] bambii_44: 5555555555
[6:13:23] nrp_ll: ใจอยู่กับมีเ
[6:13:40] i_kuyy: อย่าลุง เดียวแผนมันสำเร็จ555
[6:13:40] mycactus6206: ahchai555 ahchai555 ahchai555
[6:13:56] heremos1: 5555555
[6:14:03] mycactus6206: B51
[6:14:11] pzillyz: ปืนพลิกเกมลุง55
[6:14:13] narattt989: อย่างน้อยคนไทยก็ได้รู้ลุง
[6:14:14] iceking440: ลุงดวงดีเกินไง
[6:14:25] jirajiraaiai: ถือซะว่ามีดเล่มที่ถืออยู่ยังกำไร5555
[6:14:27] mycactus6206: เงินอยู่กับมันแล้วไงลุง
[6:14:30] mcdmmm: โดนบล็อกปิดตายไปแล้วอะ
[6:14:32] pradukee: Rush B เลยลุง
[6:14:52] filmtanakitxrj: เล่นแบบไม่สนโลกแล้ว เพราะสกินมีด555555
[6:14:58] KOHrt: สรุปได้มั้ยครับ มาไม่ทัน
[6:15:09] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:15:44] shishimeister: อ้อนสรุปเวล 10 เฟสอิท หรือ 10 อบต 555
[6:15:47] heremos1: 55555555
[6:15:55] bigsmilerz: silver 555555555
[6:16:04] mycactus6206: 1ขีด ahchai555
[6:16:05] bambii_44: 555555555 rebirthztvHaha
[6:16:10] i_kuyy: แฟลชทีตาจะบอด555
[6:16:24] peakpoonnnn: สโม็คหน่อย 5555555555
[6:16:40] i_na_foolish: ตอนนี้หน้าจะ2ขีดแล้วถ้าเป็นยศPB 555555
[6:16:54] faroxxz: ห้ะ5555
[6:17:05] wallpass1: แชทก็หมิ่นลุงเกิ้น 55555
[6:17:07] giatazazazazazazazazaza: ล555555555
[6:17:24] bambii_44: 5555555
[6:17:32] zExaMpLezz: เดินแรงง
[6:17:35] kongka2545: เดินยิงเป็นPBเลย
[6:17:36] lobbyytv: ฟีโน้
[6:17:39] wallpass1: 555555555555
[6:17:42] l2ockRe: ไม่อยากทำไรเเล้ว555
[6:17:54] i_kuyy: 5555
[6:17:55] gekanoress0011: 555555555555
[6:17:57] heremos1: 55555555
[6:18:02] SuperJet69: งงเ
[6:18:06] mosnewrid: 55555
[6:18:09] vaiperrxhxe: 55555
[6:18:12] wairong: ไม่น่าได้
[6:18:13] filmtanakitxrj: ไม่มีความส่วนตัวตั้งนานแล้วพี่อะ5555
[6:18:16] sil4ss: เขินเเหนะ 555555
[6:18:16] zExaMpLezz: ไลค์ก็พออะ
[6:18:21] whyUsxcxte: 555555555ลุงตึงจ๊าดดดดดดดดด
[6:18:27] caszoppy: ตาสับปะรดด
[6:18:30] bambii_44: 555555555
[6:18:38] shadesx_wex: ลุงมาบอกตอนคนหลับเยอะ55
[6:18:39] jarapz: โรยราทีม
[6:18:54] i_na_foolish: หน้ามีซองควงเนอะเดี่ยวเจอลุงสับQเหมือนPB 5555
[6:19:10] heremos1: นั่น 55555
[6:19:12] mycactus6206: เข้
[6:19:14] wairong: 555555
[6:19:35] i_na_foolish: คลิกโคปโชว์ไป5555
[6:19:38] shadesx_wex: 5555
[6:19:39] i_kuyy: 555
[6:19:39] 6boogeyman6: rebirthztvHa rebirthztvHa
[6:19:42] heremos1: 55555555
[6:19:42] naju9996: 5555555555555555555555555555555
[6:19:43] ItzKyuzu: 555555555555555555
[6:19:43] mycactus6206: ahchai555 ahchai555
[6:19:44] vaiperrxhxe: ห้ะ
[6:19:47] mosnewrid: 5555
[6:19:53] BenzFlintt: 55555
[6:19:56] bambii_44: ห๊ะ55555555
[6:19:57] l2ockRe: 5555555
[6:19:57] pattponh: 555
[6:20:18] taakun12mm: ไหวว
[6:20:24] i_na_foolish: สับ1-3ไปเลย5555
[6:20:46] nrp_ll: 55555
[6:21:03] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:21:32] wallpass1: อยากเห็นลุงสะบัดเป้าเท่ๆ
[6:21:39] natdanai4751: rebirthztvTueng rebirthztvTueng rebirthztvTueng
[6:21:49] bambii_44: พ่อมีสะดุ้ง55555555
[6:21:50] heremos1: รอไร 55555555
[6:21:50] jaoku7n: 55555
[6:21:50] i_na_foolish: ไม่เอานะเล็งเขาอยู่โดนสวนมา5555
[6:21:52] wazy_wtp: 555555555555
[6:22:10] nrp_ll: เค
[6:22:16] shadesx_wex: น้องมี1จอเขาว่า
[6:22:19] ozymandias160: มันบอกมันมีจอเดียวอ่ะพี่ตี๋
[6:22:40] heremos1: 55555555
[6:22:41] i_kuyy: มีหนึ่งจอ แต่รู้ว่าตี๋ถามไร5555
[6:22:42] i_na_foolish: ตึงกว่าหนังยางก็พี่เอสนี้แหล่ะ rebirthztvHaha rebirthztvHaha
[6:22:51] wallpass1: โปรโนเฟค 55555
[6:23:01] Be_SlapZ: มีโทรศัพท์วางไว้อ่ะดิ
[6:23:02] zExaMpLezz: 5555 pro no fake
[6:23:21] 6boogeyman6: rebirthztvHa rebirthztvHa
[6:23:51] mycactus6206: 100เมตร
[6:23:58] filmtanakitxrj: 5555555555 100เมตร
[6:23:59] 6boogeyman6: ซอง100หลาาา rebirthztvHa
[6:24:05] pleum_modxtyzzz: ยิงบ้าจัด
[6:24:10] sil4ss: ลูกซอง 100 เมตร 555
[6:24:19] iamp0nd: ทำไมลุงเหมือนครีปจังครับ5555
[6:24:24] mycactus6206: เค
[6:24:27] MaithaiJaitawan: 5555
[6:24:28] heremos1: เค 5555555
[6:24:31] basnoiiza: 55555
[6:24:35] singhbeer: ไม่ใช่ลูกซองของตำรวจแฟมนะลุง ยิง100เมตร
[6:24:38] i_na_foolish: I am RebirthztvGOD
[6:24:46] prottomoya: BibleThump
[6:24:53] midokeruk_: รออย่างเดียว 55555
[6:24:58] MaithaiJaitawan: สังคมมันบีบ5555
[6:24:58] vaiperrxhxe: ขอสองร้อยก็ดี5555
[6:25:01] 6ixtynin9_: พี่ขายแล้วก็ซื้อสกินแทนไม่ได้หรอ
[6:25:05] Nightbot: Subscribe ได้ที่ลิ้งนี้https://www.twitch.tv/products/rebirthztv/ticket?ref=below_video_subscribe_button
[6:25:11] PPM_x: BibleThump BibleThump
[6:25:14] rAgnar1M: หักครึ่ง
[6:25:20] i_kuyy: นััน555
[6:25:24] vaiperrxhxe: 5555555
[6:25:27] ackermennn: เเนะ
[6:25:28] new_sparrow: รอพรุ่งนี้ก็ได้พี่เผื่อมันได้
[6:25:32] sil4ss: เอาดีๆพี่
[6:25:32] gekanoress0011: 400 ดอล เกลือ 100
[6:25:35] quickonfeel1: Kappa Kappa
[6:25:42] 18kk8: เปิดไปก็ส่งไม่ได้ลุง
[6:25:49] MaithaiJaitawan: เปิดได้เดี๋ยวมันบีบให้ขายอี๊ก555
[6:25:54] bambii_44: 55555555555555พี่ตี๋
[6:26:07] new_sparrow: ต่อให้พี่สุ่มไหมมันก็ไม่ได้ของหรอกพี่ รอ พน จะดีกว่าไมพี่
[6:26:07] ackermennn: เห้ย
[6:26:10] mycactus6206: เปิดกล่อง ละ200 เผื่อได้ของ ราคาชิ้นละ 100-150 2อันก็เท่าทุนนะลุง เผื่อมันแลกได้
[6:26:11] badassskidd: เค
[6:26:18] bridkuub: 20
